[2025-12-02 09:15:16] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2025-12-01
正在获取论文...
[arXiv] 2025-12-01 | Generative Video Motion Editing with 3D Point Tracks
[NO] 1262/1869 | Enhancing H. 264 Video Compression for Remote Photoplethysmography using Saliency-Guided Preprocessing
[NO] 1263/1869 | Qubit Health Analytics and Clustering for HPC-Integrated Quantum Processors
[NO] 1264/1869 | Global Frontiers in Engineering Education: Leveraging Problem-Based Learning for Innovation and Impact
[NO] 1265/1869 | Driving Digital Innovation: How Industry Partners are Reshaping Engineering Education
[NO] 1266/1869 | Outcomes From an International Year of Quantum K-12 Educational Leadership Conference
[NO] 1267/1869 | Generative Modeling of Measurement Data for Quantum Parameter Adaptation
[NO] 1268/1869 | Application-Driven Benchmarking of the Traveling Salesperson Problem: a Quantum Hardware Deep-Dive
[NO] 1269/1869 | Solving Fluid and Diffusion Dynamics Problems Using Physics-Informed Neural Networks and the Lattice Boltzmann Method
[NO] 1270/1869 | AI for Clean Water: Predicting Potability with Machine Learning
[NO] 1271/1869 | Energy-Aware Deep Learning on GPUs through Parameter Sharing and Mixed Precision Training
[YES] 1272/1869 | Rule-Based Hardware-Configurable Static Analysis for Quantum Programs
[NO] 1273/1869 | An Intelligent System for Prediction of Medicine based Leaf using Pretrained Deep Learning
[NO] 1274/1869 | Correctness proof for a Ring-Learning-with-Errors Multi-Authority Ciphertext-Policy Attribute-Based Encryption Scheme
[NO] 1275/1869 | The Economics of Airline Safety: Cost vs Care
[NO] 1276/1869 | Security Resilience Evaluation of Mqtt-Based Iot Brokers Considering Denial of Service Attacks
[NO] 1277/1869 | Graph Neural Network-Based Predictor for Optimal Quantum Hardware Selection
[NO] 1278/1869 | A Quad-port CSRR-loaded Rhombus-shaped MIMO Patch antenna for 5G NR Applications
[NO] 1279/1869 | Classification of ECG Signals Using Deep Neural Network for Diagnosis of Atrial Fibrillation Disease
[NO] 1280/1869 | Time-Varying Functional Connectivity for Scalable Observability in Microservice Architectures
[NO] 1281/1869 | Research on Reliability Analysis Method of Complex Electronic System Under Stochastic Uncertainty Based on Generalized Stochastic Petri Net
[NO] 1282/1869 | Hybrid Deep Learning Model for Runoff Forecasting Based on CNN and LSTM
[NO] 1283/1869 | Benchmarking Fidelity Metrics of Quantum Computers
[NO] 1284/1869 | MAQAN: India's Quantum Network Testbed
[YES] 1285/1869 | Secure Quantum Circuit Compilation Methodology for Untrusted Compilers
[NO] 1286/1869 | Detecting Brain Tumor and Alzheimer Disease by Federated Contrastive Pretraining
[NO] 1287/1869 | Leveraging Constant-Q Transform in Lightweight Neural Network Framework Integrated with Spectral Folding for Artificial Bandwidth Extension
[NO] 1288/1869 | Impacts of RBB Topology on Blockchain Scalability
[NO] 1289/1869 | Subject-Independent EEG Signals Classification in Motor Imagery Based Brain-Computer Interface Systems Using Transfer Learning
[NO] 1290/1869 | Testbed Protocol for Adaptive Superdense Coding in Distributed Quantum Networks
[NO] 1291/1869 | Towards Spin Squeezing in a High Optical Depth Ensemble of Cold Cs Atoms
[NO] 1292/1869 | Comparative Analysis of Torchvision Object Detection Models
[NO] 1293/1869 | Design and Implementation of ‘Sortino’: An IoT based Smart Waste Sorting System
[NO] 1294/1869 | Dggn: Efficient and Robust Emotion Recognition in Conversation With Dual Graph Gps
[NO] 1295/1869 | Efficient Cloud-Edge Fault Diagnosis in High-Speed Trains leveraging Dynamic Neural Inference
[NO] 1296/1869 | Case Study of Electro Optical Probing Application on MTR Based MBIST Failures
[NO] 1297/1869 | Stacked Autoencoder with Machine Learning for Anomaly Detection in Industrial Internet of Things
[NO] 1298/1869 | Comparing OpenFace and Deep Learning Models for Deception Detection in Video Calls
[NO] 1299/1869 | A Deep Learning Approach to Tea Leaf Disease Identification using EfficientNet-B5
[NO] 1300/1869 | Federated Quantum Kernel-Based Long Short-Term Memory for Human Activity Recognition
[NO] 1301/1869 | Fungal Species Classification Using MixNet-Lite: A Lightweight Deep Learning Approach
[NO] 1302/1869 | Availability Evaluation of UAV-Based Surveillance System with Edge-Cloud Integration
[NO] 1303/1869 | Bone Tumor Detection using Radiographic Images
[NO] 1304/1869 | Evaluation of Tracking Algorithms for Automated Strain Analysis on Fascial Tissue
[NO] 1305/1869 | A Bert-based Model with Tsk Fuzzy Neural Network for Ai Comments Detection*
[NO] 1306/1869 | A Cyber-Physical Approach to Multilingual Content Generation with Sentiment Awareness for Intelligent E-Commerce Marketing
[NO] 1307/1869 | Survey and Implementation of a Modular Machine Learning Framework for Real-Time Network Anomaly Detection
[NO] 1308/1869 | Distributed Log-driven Anomaly Detection System based on Evolving Decision Making
[NO] 1309/1869 | Median Filtering Detection Techniques in Images
[NO] 1310/1869 | A Multi-Criteria Selection of IoT Devices For Federated Learning with Non-IID Data
[NO] 1311/1869 | Leveraging NeuroEvolution for Network Discovery in C-V2X Communication
[NO] 1312/1869 | KuaiRand Short Video LLM-Explainable Recommendation System with User Emotion Drift
[NO] 1313/1869 | Implementing Inquiry-Based Learning with Engineering Approach in Secondary Education: the Impact of External Collaboration on Enhancing Empathy and Defining Issues
[NO] 1314/1869 | Sentiment Analysis of Evaluations and Correlation with Enrollment and Ratings in Online Courses
[NO] 1315/1869 | Can AI Outsmart Firewall Errors? A Study on LLMs for Anomaly Generation and Detection
[NO] 1316/1869 | Depth-Based Matrix Classification for the HHL Quantum Algorithm
[YES] 1317/1869 | AI-Driven Reliability Through Anomaly Detection System in Industry 4.0
[NO] 1318/1869 | LLM Safeguard is a Double-Edged Sword: Exploiting False Positives for Denial-of-Service Attacks
[NO] 1319/1869 | Single-pixel fiber spectrometer based on all-fiber acousto-optic tunable band-rejection filter
[NO] 1320/1869 | GRPCI: Harnessing Temporal-Spatial Dynamics for Graph Representation Learning
[NO] 1321/1869 | Organizing Committee
[NO] 1322/1869 | GSSA Modeling and Excitation Optimization for Adjacent Coils in Dynamic Wireless Power Transfer Systems
[NO] 1323/1869 | Conformal Phased-Array Antenna Design for Enhanced LEO-to-GEO Inter-Satellite Communications
[NO] 1324/1869 | Integrated Sensing and Covert Communications with RIS Adaptive and Non-Adaptive Modes
[NO] 1325/1869 | Feistel-PUF: Sequential Obfuscation-Based Machine Learning Attack Resistant Physical Unclonable Function for IoT Device Security Authentication
[NO] 1326/1869 | Open/Closed-Loop Active Learning for Data-Driven Predictive Control
[NO] 1327/1869 | Robust Secret Image Sharing Against Malicious Shadow Images by Reusing Polynomial Coefficients with Hash Function
[NO] 1328/1869 | Angle Estimation of Retrodirective Cross-Eye Jammer Based on Joint-Transmit-and-Receive-Beam Synthesis and Complex-Monopulse-Ratio Vector
[NO] 1329/1869 | Energy Efficiency Maximization in Recycling Wireless Powered Underground Sensor Networks
[NO] 1330/1869 | Title Page I
[NO] 1331/1869 | 2025 World Engineering Education Forum - Global Engineering Deans Council (WEEF-GEDC)
[NO] 1332/1869 | Deep Learning Techniques for Text-based Emotional Response Generation: A Systematic Review
[NO] 1333/1869 | Outage Probability Analysis of RIS-Assisted UAV Communications with Direct Link and ISI
[NO] 1334/1869 | DRL-Based Optimization for FSO-based UAV Systems With XP-HARQ and Adaptive Rate/Power Control
[NO] 1335/1869 | On Developing Explainable AI Evaluation Metrics for Image Classification using Borda Count and Multiple Correlation Techniques
[NO] 1336/1869 | Evaluation of Virtual Simulation Teaching Methods based on Knowledge Graphs
[NO] 1337/1869 | Applications of Deep Learning in Personalized Recommendation of Aesthetic Education Courses for College Students
[NO] 1338/1869 | AIGC-Assisted "Teaching According to Aptitude" and "Personalized Learning": A Design Approach Based on Large Language Models
[NO] 1339/1869 | QSeer: A Quantum-Inspired Graph Neural Network for Parameter Initialization in Quantum Approximate Optimization Algorithm Circuits
[NO] 1340/1869 | Quantum Boltzmann Machines Using Parallel Annealing for Medical Image Classification
[YES] 1341/1869 | CleanQRL: Lightweight Single-File Implementations of Quantum Reinforcement Learning Algorithms
[YES] 1342/1869 | Quantum Circuit Optimization for the Fault-Tolerance Era: Do We Have to Start from Scratch?
[NO] 1343/1869 | Harnessing IoT and Sensor Fusion for Fatigue Risk Mitigation in Trucking
[NO] 1344/1869 | Multi-Scale Feature Adaptive Fusion: Unsupervised Monocular Depth Estimation Based on Dynamic Network
[NO] 1345/1869 | XR-STNet: Xception Recurrent-based Swin Transformer Model for Gastric Cancer Detection
[NO] 1346/1869 | Towards Quantum Machine Learning for Malicious Code Analysis
[NO] 1347/1869 | Dynamic Decision Support Framework for Smart Home Security
[NO] 1348/1869 | Hybrid Quantum-Classical Transfer Learning Model for Credit Risk Assessment with Reduced Quantum Overhead and Enhanced Minority Class Prediction
[NO] 1349/1869 | Applications of Pattern Recognition and Computer Vision in Smart Grid Data Management Using Machine Learning
[NO] 1350/1869 | Connectivity-Aware Synthesis of Quantum Algorithms
[NO] 1351/1869 | SDN-Based Entanglement Routing Strategy in Smart Power Grids Using Reinforcement Learning
[NO] 1352/1869 | Optical Communication in the Mirror of Radio Technology: Analogies, Challenges and Teaching Concepts for Emerging Information Technology in Transport Systems
[NO] 1353/1869 | Machine Learning-Driven Analysis for Parkinson’s Disease Detection Through Vocal Feature
[NO] 1354/1869 | GUIDE - GNN based Unified Incident Detection for Microservices Application Deployments
[NO] 1355/1869 | Prediction of Heart Disease Through Machine Learning Approach
[NO] 1356/1869 | A Review of Current Research in Automatic Fetal Brain Segmentation from MRI Using Deep Learning
[NO] 1357/1869 | Quantum Paths: A Quantum Walk Approach
[NO] 1358/1869 | Reliability Analysis of &lt;1 MHz Frequency-Dependent TDDB Lifetime in High-k/Metal Gate MOSFETs
[NO] 1359/1869 | Cutreg: a Loss Regularizer for Enhancing the Scalability of Qml Via Adaptive Circuit Cutting
[NO] 1360/1869 | The Multi-Modal Anomaly Detection Method for Microservices Based on VGAE-Transformer
[NO] 1361/1869 | Enhancing the Trainability of Variational Quantum Circuits with Regularization Strategies
[NO] 1362/1869 | Automatic Configuration Protocols for Optical Quantum Networks
[NO] 1363/1869 | Tailored Quantum Device Calibration with Statistical Model Checking
[NO] 1364/1869 | Improved Tumor Segmentation and Classification in Breast Histopathology using Modified U-Net and Novel Self-Supervised Learning Techniques
[NO] 1365/1869 | Dopant Analysis of SiC EPI Structure with Electrical Atomic Force Microscopy
[NO] 1366/1869 | Probabilistic Trajectory GOSPA: A Metric for Uncertainty-Aware Multi-Object Tracking Performance Evaluation
[NO] 1367/1869 | AI-Augmented Data Privacy Risk Assessment Framework for Smart Governance Applications
[NO] 1368/1869 | Analyzing Technology Ecosystem Business Models: A Predictive Modelling Approach
[NO] 1369/1869 | New Key Rate Bound for High-Dimensional BB84 with Multiple Basis Measurements
[NO] 1370/1869 | Method for Efficient GPU Light Field Content Generation Based on Diffusion Model
[NO] 1371/1869 | Visible Photonic Component Development for Trapped-Ion Quantum Computing
[NO] 1372/1869 | Weaknesses of the ANEES and New Calibration Measures for Multivariate Predictions
[NO] 1373/1869 | An Affordable AI-Driven Adaptive Learning Framework for Rural Indian Schools
[NO] 1374/1869 | Dynamic Solutions for Hybrid Quantum-HPC Resource Allocation
[NO] 1375/1869 | Residue Number System (RNS) Based Distributed Quantum Multiplication
[NO] 1376/1869 | Parametric Analysis using Pearson Heat Map on Ultrasonic Welding of PMMA Polymer Deployed for Structural Applications
[NO] 1377/1869 | Towards X-Ueq: User-Driven Development of Experience Questionnaire
[NO] 1378/1869 | Smart Kidney Health Analyzer using CT Imaging and Symptom Insights
[NO] 1379/1869 | Model Predictive Integrated Control for Six-DOF Unmanned Aerial Vehicles
[NO] 1380/1869 | Search Space Partition Using an Ising Machine for Capacitated Vehicle Routing Problem
[NO] 1381/1869 | Entanglement Routing Over Networks With Time Multiplexed Repeaters
[NO] 1382/1869 | Safety Assessment of 3D Generation Models in AR/VR Applications
[NO] 1383/1869 | Construction and Application of Data Resource System of College Smart Classroom
[NO] 1384/1869 | Research Status and Prospects of “Artificial Intelligence in Education” in China: Visualization Analysis Based on CiteSpace
[NO] 1385/1869 | Artificial Intelligence Empowers Learning—Exploration of Student-centered Personalized Learning Paths
[NO] 1386/1869 | Research on the design and application of MOOC-based blended teaching mode for animation majors
[NO] 1387/1869 | Research on the Application of Artificial Intelligence in Higher Education——A Co-word Analysis Based on Vosviewer and Citespace
[NO] 1388/1869 | Freely assembled multifunctional acoustofluidic devices based on flexible printed circuit boards
[NO] 1389/1869 | Doctoral Symposium Keynote: ISSREW 2025
[NO] 1390/1869 | 2025 IEEE International Conference on Contemporary Computing and Communications (InC4)
[NO] 1391/1869 | Executive Committee
[NO] 1392/1869 | The NQCCs UK Quantum Hackathon : Developing the UK Quantum Computing Workforce and user Community
[NO] 1393/1869 | Poster Submission - Generation of Long-Range Entanglement Enhanced by Error Detection
[NO] 1394/1869 | LeanDL-HPC 2025 Organization
[NO] 1395/1869 | Enabling High-Impact Quantum Public Engagement, Through A UK-Wide Collaboration
[NO] 1396/1869 | Message from the Chairs: 2025 IEEE Quantum Science and Engineering Education Conference
[NO] 1397/1869 | Copyright and Reprint Permissions
[NO] 1398/1869 | ASSURE Workshop Committee: ISSREW 2025
[NO] 1399/1869 | Rethinking Fluid Antennas for ISAC: A Systematic Review and a Novel Air-Ground Collaborative Framework
[NO] 1400/1869 | High Gate Reliability and Breakdown Voltage p-GaN HEMTs Based on Post-Annealing-Free Oxygen Plasma Treatment
[YES] 1401/1869 | Agent-Q: Fine-Tuning Large Language Models for Quantum Circuit Generation and Optimization
[NO] 1402/1869 | An Efficient Way of Detecting Stress by Using PPG Signals Data
[NO] 1403/1869 | Next-Gen Health Monitoring: Personalized Insights with Passive Sensing
[NO] 1404/1869 | Creative and Arts-Based Practices to Engage Young Girls in STEM - Preliminary Insights from a Qualitative Study
[NO] 1405/1869 | Learning to Learn With Quantum Optimization Via Quantum Neural Networks
[NO] 1406/1869 | AgroPredict: Crop Yield Prediction using Logistic Regression and Random Forest
[NO] 1407/1869 | Engineering Ethics in Experimental Research: A South-South Perspective on Deliberative Strategies and Institutional Management
[NO] 1408/1869 | A Practical Framework for Assessing the Performance of Observable Estimation in Quantum Simulation
[NO] 1409/1869 | Optimizing State Preparation for Variational Quantum Regression on NISQ Hardware
[NO] 1410/1869 | LEP-QNN: Loan Eligibility Prediction Using Quantum Neural Networks
[NO] 1411/1869 | Trade-Off Between Communication Rounds and Local Rounds in Federated Learning
[NO] 1412/1869 | Quantum-Enhanced Nature-Inspired Scheme for Secure Energy-Aware Routing in IoT WSNs
[NO] 1413/1869 | Secure IoT Voting System with Fingerprint Authentication and Real-Time Monitoring
[NO] 1414/1869 | Federated Learning with Channel Forecasting and DenseNet-based Model Optimization for 6G-Enabled Pervasive Applications
[NO] 1415/1869 | Confidence Analysis with Recognised Text of Viva Responses using RoBERTa and Stacking Classifier
[NO] 1416/1869 | A Federated Learning Approach with Spiking Neurons and Clustering for Smart Meter Data
[NO] 1417/1869 | Empowering AI-Driven Entrepreneurship: The Synergistic Role of Machine Learning
[NO] 1418/1869 | Methodology for Analyzing Competency-Based Learning: An Approach Based on Active Methods and Artificial Intelligence
[NO] 1419/1869 | Speech-to-Text Forced Alignment Benchmark
[NO] 1420/1869 | Benchmarking Adaptive Genetic Pulse-Level Optimization on Standard Quantum Algorithms
[NO] 1421/1869 | Real-Time Hand Gesture Recognition using CNNs for Intuitive Vehicle Control
[NO] 1422/1869 | Personalized Educational Video Recommendations in Cyber Physical Systems for Children
[NO] 1423/1869 | Clique Detection Using Symmetry-Restricted Quantum Circuits
[NO] 1424/1869 | A Framework for Data Classification Integrating Autoencoder and Granular Computing
[NO] 1425/1869 | Building Student Understanding of Quantum Information Science and Engineering Through Projects on Applications to Medical Technologies
[NO] 1426/1869 | Compiler Design for Hardware Specific Decomposition Optimizations, Tailored to Diamond NV Centers
[NO] 1427/1869 | Avoiding Convergence Stagnation in a Quantum Circuit Evolutionary Framework Through an Adaptive Cost Function
[YES] 1428/1869 | Diagnosis Analysis of AXI Logic Build in Self-Test Failure on SoC Product
[NO] 1429/1869 | Transforming Lung Cancer Diagnosis and Therapy with AI and Deep Learning: Current Insights and Future Prospects
[NO] 1430/1869 | High Output SoC-Based Ion Shuttling Waveform Generator Using Cubic Splines
[NO] 1431/1869 | Game-based Power Allocation in Wireless Networked Control Systems
[NO] 1432/1869 | Enhancing Quantum Software Development Process with Experiment Tracking
[NO] 1433/1869 | AdaptCV: Semantic-Aware Resume Optimizer for Improved ATS Compatibility
[NO] 1434/1869 | Analysis of the Development Model of Peking University College of Engineering: A Study Based on Diffusible Innovation Experience
[NO] 1435/1869 | Post-Exploitation Unveiled: Analyzing RAT Behaviors in a Realistically Simulated Enterprise Network
[NO] 1436/1869 | Optimizing Compilation for Distributed Quantum Computing via Clustering and Annealing
[NO] 1437/1869 | A Quantum Annealing Approach to $k$-NN
[NO] 1438/1869 | LogWF: Anomaly Detection for Distributed Systems Based on Log Workflow Mining
[NO] 1439/1869 | Pharma Supply Chain Management
[NO] 1440/1869 | Real-Time Air Handwriting Recognition Using Dynamic Gesture Segmentation and Deep Learning: A Novel Framework for Human-Computer Interaction
[NO] 1441/1869 | Research on Mobile Robot Path Planning Using an Improved ABC Integrating Multiple Search Strategies
[NO] 1442/1869 | Byzantine-Resilient Federated Learning: Evaluating MPC Approaches
[NO] 1443/1869 | The Future of Smart Grids: Revolutionizing Energy Distribution with Advanced IoT, and Renewable Integration
[NO] 1444/1869 | Failure Analysis of High-Voltage SiC MOSFETs with Manufacturing Defects Related to Fabrication Processes
[NO] 1445/1869 | RT-V2V: Real-Time Vehicle-to-Vehicle Communication for Traffic Alert Broadcasting Using GPCR
[NO] 1446/1869 | Integrating Reconfigurable Accelerators with Quantum Computing
[NO] 1447/1869 | Rethinking Variable-Length Encoding: Exploiting Bit Sparsity for Parallel Decoding in LLM Accelerators
[NO] 1448/1869 | Leveraging Symmetry in GR(1) Synthesis
[NO] 1449/1869 | Knowledge Mapping of Immersive Learning Research: A Visual Analysis
[NO] 1450/1869 | Research of teachers and students on environmental education from primary school with machine learning analysis - A case study in Sichuan-Chongqing, China
[NO] 1451/1869 | Evaluating Cloud and On-Premises Hosting Solutions: A Comparative Study for the Azerbaijani Market
[NO] 1452/1869 | Committees
[NO] 1453/1869 | Improvement and Practice of the Test Method for Chip Pulling Test of Flip Chips
[NO] 1454/1869 | Copyright Page
[NO] 1455/1869 | Table of Contents
[NO] 1456/1869 | Transfer Learning-Enabled System for Drone Medicine Delivery Based on Spatio-Temporal Remote Sensing Data in Edge Cloud Networks
[NO] 1457/1869 | Fractional Domain Waveform Design for Covert Downlink Communication with Signal Overlay in Integrated Satellite-Terrestrial Networks
[NO] 1458/1869 | Kurtosis-Based Spectral Index Guided Adaptive Speed Estimation for Bearing Fault Diagnosis Under Nonstationary Conditions
[NO] 1459/1869 | Iterative Neural Rollback Chase-Pyndiah Decoding
[NO] 1460/1869 | Hybrid Demodulation Scheme-Enabled Beamforming Design for Integrated Sensing and Communication Systems
[NO] 1461/1869 | SEV-Field: ACrop Field Extraction Framework for High-Resolution Imagery via Semantic Segmentation and Boundary Connection
[NO] 1462/1869 | A New Hyperchaotic Map Based on Discrete Second-Order Memristor: Dynamics Analysis, Encryption Application, and DSP Implementation
[NO] 1463/1869 | Copyright Page
[NO] 1464/1869 | LightTR+: A Lightweight Incremental Framework for Federated Trajectory Recovery
[NO] 1465/1869 | Fast Weighted Transforms for Linear Convolution
[NO] 1466/1869 | Modelling the Differential Dermal Potential using Finite Difference model based Kalman Filter
[NO] 1467/1869 | Digital Technology-Driven Innovation in Ideological and Political Education: An Evaluation Framework Integrating Knowledge, Attitude, and Practice
[NO] 1468/1869 | Human-Centric Smart Energy Optimization and Automation System
[NO] 1469/1869 | On Selecting Paths for End-to-End Entanglement Creation in Quantum Networks
[NO] 1470/1869 | An Innovative Liver Tumor Diagnosis Framework with Generative AI and Trans-Cascaded Unet++
[NO] 1471/1869 | ViT-ResNet Assessment of Breast Density from MRI
[NO] 1472/1869 | Design and Implementation of a Secure Blockchain-based E-Voting Architecture with Zero-Knowledge Proofs and Smart Contracts
[NO] 1473/1869 | LoRa-Driven Deep Learning System for Real-Time CNC Machine Monitoring and Predictive Maintenance
[NO] 1474/1869 | Leveraging Attention U-Net in Generative Adversarial Networks for Satellite to Map Image Translation
[NO] 1475/1869 | Educational Cyber-Physical System for Future Engineering Education
[NO] 1476/1869 | Safe Path Planning via Multi-Objective Distributional Reinforcement Learning
[NO] 1477/1869 | A Spatial-Physics Informed Model for 3D Spiral Sample Scanned by SQUID Microscopy
[NO] 1478/1869 | Integrated Computer Vision and Robotic Control System with KUKA IIWA Manipulator: A ROS2-PyBullet Framework
[NO] 1479/1869 | Digital Twin of a Mecanum Mobile Robot in ROS-Gazebo
[NO] 1480/1869 | Transforming Engineering Education with Competitive Programming, Gamified Learning, and AI-Driven Innovation
[NO] 1481/1869 | Quantifying the Gap Between FPGA and ASIC Implementations of a Surface Code Decoder
[NO] 1482/1869 | Evaluating Collaboration Competencies in Real-World Industry Settings: A Case Study
[NO] 1483/1869 | A Comprehensive Review of Infant Cry Audio Signal Analysis and Recognition using Machine Learning Approaches
[NO] 1484/1869 | Novel Framework for Event-Based Video Compression Preserving Event Characteristics
[NO] 1485/1869 | Smart Assistive Stick with GPS and Heart Rate Monitoring
[NO] 1486/1869 | Quantum Time Capsules
[NO] 1487/1869 | Contextual Feature Extraction from User Reviews for Electric Car Recommendation using BERT
[NO] 1488/1869 | Transfer Learning LinkNet with SegNet for Waste Sorting
[YES] 1489/1869 | A Method for Enhancing Invocation Capabilities in Tool Calling with LLM-as-a-Judge System
[NO] 1490/1869 | Efficient and Safe Planner for Automated Driving on Ramps Considering Unsatisfication
[NO] 1491/1869 | Research on Cell Image Segmentation Algorithm Based on Improved U-Net Model
[NO] 1492/1869 | Quantum Kernel Anomaly Detection Using AR-Derived Features from Non-Contact Acoustic Monitoring for Smart Manufacturing
[NO] 1493/1869 | Digital Currency and Blockchain
[NO] 1494/1869 | Gesture Sign Translator using CNN
[NO] 1495/1869 | Heart Rate Forecasting Using Ultra-Wideband Radar with Sequence-to-Sequence Model
[NO] 1496/1869 | Benefit for the Probing Pad Preparation Using Green/UV Laser
[NO] 1497/1869 | A Proposal for Multilevel Mathematics Curriculum Innovation Using Interactive Unity Simulations
[NO] 1498/1869 | Extended Poster Abstract: Graph Matching Trotterization for CTQW Circuit Simulation
[NO] 1499/1869 | Software Reliability Forecasting Using Anomalies in Profiles of Resource Usage
[NO] 1500/1869 | Green Sphere – Automatic Plant Watering System with ML Integration
[NO] 1501/1869 | Predicting the Impact of Parameter Adjustments on Cellular Networks
[NO] 1502/1869 | Evaluating pVSQA for Large-Sized Constrained Optimization on Quantum Simulator
[NO] 1503/1869 | A Knowledge-Driven Graph Network For Traffic Flow Prediction
[NO] 1504/1869 | Prediction of Brain Tumor Disease using Machine Learning
[NO] 1505/1869 | AnemiaX: A Predictive Intelligence Model for Hematological Health
[NO] 1506/1869 | A Discussion on UDU Kalman Filters and Measurement Underweighting
[NO] 1507/1869 | A Web-based Intelligent Framework for Early Facial Melanoma Detection using Deep Learning
[NO] 1508/1869 | Metriq-Gym: Unified Benchmarking Framework for Quantum Computers
[NO] 1509/1869 | Potential of Distributed Circuits for Mitigating Quantum Image Noise
[NO] 1510/1869 | Federated Deep Learning for Privacy Preserving Diagnosis of Skin Diseases using Mobile Devices
[NO] 1511/1869 | Enhancing Professional Development for Educators and Students: Strategies for Future-Ready Learning
[NO] 1512/1869 | Engineering Ethics in Experimental Research: A South-South Perspective on Deliberative Strategies and Institutional Management
[NO] 1513/1869 | Fundamentals of Caching Layered Data objects
[NO] 1514/1869 | Lower Bounds for the Communication Costs of Distributing Quantum Fourier Transform on Clique Networks
[NO] 1515/1869 | Transformative Learning in Engineering: Insights from Active Learning Workshops
[NO] 1516/1869 | Real-Time Aerial Image Deblurring and Detection with a Lightweight Ghost Module
[NO] 1517/1869 | Enhancing Robustness in Coverless Image Steganography with Diffusion Models
[NO] 1518/1869 | A New Hybrid Quantum-Classical Algorithm for Solving the Unit Commitment Problem
[NO] 1519/1869 | 6G-DTauth: Distributed Token-Based Authentication for Resilient 6G Networks with LEO Satellites
[NO] 1520/1869 | Assessing the Influence of Global Cross-Cultural Collaboration in Capstone Design Projects on Engineering Education
[NO] 1521/1869 | Implementing Credit Risk Analysis with Quantum Singular Value Transformation
[NO] 1522/1869 | Analyzing Student Engagement in Online Learning: A Clickstream-based Approach to Measuring Cognitive Presence
[NO] 1523/1869 | Secure and Efficient Urban Parking Solution: A Blockchain-Integrated Smart Parking Management System
[NO] 1524/1869 | CluE: Cluster, Sample &amp; Eliminate - Bayesian Block Elimination for Pure-Exploration with Non-binary Rewards and Limited Budget
[NO] 1525/1869 | Open Failure Localization of Advanced Packaging by Terahertz Time Domain Reflectometer
[NO] 1526/1869 | Efficient Fine-tuning of Large Models under 4GB VRAM with Power-saving Strategies
[NO] 1527/1869 | Balancing Efficiency and Accuracy in Intrusion Detection: Systematic Feature Reduction with PCA and SHAP
[NO] 1528/1869 | PDF Extraction Chatbot using Transformers
[NO] 1529/1869 | Koopman-Based Control for Constant Power Loads
[NO] 1530/1869 | Deep Learning-Based Inverse Design of Electromagnetic Metamaterials
[NO] 1531/1869 | Performance and Sensitivity of Replicator Dynamics in the Optimization of Interconnected Microgrids
[NO] 1532/1869 | Higher-Order Portfolio Optimization with Quantum Approximate Optimization Algorithm
[NO] 1533/1869 | A Quantitative Research on the Key Influencing Factors of Pre-Service Teachers' Digital Literacy Based on K-Means Algorithm
[NO] 1534/1869 | When Vision Fails: Text Attacks Against ViT and OCR
[NO] 1535/1869 | Exploring the role of errors in programming learning
[NO] 1536/1869 | LD3DGS-SLAM: Long-Distance Monocular SLAM with 3D Gaussian Splatting and GNSS-Aided Localization for UAVs
[NO] 1537/1869 | Relative Entropy-based Training of Quantum Neural Networks
[NO] 1538/1869 | Lightweight and Efficient Authentication Scheme for Secure Intra/Inter-Domain Communications in the Internet of Drones
[NO] 1539/1869 | Design Optimization of a Spoke-Type Permanent Magnet Motor for Torque Performance Improvement
[NO] 1540/1869 | Distributed Privacy-Preserving Reinforcement Learning via Sparse Matrix Encryption for IoT
[NO] 1541/1869 | 2025 IEEE 32nd International Symposium on the Physical and Failure Analysis of Integrated Circuits (IPFA)
[NO] 1542/1869 | The complete weight distribution of a family of irreducible cyclic codes of dimension two
[NO] 1543/1869 | PerCE: Hierarchical Perturbation-Based Counterfactual Explanations for Multivariate Time Series Classification
[YES] 1544/1869 | CO2 (Co-Compliance Officer): An LLM-based Ontology-Driven Methodology for Generating Knowledge Graphs and AI Compliance Checking
[NO] 1545/1869 | Message from Workshop Co-Chairs ISSREW 2025
[NO] 1546/1869 | Workshops Program
[NO] 1547/1869 | Spatial Hierarchical Protein-Protein Interaction Site Prediction Using Squeeze-and-Excitation Capsule Networks
[NO] 1548/1869 | Insider's Guide to Advocating for K-12 Quantum Science
[NO] 1549/1869 | Application of Data Mining Algorithms in Adaptive Learning Models for English Teaching
[NO] 1550/1869 | Research on Topic Concentration in Elementary Students' Compositions Using NLP Techniques
[NO] 1551/1869 | Research on Teaching Methodologies for Key Computational Techniques in Medical Signal Processing: A Case-Driven Medical-Engineering Integration Approach
[NO] 1552/1869 | Construction and Practice of Project-Based Teaching in Surgical Nursing Based on Artificial Intelligence
[NO] 1553/1869 | AI cognitive differences and the evolution of learning behaviors from an interdiscipli-nary perspective: a data-driven study based on a survey of AI literacy among college students
[NO] 1554/1869 | The construction of a global communication mechanism for Shaanxi's traditional festival culture driven by the two-wheel drive of “foreign language + AI”
[NO] 1555/1869 | A Comprehensive Review of Students' Wellbeing in Engineering Education
[NO] 1556/1869 | A Quantum Approach for Optimal Transient Control in Network-Based Epidemic Models
