[2026-01-17 09:09:56] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-01-16
正在获取论文...
[IEEE] 2026-1-16 | Resilient Control Design for EV Fast Charging Unit Consisting of Multiple SAB Converter Modules
[NO] 214/538 | Preparation and Properties of High Performance MgB
                    <sub>2</sub>
                    /Ni Superconducting Wire with Improved Internal Magnesium Diffusion Process
[NO] 215/538 | Grid-Forming Inverters Review: Control, Stability, and the Next Stage with Artificial Intelligence and Digital Twins
[NO] 216/538 | Global and Local Piecewise Fuzzy Control: A Design for Semilinear Time-Fractional Parabolic Partial Differential Equation Systems
[NO] 217/538 | Design and Experimental Validation of a 112-Element Cross-Helix Array for Retrodirective Wireless Power Transmission
[NO] 218/538 | Isolating Interference Factors for Robust Cloth-Changing Person Re-Identification
[NO] 219/538 | Image Super-Resolution using Hierarchical Cross-Scale Self-Similarity_supp1-3654442.pdf
[NO] 220/538 | Joint Semantic Information Extraction and Resource Allocation in User-Centric Semantic Communication Networks
[NO] 221/538 | Optimizing Facial Authentication: A Dual-Purpose System for Attendance Monitoring and Smart Doorlock Using FaceNet
[NO] 222/538 | 2025 Reviewers List
                    <sup>*</sup>
[NO] 223/538 | Confidence-Based Batch Ordering in Continual Learning: A Curriculum Learning Approach for Single-Cell RNA Sequencing Data
[NO] 224/538 | Multi-Year Evaluation and Enhancement of a Questionnaire-Based Assessment Approach in Engineering Laboratory Instruction
[NO] 225/538 | Deep-Learning and SIRV-Based Dual-Domain Speckle Suppression for PolSAR Imagery
[NO] 226/538 | Adaptive Barrier Function Based Predefined-Time Sliding Mode Control for PMSM With Disturbance Suppression
[NO] 227/538 | Integrated AI and 6G Driven e-Health: A Trifecta for Smart Healthcare
[NO] 228/538 | Mamba-enhanced Background Suppression Diffusion Model for Hyperspectral Anomaly Detection
[NO] 229/538 | Digital Twin Enabled Automated Pin Defect Detection System for Aviation Electrical Connectors Using Structure-Aware Point Cloud
[NO] 230/538 | Toward Safe Integration of UAM in Terminal Airspace: UAM Route Feasibility Assessment Using Probabilistic Aircraft Trajectory Prediction
[NO] 231/538 | Final design and first performance tests on short-length prototypes of the Green Superconducting Line for the Italian facility IRIS
[NO] 232/538 | Explaining Diabetes Prediction Under Oversampling Strategies: A SHAP Based Comparative Study of SMOTE and ADASYN
[NO] 233/538 | Cycle-Skipping Technique based on Sigma-Delta Modulation for Power Regulation in Modular SRC-DCX
[NO] 234/538 | EPICS-Based Network Performance Analysis for DECY-13 Cyclotron Vacuum Monitoring
[NO] 235/538 | Numerical Modeling of Electron Acceleration in Ionospheric Plasma Taking Into Account Collisions in the Langmuir Turbulence Layer
[NO] 236/538 | An Information Interaction Method for Autonomous Train Operation Protection Based on Detection and Communication Integrated Microwave Photonic Radar
[NO] 237/538 | Performance Analysis of Cross-Platform Mobile Frameworks: A Case Study on an AI Chatbot for Academic Regulation Services
[NO] 238/538 | Industrial inspection system based on multi-modal data fusion
[NO] 239/538 | Polarization and Frequency Selective Surface-Based Wideband Transmit-Reflect-Array Antenna
[NO] 240/538 | Satellite Selection for In-Band Coexistence of Dense LEO Networks
[NO] 241/538 | Acoustic Monitoring for Estimating Lung Deposition in Dry Powder Inhalers
[NO] 242/538 | TEDFuse: Task-Driven Equivariant Consistency Decomposition Network for Multi-Modal Image Fusion
[NO] 243/538 | Secrecy Performance Analysis of RIS-Aided Wireless Systems over Correlated Extended $\alpha$-$\eta$-$\mathcal {F}$ Composite Fading Channels
[NO] 244/538 | Horizontally and Circularly Polarized Omnidirectional Filtering Dielectric Resonator Antenna
[NO] 245/538 | Sentiment Analysis of Comments From X Towards Climate Change Using CNN Model
[NO] 246/538 | A Mixed Dual-Branch Network for Detecting Cervical Spondylotic Myelopathy and Parkinsonian Syndromes via Gait Analysis
[NO] 247/538 | Enhancing estimation performance of winter wheat chlorophyll fluorescence parameter Fv/Fm by fusing spectral, textural and physiological features
[NO] 248/538 | IEEE ComSoc Publications
[NO] 249/538 | Extended Target Adaptive Beamforming for ISAC: A Perspective of Predictive Error Ellipse
[YES] 250/538 | Resource-Efficient Personal Large Language Models Fine-Tuning with Collaborative Edge Computing
[NO] 251/538 | Numerical and Experimental Study on Mixed Use of Implantable Pulse Generator for AIMDs Under 1.5T MRI
[NO] 252/538 | A Hybrid Snapshot Architecture Using Firestore and Google Cloud Storage for Medical Reporting Optimization
[YES] 253/538 | Refactoring for Sustainable Maintainability: A SonarQube-Based Case Study on a Campus Canteen Application
[NO] 254/538 | A Unified Method for Suppressing Both Zero-Se-quence and Intra-Phase Circulating Currents in Two-Parallel Three-Phase Power Converters
[NO] 255/538 | 2025 Index IEEE Electrification Magazine
[NO] 256/538 | Design and Optimization of Fractional-Turn Transformer With Low Core Loss and Profile
[NO] 257/538 | Convergence- and Quality-Controlled Model Resolution Adjustment for Accelerated Multi-Fidelity Design of Antenna Structures
[NO] 258/538 | ReVISit 2: A Full Experiment Life Cycle User Study Framework
[NO] 259/538 | Low-Profile Dual-Polarized Omnidirectional Antenna with Enhanced Isolation for Full-Duplex Applications
[NO] 260/538 | Particle Diffusion Matching: Random Walk Correspondence Search for the Alignment of Standard and Ultra-Widefield Fundus Images
[NO] 261/538 | Novel GNSS-INS Integration Scheme with UKF-Based Dynamic IMU Calibration and Dual-layer Design for Reliable Navigation_supp1-3654361.docx
[NO] 262/538 | Cybersecurity Issues and Challenges in Internet of Energy (IoE)—Part 1
[NO] 263/538 | Real Time Phase Transition Sensor Based on Latent Heat Driven FBG for Sub-Millimeter Ice Accretion Monitoring
[NO] 264/538 | Exploiting Multi-wavelength Pulse Transit Time to Improve the Calibration of RGB-camera based SpO
                    <sub>2</sub>
                    Measurement
[NO] 265/538 | Transient Plane-Wave Response of a Dual-Loaded Small-Loop Antenna: A Time-Domain Approach Using Quasi-Static Thin-Wire Partial Elements
[NO] 266/538 | Development of a Patient Care Cost Prediction Model Using the Light Gradient Boosting Machine (LightGBM) Algorithm
[NO] 267/538 | A Comparative Analysis of Membership Functions for Optimizing ANFIS-Based Oyster Mushroom Production Forecasting
[NO] 268/538 | Target-Driven Ring-by-Ring Optimization of an Achromatic and Coma-Corrected Long-Wave Infrared Hybrid Metalens for Large Field of View Imaging
[NO] 269/538 | PSRONet: A Deep Reinforcement Learning-based Sensor Configuration Framework in Railway Point Machines Fault Diagnosis
[NO] 270/538 | Enhancing Battery Equivalent Circuit Model Performance through Hybrid-Domain-Informed and Current-Adaptive Parameter Identification
[NO] 271/538 | Color Correction Meets Cross-Spectral Refinement: A Distribution-Aware Diffusion for Underwater Image Restoration
[NO] 272/538 | Case-Based Mixture of Experts Recommendation with Federated and Reinforcement Learning for Bias Reduction
[NO] 273/538 | A Hybrid LBM-FVM Solver for Simulating Multiphase Multi-Component Fluids_supp1-3644004.mp4
[NO] 274/538 | Remaining Useful Life Prediction of High-Voltage DC Contactors Based on Acoustic-Electrical Signal Feature Fusion and TCN-Transformer
[NO] 275/538 | Predefined-Time Adaptive Fuzzy Distributed Optimal Output Feedback Control for Nonlinear Multiagent Systems via Reinforcement Learning
[NO] 276/538 | Resolvent-Type Data-Driven Learning of Generators for Unknown Continuous-Time Dynamical Systems
[NO] 277/538 | On-Demand Beam-Widening Reflector Antenna for a J-band Imaging Radar With Micro-Doppler Measurement Capability
[NO] 278/538 | A Clinical System for Myocardial Ischemia Detection Based on Fiber Optic Sensor
[NO] 279/538 | A Compact Avalanche Photodiode Package with Enhanced EMI Immunity
[NO] 280/538 | Ecological Autonomous Vehicular Platoon Control With Privacy-Preserving Communication Protocol
[NO] 281/538 | CBPE-Based Assignment Policy for Multiple Player Pursuit-Evasion Game by D3QN Algorithm Applied to Uncrewed Vehicles
[NO] 282/538 | Dual-Modified PDMS-Based Triboelectric Nanogenerator for Biomechanical Energy Harvesting and Deep Learning&amp;#x2013;Driven Caloric Consumption Calculation_supp2-3652703.mp4
[NO] 283/538 | SDT-SLAM: A Short-term dynamic tracking SLAM algorithm for dynamic scenes based on RGB-D Sensors
[NO] 284/538 | Design and Implementation of a Reverse Proxy Architecture for Cyber Attack Mitigation on Private Cloud: A Case Study
[NO] 285/538 | Conference Information
[NO] 286/538 | An Ensemble Graph and Series Decomposition Model for Water Level Prediction at both Real and Virtual Stations in the Yangtze River
[NO] 287/538 | Algebraic Criterion for Nonlinear Unknown Input Observability in Systems Without Control Inputs
[NO] 288/538 | A Heterogeneous Graph Reinforcement Learning Framework With Question-Aware Neighborhood Aggregation and Interoption Prompt Attention for Dynamic Flexible Job Shop Scheduling Problem_supp1-3646962.docx
[NO] 289/538 | Efficient Learning of Regularized Tyler's
                    <i>M</i>
                    -Estimator
[NO] 290/538 | IEEE Xplore Digital Library
[NO] 291/538 | CSM-SLAM: A Dynamic Visual SLAM Approach Based on Cross-Frame Semantic Matching
[NO] 292/538 | Generalized Finite-Time Variable Gain Composite ADRC for Nonlinear Systems and Its Application to Vehicle Active Suspensions
[NO] 293/538 | Enhanced Radar Fall Detection via Compressed Sensing and Deep Learning-Assisted Point Cloud Generation
[NO] 294/538 | New Attention Ensemble-Based Fault Diagnosis for Industrial Processes Under Imbalanced Finite Data
[NO] 295/538 | Graph-Based Heterogeneous Multiagent Reinforcement Learning for Distribution System Service Restoration
[NO] 296/538 | A Novel High-Gain Low-Corner-Frequency Cascode Amplifier in IZO TFTs Using a Dynamic-Biased Dual-Capacitor Bootstrap Load for Bio-Signal Sensing
[NO] 297/538 | Integrated Trajectory, Association, and Fair Resource Allocation for AoI and Energy-Aware Data Collection in Air-Ground Collaborative Networks
[NO] 298/538 | Enhancing Character Evaluation in Agile-Based Learning Through OpenAI-Powered NLP and TALL Stack Integration
[NO] 299/538 | Privacy-preserving Joint Distribution Analysis for Set-Valued Data via Local Differential Privacy
[NO] 300/538 | The Impact of SMOTE and Data Augmentation on the Performance of the EfficientNetB0 Model for Alzheimer's Classification
[NO] 301/538 | A Real-Time Energy-Efficient Monitoring and Management Framework for Sustainability of F5G-Advanced Networks
[NO] 302/538 | Robust SFC Placement In Next Generation Multi-domain IoT Networks Under Resource Demand Uncertainty
[NO] 303/538 | NIDC: General Task Backbone for Neuroimaging Analysis via Interpretable Deep Clustering
[YES] 304/538 | Toward Deployable CXL-PNM: The CMM-Ax Prototype and Software Stack
[NO] 305/538 | Front Cover
[NO] 306/538 | <i>H</i>
                    <sub>∞</sub>
                    Intermittent Sampled-Data Load Frequency Security Control of Multiarea Power Systems: Using a Switching-Time-Dependent Lyapunov Functional
[NO] 307/538 | GPS Tracking System Using Handy Talky Radios for Oil Palm Plantation Monitoring
[YES] 308/538 | SQL Injection in LLM-Generated Queries: Systematic Analysis of Detection Gaps and Security Risks
[NO] 309/538 | Parasitic Capacitance of Switching Devices and Its Application to Improve the Design Accuracy for VHF DC–DC Converters
[NO] 310/538 | B2Q-Net: Bidirectional Branch Query Network for Surgical Phase Recognition
[NO] 311/538 | LLMI3D: MLLM-based 3D Perception from a Single 2D Image
[NO] 312/538 | Physical Parameter Dependencies in Mechanical Reservoir Computing: Structural Analysis, Actuation, and Improved Processing_supp4-3649650.mp4
[NO] 313/538 | Cognitive FMCW Automotive Radar for Interference Suppression
[NO] 314/538 | From Generation to Detection: Multimodal Generative AI and the Threat of Automated Misinformation_supp1-3654905.pdf
[NO] 315/538 | Classification of Generative AI Answers Versus Human Answers on Indonesian Texts Using the TF-IDF and Support Vector Machine Methods
[NO] 316/538 | Spatiotemporal Air Quality Index (AQI) Modeling in DKI Jakarta with Hybrid LightGBM Attention
[NO] 317/538 | Semantic AI Infrastructure for Sustainable Decision Intelligence
[NO] 318/538 | Ship Target Rapid Detection and Signal Extraction in Wide-area Oceanic scenes Based on ResNet-ID42 Network for Spaceborne SAR Range-Compressed Domain Data
[NO] 319/538 | Identification of Adulteration and Brands of Packaged Mango Juices using KNN model on LDA-Reduced Hydrogel Impedance Data
[NO] 320/538 | Spectral Line Enhancement for Noise-Resilient Passive Sonar Detection using Dual-Attention Guided Wavelet domain FISTA-Net
[NO] 321/538 | Parallel Clusters: Visual Comparison of Embeddings Based on Multi-Scale Neighborhood Analysis
[NO] 322/538 | Optimizing Dependency-Aware Age of Information in STCC Systems via MADRL
[NO] 323/538 | IEEE Sensors Letters Subject Categories for Article Numbering Information
[NO] 324/538 | Toward Sustainable Edge Computing Infrastructures: A VEC-MEC-Cloud Collaborative Framework for Adaptive Resource Distribution
[NO] 325/538 | 6G for Sustainability: A Drip on the Heatplate, Small Steps with a Big Impact
[NO] 326/538 | Real-Time Gender Detection from Facial Images Using Fine-Tuned Inception V3 and MediaPipeOpenCV Pipeline
[NO] 327/538 | A Hybrid Boosting Weighted ELM–Random Forest Model for Sentiment Analysis of Academic Information System Reviews
[NO] 328/538 | Synergistic Sterilization via Dual-Wavelength LED: Reducing UV Energy and Enhancing Microbial Inactivation through Optimized Irradiation Sequencing
[NO] 329/538 | A 1-Bit Low-Profile Millimeter-Wave Antenna Array with Electronically Controlled Two-Dimensional Wide-Angle Beam Scanning
[NO] 330/538 | Building Trust in Artificial Intelligence: A Systematic Review through the Lens of Trust Theory
[NO] 331/538 | A Robust Planar-Coil Variable Reluctance-Based Angle Sensor System With PWM Output
[NO] 332/538 | Affording Balanced Ambipolar Transport by Solution-Processing Highly-Oriented and Bicontinuous Phase Structures
[NO] 333/538 | Understanding Aortic Dissection Hemodynamics: Evaluating Adapted Smoke Surfaces Against Streakline-Based Techniques_supp1-3634823.mp4
[NO] 334/538 | Towards Privacy-Preserving and Personalized Smart Homes via Tailored Small Language Models
[NO] 335/538 | Front Cover
[NO] 336/538 | Microstructural Analysis of Transmission Electron Microscope Images of YBCO Superconducting Thin Films Using Machine Learning Image Recognition
[NO] 337/538 | System-Level Demonstration of a 3D-Integrated Optical 16×16 Benes Switch
[NO] 338/538 | An Intelligent Force Sensing Method for Soft Parallel Robots in Gastrointestinal Endoscopy
[NO] 339/538 | A Multimodal Sensor-Integrated Lower Limb Exoskeleton with Digital Twin Framework for Real-Time Gait Rehabilitation
[NO] 340/538 | An Integrated Analysis of Bibliographic Trends with AIS-Based Vessel Operational Data for the Evaluation of Alternative Fuels
[NO] 341/538 | SCANNING THE LITERATURE/Edited by Xiaohua Tian
[NO] 342/538 | Gentle Manipulation of Long-Horizon Tasks Without Human Demonstrations_supp1-3653406.mp4
[NO] 343/538 | “malicious or Benign?”: Enhancing the Contribution of Model Updates in Byzantine-Robust Heterogeneous Federated Learning
[NO] 344/538 | Process Mining for Service Time Analysis of CKD Patients on BPJS Kesehatan Dataset
[NO] 345/538 | Robust Recursive Widely-Linear Diffusion Adaptive Filtering with Linear Constraint
[NO] 346/538 | Source Localization for Extremely Large-Scale Antenna Arrays under Spatial Non-Stationarity and Near-Field Effects
[NO] 347/538 | High Resolution Multi-Mode Electromagnetic Vortex Imaging Driven by the RELAX Algorithm
[NO] 348/538 | On the Computation Offloading and Privacy Preserving in Multi-UAV Networks
[NO] 349/538 | Water Soluble Flexible Substrate Based Humidity Sensor for Transient Sensing
[NO] 350/538 | Incorporating Drone into Mixed Reality for Enhanced Remote Collaboration: A User Study on Inspection Task
[NO] 351/538 | Measurement of Echocardiographic Parameters in Various Cardiac Phases: A Comparative Study of Deep Learning Models and Keypoint Representations
[NO] 352/538 | Optimization of Interaction Experience in a Smart Home Control System Based on Pose Estimation: Proposing a New Method
[NO] 353/538 | CLE-SH: Comprehensive Literal Explanation package for SHapley values by statistical validity_supp2-3654890.docx
[NO] 354/538 | Stability Boundary Evaluation Method for the Cascaded Bipolar DC Distribution System with CPLs Based on Impedance Analysis
[NO] 355/538 | Variable Switching Frequency Phase Shift Modulation for Zero-Voltage-Switching in Two-Parallel SiC Converters
[NO] 356/538 | A Predictive Encoderless Control Technique for PMSMs: Enabling Loaded Standstill Operation
[NO] 357/538 | Improved Quantitative 23Na MRI via Denoising with Multi-Channel Weighted Schatten p-Norm Minimization and Generalized Robust PCA
[NO] 358/538 | A Superior Sonar Image Reconstruction Technique Based on Enhanced Real-ESRGAN
[NO] 359/538 | RaDe-GS: Rasterizing Depth in Gaussian Splatting
[NO] 360/538 | Bandwidth-Enhanced, Flexible, Horizontally Polarized Omnidirectional Antenna for Internet of Vehicles Application
[NO] 361/538 | Model Identification and Control of Autonomous Surface Vessels: An Overview of Recent Advances and Future Perspectives
[NO] 362/538 | Pedestrian Panic Behavior Recognition Model Based on Multi-Modal Data Fusion and Experimental Analysis in Transit Hubs
[NO] 363/538 | Comparative Study of Pre-Trained Models for BISINDO Sign Language Recognition
[NO] 364/538 | Dual-Modified PDMS-Based Triboelectric Nanogenerator for Biomechanical Energy Harvesting and Deep Learning&amp;#x2013;Driven Caloric Consumption Calculation_supp1-3652703.docx
[NO] 365/538 | Ensemble Transitive Bidirectional Decoupled Self-Distillation for Time-Series Classification
[NO] 366/538 | Emission Reduction and Financing Decisions in Blockchain-Enabled Supply Chains under Cross-Level Financing
[NO] 367/538 | Modeling and Analysis of Brushless Doubly-Fed Induction Machine by Magductance
[NO] 368/538 | Fiber Laser-Type Current Sensing System Based on Pre-Biased Yttrium Iron Garnet Probe
[NO] 369/538 | Hybrid CNN–BiLSTM Architecture with FastText Embedding for Cyberbullying Classification in Indonesian Social Media
[NO] 370/538 | A Federated Learning Architecture with Weighted Aggregation for Feed Intake Analysis in Precision Livestock Systems
[NO] 371/538 | Multi-Seizure Classification Using Transformer-Based Attention Models and Pseudo-Labeling Techniques in EEG Analysis
[NO] 372/538 | Safety Analysis of Over-the-air Updates for CPS: A Contract-Driven Approach
[NO] 373/538 | Clinical Correlation of Smart IoT-Enabled Point-Of-Care wIT Jacket with Plethysmograph_supp1-3654554.docx
[NO] 374/538 | iPLAN: Redefining Indoor Wireless Network Planning Through Large Language Models
[NO] 375/538 | Smart Energy Management for Electric Vehicle: A Unified Adaptive Network Approach
[NO] 376/538 | Learning-Based Multi-View Stereo: A Survey
[NO] 377/538 | Computing-Electricity-Water Synergy-Based ExpansionPlanning of Sustainable Data Center
[NO] 378/538 | Information Capacity as a Predictor of Perception Performance
[NO] 379/538 | Contact-Implicit Optimal Planning and Iterative Learning Control for Quadrupedal Robots
[NO] 380/538 | PortaCap: Portable Volumetric Video Capturing System for Metaverse Interaction
[NO] 381/538 | Front Cover
[NO] 382/538 | First Demonstration of Human-Portable Millimeter Wave SAR Imaging with Motion-Sensor-Free Autofocus for Search and Rescue Applications
[NO] 383/538 | Time-Filtering Graph Learning with Spatial-Temporal Diffusion for Robust Blade Icing Detection
[NO] 384/538 | The 31st Annual International Conference on Moblic Computing and Netiworking (ACM MobiCOM 2025) 4-8 NoveMBER 2025, HonG Kong, CHINA
[NO] 385/538 | Wideband Circularly Polarized Quadrifilar Helix Antenna with Hemispherical Coverage
[NO] 386/538 | Assessment and Mapping of Soil Organic Carbon Stocks in Boreal Montane Forest Permafrost Region: A Case Study of Northeastern China
[NO] 387/538 | A tunable optical frequency reference module based on a volume holographic Bragg grating
[NO] 388/538 | Computer Vision for Product Identification on Retail Shelves
[NO] 389/538 | Improved Control Approaches for Dynamic Voltage Restoration in Doubly Fed Induction Generator-Based Wind Turbines
[NO] 390/538 | Boosting HDR Image Reconstruction via Semantic Knowledge Transfer
[NO] 391/538 | 2025 Index IEEE Journal of Radio Frequency Identification
[NO] 392/538 | Deepfake Audio Detection in Low-Resource Languages: A Case Study of Urdu
[NO] 393/538 | Segmentation-Free Goodness of Pronunciation
[NO] 394/538 | A Scalable Cloud-Based Framework for Adaptive Traffic Signal Control Utilizing Deep Reinforcement Learning in Urban Environments
[NO] 395/538 | Fabrication, s-SNOM characterization and in vitro testing of laser-induced periodic surface structures for dental abutment applications
[NO] 396/538 | Achievable Rate and Coding Principle for MIMO Multicarrier Systems With Cross-Domain MAMP Receiver Over Doubly Selective Channels
[NO] 397/538 | CrossRay3D: Geometry and Distribution Guidance for Efficient Multimodal 3D Detection
[NO] 398/538 | Integrated IT Risk Management Framework for a Computer Laboratory: Policy Design and Implementation
[NO] 399/538 | W-band High-gain Glass-based Substrate Integrated Cavity Antennas for Heterogeneous Integration Applications
[NO] 400/538 | On the Frequency Limits of Gradient Refractive INdex (GRIN) Media
[NO] 401/538 | A High-Performance Self-Collimation SPECT for Small Animal Imaging
[NO] 402/538 | Front Cover
[NO] 403/538 | Power Dispersion Factors of Random Pulse Position Modulations for DC/DC Converters
[NO] 404/538 | Token-Level Prompt Mixture with Parameter-Free Routing for Federated Domain Generalization
[NO] 405/538 | Exposing Disguises and Tracing Illicit Flows: Dual-View Graph Representation Learning for Money Laundering Detection
[NO] 406/538 | EROAM: Event-Based Camera Rotational Odometry and Mapping in Real-Time
[NO] 407/538 | A Novel Dynamic Localization Graph for Efficient Relative Localization
[NO] 408/538 | ADTM: An Adaptive Dual-Threshold Method for Effective Signal Extraction from ICESat-2 Without Manual Thresholding_supp1-3653948.pdf
[NO] 409/538 | IEEE Collabratec
[NO] 410/538 | 2025 Best Papers, Outstanding Associate Editors, and Outstanding Reviewers
[NO] 411/538 | Joint Optimization of UAV Trajectory and Number of Reflecting Elements for UAV-Mounted Intelligent Reflecting Surface-Assisted Data Collection in Wireless Sensor Networks under Transmission Prioritized Scheme
[NO] 412/538 | Multi-wavelength hybrid laser with side-coupled Fabry-Perot silicon nitride resonators
[NO] 413/538 | Toward Industrial Artificial Intelligence: A Discussion of Management, Technology, and Human
[NO] 414/538 | Fixed-Time Distributed Output Optimization for Heterogeneous Linear Multiagent Systems: Introducing Distributed Piecewise Protocols
[NO] 415/538 | Development of a Dynamically Conformal Clamping Inspection Robot for Overhead Power Lines Based on Infrared Strand Breakage Detection
[NO] 416/538 | Communication-Efficient Federated Learning by Exploiting Spatio-Temporal Correlations of Gradients_supp1-3654074.pdf
[NO] 417/538 | Noise Suppression in Nonstationary Signals by Integrating an Improved VMD with the Hilbert Transform
[NO] 418/538 | Eco-friendly-reduced Graphene E-textile Based Ergonomic Wearables Around-the-Neck and Behind-the-Ear for Vital Signs Monitoring
[NO] 419/538 | Masthead
[NO] 420/538 | Fairness-Aware Medical Image Analysis for Consumer Electronics under Imbalanced Data
[NO] 421/538 | Predicting Potential Returns of Indonesian IPOs on Their Listing Day Using Machine Learning Techniques
[NO] 422/538 | Noise-Tolerant Novel-View SAR Synthesis via Denoising Diffusion
[NO] 423/538 | ROSS:RObust decentralized Stochastic learning based on Shapley values_supp1-3654864.pdf
[NO] 424/538 | Evaluating the Adversarial Vulnerability of YOLOv11 for Indonesian Sign Language (BISINDO) Recognition
[NO] 425/538 | Hierarchical Constraint Fusion for Robust 3D Rigid Body Localization Using UWB Networks
[NO] 426/538 | Accurate Modeling and Experimental Validation of Phase Shift and Asymmetrical Clamped Mode Control in Series-Series WPTSs
[NO] 427/538 | MAViS: A Multi-Agent Approach for Training-Free Referring Video Object Segmentation
[NO] 428/538 | Electric Vehicle Charging Station Optimization for Intercity Travel in Java Using KNN Algorithm
[NO] 429/538 | Bidirectional GNN-Based Intrusion Detection of Malware Injection Attacks in EV Charging Stations
[NO] 430/538 | A Scalable Hydrology-Informed Monitoring System for Early Detection of Slope Failures Using IoT and ML
[NO] 431/538 | Guest Editorial Special Issue on Security and Privacy Issues in Networking in the Age of Artificial Intelligence
[NO] 432/538 | Joint Precoding and Link Scheduling for OTFS-Based Multi-Satellite Cooperative Transmission
[NO] 433/538 | Deployment Strategy for Indoor Distributed MIMO System
[NO] 434/538 | Contribution-aware Dynamic Multi-modal Balance for Audio-Visual Speech Separation
[NO] 435/538 | Network Models of Neurodegeneration: Bridging Neuronal Dynamics and Disease Progression
[NO] 436/538 | BLER and AoI Analysis of Multi-Antenna NOMA-FD Relay Systems for Short-Packet Communications
[NO] 437/538 | High-Sensitivity MEMS Fiber-Optic Acoustic Sensor with Sub-Micron Multilayer Diaphragm
[NO] 438/538 | A High Thrust-to-Weight Ratio Piezoelectric Robot Based on Magnetic Inertial Impact Mechanism
[NO] 439/538 | Breaking Radiation Symmetry via Continuous Pancharatnam–Berry Prephase for High-Gain and Compact 1-Bit Reconfigurable Transmitarray
[NO] 440/538 | Development of a Monitoring System for Forced-Flow-Cooled Superconducting Coils With Principal Component Analysis
[NO] 441/538 | Optimizing Neural Inertial Classification: A Benchmark Study of Data-Driven Techniques
[NO] 442/538 | Improving Smartphone Dynamic PPP by Adapting State and Measurement Covariance with TDCP-aided Detection and Innovations T-test
[NO] 443/538 | MMSE-based Distributed Direct Position Determination in Single-hop Sensor Networks
[YES] 444/538 | A Modular Architecture Framework for Flutter Using Clean Architecture and Design Patterns: A Software Quality Perspective
[NO] 445/538 | Multiproduct Disassembly Line Balancing With Carbon-Saving Constraints: A Discrete Whale Optimization Algorithm
[NO] 446/538 | Vision-Driven Drowsiness Detection Using Decision Trees
[NO] 447/538 | Illusory Pulling Sensation in Older Adults Is Associated with Cognitive Function Beyond Somatosensory Sensitivity
[NO] 448/538 | Degradation-Aware Real-Time Power Allocation Approach for Heterogeneous BESS
[NO] 449/538 | IEEE Sensors Letters Publication Information
[NO] 450/538 | All That Glitters Is Not Gold: RPKI’s Stumbling Speedrun To The Top
[NO] 451/538 | Application of Ensemble Classifiers with Data Balancing in Online Learning Performance Prediction Models
[NO] 452/538 | FedMIF: Fast-Generalization Image Fusion via Task-Customized Nodes Federated Learning
[NO] 453/538 | Ultra-low limit detection of sodium ions by optical fiber surface plasmon resonance with ion pair exchange
[NO] 454/538 | Chu-Limit-Guided Decomposition-Based Multiobjective Large-Scale Optimization for Generative Broadband Electrically Small Antenna Design
[NO] 455/538 | Low-Latency Event-Based Velocimetry for Quadrotor Control in a Narrow Pipe
[NO] 456/538 | The Impersistence of Memory
[NO] 457/538 | Pseudo-Labeling based Unsupervised Domain Adaptation for LLM-Based ASR
[NO] 458/538 | Concrete Achievements And Coherent Plans: Storytelling Of Roadmaps In Crypto Crowdfunding
[NO] 459/538 | Time–Frequency Analysis Methods for Analyzing Jet Characteristics of dc Arc Plasma Torch
[NO] 460/538 | Robust Optimization for Movable Antenna-Aided Cell-Free ISAC With Time Synchronization Errors
[NO] 461/538 | Learning Dual Modality Interactions for Event-based Motion Deblurring
[NO] 462/538 | IEEE Networking Letters Author Guidelines
[NO] 463/538 | 3-D Printed Millimeter-Wave Self-Diplexing Filtering Waveguide Antenna with Orthogonal Circular Polarizations
[NO] 464/538 | Trajectory Recovery: A New Setting and Benchmark for Person Re-identification
[NO] 465/538 | Broadband Filtering Patch Antenna Based on Quad-Mode Resonance With High out-of-Band Rejection Level
[NO] 466/538 | Neural Signatures and Multi-Cognitive Decoding of EEGSignals Induced by Shared Stimulus: A Paradigm Study
[NO] 467/538 | Addressing Data Limitations in Cardiovascular Disease Prediction: Integration of Public Databases and Clinical Records
[NO] 468/538 | An Electrically Small, Pattern-Reconfigurable, HCP Antenna with Quasi-Isotropic Beam Coverage for Wireless Power Transfer Enabled IoT Applications
[NO] 469/538 | Unlocking 6G Potential With OAM Empowered Integrated Sensing and Communications Enhanced by AI and Future Technologies
[NO] 470/538 | On the Asymptotic MSE-Optimality of Parametric Bayesian Channel Estimation in mmWave Systems_supp1-3654532.pdf
[NO] 471/538 | Product Distribution Management with Uncertain Returns via Mathematical Optimization: A Case Study at a Cosmetic Company
[NO] 472/538 | Fast Sphere Decoding of Short Systematic Polar-like Codes
[NO] 473/538 | Handling Class Imbalance in Health Datasets: A Comparative Study of SMOTE and SMOTEENN with TabNet
[NO] 474/538 | Innovative CNN-Based Model for Detecting Apple Plant Diseases Enhanced with Optimizer Technique
[NO] 475/538 | Optimal Allocation of Pauli Measurements for Low-rank Quantum State Tomography
[NO] 476/538 | Highly sensitive and tunable intensity-modulated chirped FBG sensor with extended measurement range
[NO] 477/538 | Optimization method based on K-WPA for multinode cooperative localization formation grouping
[NO] 478/538 | Edge-Cloud Switched Low-Carbon Image Segmentation for Autonomous Vehicles
