[2025-11-20 09:10:57] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2025-11-19
正在获取论文...
arXiv 请求失败: HTTPSConnectionPool(host='export.arxiv.org', port=443): Max retries exceeded with url: /api/query?search_query=lastUpdatedDate%3A%5B202511190000+TO+202511192359%5D&sortBy=relevance&sortOrder=descending&max_results=1000 (Caused by ReadTimeoutError("HTTPSConnectionPool(host='export.arxiv.org', port=443): Read timed out. (read timeout=20)"))
[ACM] 2025-11-19 | Towards Generalizable Deepfake Detection by Primary Region Regularization
[NO] 548/1000 | Classification of Acne Based on Facial Images Using KNN and Decision Tree
[NO] 549/1000 | Analysis of Differences in Driver Emergency Braking Behavior by Integrating EEG and EMG Signals
[NO] 550/1000 | CSI-Based Human Activity Recognition Using Low-Cost Wi-Fi Modules and Deep Neural Networks
[NO] 551/1000 | MPPT Method for PV Arrays under Partial Shading Conditions Based on an Improved PSO-FA Algorithm
[NO] 552/1000 | Voice Type Classification in Choirs Using Acoustic Analysis Techniques
[NO] 553/1000 | Unsupervised Detection of Lifestyle-Linked Anomalies in Continuous Glucose Data
[NO] 554/1000 | CMedGuider: A Smart Healthcare Assistant Empowered by the Proposed Chinese Medical Dialogue Dataset CMedConsul
[YES] 555/1000 | FedTM: Federated ASIC Technology Mapping
[NO] 556/1000 | TDNet: A Transition-Driven Network for Semantic Change Detection in Coastal Wetlands
[NO] 557/1000 | Multi-Agent Reinforcement Learning based Idle-Aware Task Offloading in Dynamic Vehicular Networks with Partial Information
[NO] 558/1000 | Exploring Vehicle Lateral Motion Limit: Neutral Steering Control for Dual-Motor All-Wheel-Drive Electric Vehicles
[NO] 559/1000 | Triple-Mode CMA-Optimized HMSIW Antenna with Dual Slits for Smart 5G IoT Platforms
[NO] 560/1000 | Prediction of DNA Methylation With Long-Range State-Space Models
[NO] 561/1000 | An Integrated Antenna Array with New Windmill-Arranged AMC Units for RCS Reduction
[NO] 562/1000 | IEEE Transactions on Systems, Man, and Cybernetics: Systems Publication Information
[NO] 563/1000 | Quantitative Analysis of Urban Heat Island and ISA Density Effects on Land Surface Temperature: A Remote Sensing Study Using Local Morphological Density Analysis and Hybrid Optimization Model
[NO] 564/1000 | Effects of Radiation Type on Charge Transport in Aged Polymers
[NO] 565/1000 | Dynamic Topology Identification and Health Assessment of Photovoltaic Station Areas Based on Graph Attention Networks
[NO] 566/1000 | Research and future prospect of ammonia as a zero-carbon energy and hydrogen energy carrier
[NO] 567/1000 | Attention-Based Encoder-Decoder Hybrid Network with Adaptive Thresholds for Critical Parameter Anomaly Detection of UAV Flight Data
[NO] 568/1000 | GPPSE: A New Periodic Pulse Signal Extraction Method for Piston Pump Rolling Bearing
[NO] 569/1000 | Research on Bearing Fault Diagnosis Technology Based on Multi-Source Data Fusion
[NO] 570/1000 | Application of an Ensemble of Linear Separators for a Universal Decision in Multiclass Classification
[NO] 571/1000 | Automatic Bone Metastasis Detection Using Yolov11
[YES] 572/1000 | ChatGPT for Computational Electrostatics: Case study of Axisymmetric Conductors and Dielectrics
[NO] 573/1000 | Anomaly Detection in Scenarios with Missing Abnormal Samples Based on Generative Flow Model and Generative Adversarial Network
[NO] 574/1000 | AI-Based Optimization of D-STATCOM Placement for Power Quality Improvement in Isolated Power Networks
[NO] 575/1000 | Low Voltage Network Reconfiguration Strategy for Mitigating the Harmonic Impact of Ev Charging Stations on Distribution Transformers in Gorontalo
[NO] 576/1000 | Research on fault prediction of distribution network operation based on machine learning
[NO] 577/1000 | Mathematical modeling in the joint Russian-American Apollo-Soyuz project
[NO] 578/1000 | Replacing YOLOv8n with YOLOv12n in Greenhouse Automation: A Post-Thesis Evaluation Using the Unified Detection Score (UDS)
[NO] 579/1000 | Acoustic Emission-Driven Change Point Detection in Composite Joints Based on Markov Chain Monte Carlo
[NO] 580/1000 | Gearbox Fault Diagnosis Based on Multi - Source Information Fusion
[NO] 581/1000 | Dynamic Characterization of Complex Spalling Scenarios of Bearing Outer Ring
[NO] 582/1000 | Temperature Sensitivity Optimization for Dynamic Threshold Voltage-based Junction Temperature Estimation in SiC MOSFETs
[NO] 583/1000 | Eco-friendly CZTSSe solar cells with exceeding 31% efficiency through numerical investigation
[NO] 584/1000 | Evaluating DSP Techniques on Arduino and Raspberry Pi for Structural Vibration Analysis
[NO] 585/1000 | Applications of Digital Twin and Related Technologies in Nuclear Power: A Bibliometric and Visual Analysis
[NO] 586/1000 | A Condition-Based Maintenance Logical Decision-Making Method Considering the Consequences of Failures
[NO] 587/1000 | Multi-Level Feature Absorption Network for Fault Detection in Power Lines Under Low-Illumination Conditions
[NO] 588/1000 | Simulation and Experimental Study on Thermal-Electrical Characteristics of Flexible Thermoelectric Generator
[NO] 589/1000 | An Adapted Cat and Mouse Based Optimizer for Solving the Capacitated Vehicle Routing Problem
[NO] 590/1000 | Blockchain-Enabled Secure Digital Image Ownership and Verification: A Novel Approach to Prevent NFT Fraud and Duplicate Images
[NO] 591/1000 | Distributed Secondary Control for AC Microgrids with Dynamic Performance Enhancement
[NO] 592/1000 | An energy-efficient torque optimization strategy with field weakening for a state feedback controller with synchronous reluctance motor drive
[NO] 593/1000 | Body composition analysis in runners using bioimpedance technique
[NO] 594/1000 | Photoacoustic Triaxial Force Sensing via Integrated Polymer Waveguides for Ultra-Compact Robotic Surgical Instruments
[NO] 595/1000 | Gain-Switching-Induced Pulse Bursts Generation in a Hybrid-Pumped Fiber Ring Cavity
[NO] 596/1000 | Recent Advances and Innovative Approaches to Railway Safety based on Applications, Sensors and Algorithms: A Systematic Review
[NO] 597/1000 | LODESTAR: Degeneracy-Aware LiDAR-Inertial Odometry with Adaptive Schmidt-Kalman Filter and Data Exploitation
[NO] 598/1000 | Identifying social bots via heterogeneous motifs based on Naïve Bayes model
[NO] 599/1000 | LRFNet: Learning Light Field Reconstruction via a Large Receptive Field Network
[NO] 600/1000 | MORA: A Multi-Task Offloading and Resource Allocation Algorithm in Dispersed Computing Vehicular Networks
[NO] 601/1000 | Quantum Reinforcement Learning for Volt-VAR Control in Power Distribution Systems
[NO] 602/1000 | GS-Loc: A Vision Foundation Model-Driven 3D Gaussian Splatting Framework for Robust Visual Relocalization
[NO] 603/1000 | Half Title Page
[NO] 604/1000 | A Deep Reinforcement Learning-Based UAV Trajectory Planning Method for Generalizable Radar Phantom Track Generation
[NO] 605/1000 | DPANet: Domain Pyramid Attention Network for Domain Generalization on Medical Image Segmentation in Connected Health
[NO] 606/1000 | A Series of Structural Head Loop Bottleneck Attention in Fault Diagnosis for Pumping Unit
[NO] 607/1000 | Seasonal Segmentation and Life Moment Prediction in Financial Services: A K-means and SVM-Based Approach
[NO] 608/1000 | A Dynamic Particle Swarm Optimization Approach for Identifying Control Parameters of Virtual Synchronous Generators
[NO] 609/1000 | Novel Three-Layer Sub-Harmonic Vernier Machine
[NO] 610/1000 | Anomaly Detection via Heterogeneous Graph Attention Network for Space-Based Cloud Service Platform
[NO] 611/1000 | Method for Fast Ship Positioning using Space-Borne AIS with Twin Antennas
[NO] 612/1000 | Optimization and Reliability Verification of IGBT Driver Based on Gate-Boosting Technology
[NO] 613/1000 | Quantitative Relationship Model of Wear Particles in Different Particle Size Classes and Failure Warning Method
[NO] 614/1000 | Intelligent identification of load characteristics and power supply control strategies based on deep learning
[NO] 615/1000 | Short Circuit Resistance Calculation During Thermal Abuse Process
[NO] 616/1000 | An Integrated Learning-Based Ai Mobile Platform for Autonomous Navigation and Hazardous Fire Intelligence
[NO] 617/1000 | MFCI-Net: A Multi-Scale Feature Extraction Interaction Network for Enhanced Remote Sensing Object Detection
[NO] 618/1000 | Modern Data Stack Demystified: A Strategic Framework for Scalable Adoption
[NO] 619/1000 | Construction of power plant flue gas emission prediction model based on machine learning
[NO] 620/1000 | Development of Drifting Data Logger With Solar Power for Long-Term Observation
[NO] 621/1000 | Sentiment Analysis of Twitter Data Related to HIV/AIDS Using CNN-BiGRU Algorithm Optimized with Genetic Algorithm Optimization
[NO] 622/1000 | Two-input three-level boost converter
[NO] 623/1000 | Modeling and Mechanism Analysis of Rotor Support Misalignment Fault
[NO] 624/1000 | Next-Generation Condition Monitoring: Digital Twin in RUL Predictive Maintenance for Main Bearings of Semi-Direct Drive
[NO] 625/1000 | Vision-Based Learning for Cyberattack Detection in Blockchain Smart Contracts and Transactions
[NO] 626/1000 | Home Compatible Labs Concept in Erasmus+ Conn’Cor Project
[NO] 627/1000 | Modulated MPC With Current Injection for Voltage Stabilization in Low-Capacitance DC Links
[NO] 628/1000 | Application of Asymmetrical Waffle Iron Filters in Dielectric Resonator Filter to Resolve Technological Issues at Higher Microwave and Millimeter Wave Frequencies
[NO] 629/1000 | Enhancing Short-Term Electricity Load Prediction via CNN-BiGRU and Autoformer Integration
[NO] 630/1000 | Study on Loading Method for Bench Testing of Wheeled Vehicle Transmission Systems
[NO] 631/1000 | Intelligent Fault Diagnosis for Train Bogie Based on Multi-Scale Residual Attention
[NO] 632/1000 | A Stochastic Model for the Bike-sharing Repositioning Problem
[NO] 633/1000 | Revealing Hidden Dynamics: The Caputo Derivative’s Influence on Vesicle Behavior
[NO] 634/1000 | Data-Driven Voltage Stability Margin Search: Neural Network Criterion and Particle Swarm Cooperative Optimization
[NO] 635/1000 | Review for "Strip-ViTAE: A Direction-Aware Transformer with Enhanced Feature Modeling for Remote Sensing Image Object Detection"
[NO] 636/1000 | Quantifying Network Dissimilarity via Augmented Networks_supp1-3634079.pdf
[NO] 637/1000 | Longitudinal and Lateral Synthesize Tracking Strategy for Connected Vehicle Platoon with Cyber Attacks
[NO] 638/1000 | A Flexible Dual-Mode and Efficient RISC-V Coprocessor for On-Node FFT Acceleration in Edge Sensing
[NO] 639/1000 | Large-Signal Stability Analysis of Power Amplifiers Under Mismatch Conditions Based on Structured Singular Values Computation
[NO] 640/1000 | EnT 2025 Copyright Page
[NO] 641/1000 | Back Cover
[NO] 642/1000 | CPERE 2025 Forward
[NO] 643/1000 | Neural Representation for Wireless Radiation Field Reconstruction: A 3D Gaussian Splatting Approach
[NO] 644/1000 | The Impact of E-learning Ability on Students’ Academic Performance: using Regression Analysis
[NO] 645/1000 | D-DOSA:DPU-Based Dataflow Offloading and Sparse Allreduce Framework for Distributed Training
[NO] 646/1000 | Predictor Feedback Control of Discrete-Time Systems With Multiple State Delays and Distinct Input Delays
[NO] 647/1000 | Strategic Patenting and Technological Evolution in Energy Utilization and Recovery_supp1-3633877.docx
[NO] 648/1000 | Explainable End-to-End Seizure Prediction via Stationary Wavelet Transform-Driven Dynamic Multiscale Fuzzy Clustering
[NO] 649/1000 | GPT Agent-Supported Edge Intelligence for Optimizing D2D Communications
[NO] 650/1000 | Channel Prediction in the Time-Frequency-Angle Domain
[NO] 651/1000 | Federated Learning for Phishing Detection and Protection in Wearable Health Networks
[NO] 652/1000 | Cf-Yolo: Cross-Modal Fusion for Weakly Aligned Rgb-Ir Uav Object Detection
[NO] 653/1000 | Poverty and Inequalities in Mauritania : Regional Raning Using the Fyzzy TOPSIS Method
[NO] 654/1000 | Restoring Weather-Degraded Vision with Dual-Decomposed Multi-Scale Parallel Transformer
[NO] 655/1000 | A Novel ASCON ECB with 64-Bit Block Size for Energy-Harvesting Beat Sensors
[NO] 656/1000 | Capacitive Wireless Power Transfer to Multiple Loads Using Repeaters
[NO] 657/1000 | Analysis of Naive Bayes and Support Vector Machine to Classify Thesis Based on Sustainable Development Goals
[NO] 658/1000 | Multi-Region Energy System Coordination Optimization Considering Rural Scenarios
[NO] 659/1000 | Low Speed High Torque Motor Low Speed Stability Test System
[NO] 660/1000 | Long-Term Traffic Forecasting With the Informer Model: Insights From Taiwan's Section
[NO] 661/1000 | Sliding-Based Surface Material Recognition Using Flexible Magnetic Cilia Sensor for Intelligent Maintenance
[NO] 662/1000 | HCT-Net: Hybrid CNN-Transformer U-Net for Joint Segmentation of Multiple Retinal Structures
[NO] 663/1000 | AI-Driven Drilling in Mining: Systematic Review of Smart Technologies, Challenges, and Pathways to Sustainable Automation
[NO] 664/1000 | Fault Sample Generation Method for Industrial Processes with a Limited Number of Samples
[NO] 665/1000 | Investigation of Torque Ripple Reduction in Vehicle Motors through Permanent Magnet Biasing
[NO] 666/1000 | Two-bit Side Channel Attack Resistant Register in 350 nm CMOS Technology
[NO] 667/1000 | Dynamic QoS-Based Optimization Algorithms for MEC-Assisted Vehicular Networks
[NO] 668/1000 | Heat exchanger structure Optimization of Vehicle thermoelectric Power Generation System Based on RSM and NSGA-II
[NO] 669/1000 | A Multimodal Depression Diagnosis Model Inspired by Traditional Chinese Medicine’s Observation and Inquiry
[NO] 670/1000 | Predicting industrial accident causes from text descriptions: a Machine Learning-Based approach
[NO] 671/1000 | Digital Twin-Driven Framework for Dynamic Modeling and Signal Generation for Rolling Bearing Fault Diagnosis
[NO] 672/1000 | DPT Circuit Design and Implementation for SiC MOSFET Characterization
[NO] 673/1000 | A GAN-Based Knowledge Distillation Framework for Robust Defect Detection on PCBs in Low-Light Conditions
[NO] 674/1000 | Structuring Ethical and Scalable Data Systems: Operational Models from Telecom, Healthcare, and Supply Chain
[NO] 675/1000 | Implementing Machine Learning models in a Kubernetes cluster for a smart monitoring system
[NO] 676/1000 | A Study on the Effect of Sunlight Spectrum Led for Saffron Growth
[NO] 677/1000 | Doubly-Fed Wind Turbine Nacelle Acoustic Vibration Fusion Monitoring and Fault Diagnosis
[NO] 678/1000 | A CNN-BiLSTM-Based Evaluation Model for Steady-State Bearing Fault Diagnosis Method
[NO] 679/1000 | Design for Manufacturing and Measurements of a 1:3 Scale Wideband HF Antenna
[NO] 680/1000 | Research on Intelligent Coordinated AVC Control of Primary and Distribution Networks Based on Reinforcement Learning
[NO] 681/1000 | A Prompt-Driven Industrial Large Model for Intelligent Operation and Maintenance of High-End Equipment
[NO] 682/1000 | Application of Damping in SAR Antenna Support Structure to Control Response at Vibration Test
[NO] 683/1000 | Economic benefit analysis of the integrated hydrogen energy system park under optimized operation
[NO] 684/1000 | Adaptive Control of Rail Pressure in High-Pressure Common Rail System Based on RBF-LADRC
[NO] 685/1000 | TELSIKS 2025 Cover Page
[NO] 686/1000 | Crop Classification with Multi-Frequency Multi-Temporal Polarimetric and Interferometric SAR Data
[NO] 687/1000 | Exploring the Need for Haptic Feedback and Improved Communication in Robotic-Assisted Surgery: A Surgeon-Centered Survey_supp1-3633553.xlsx
[NO] 688/1000 | Performance Analysis of OFDM-OAM Communications with Delay-Line Feeding Networks
[NO] 689/1000 | CPERE 2025 Index
[NO] 690/1000 | TELSIKS 2025 Cover Page
[NO] 691/1000 | Multimodal Cognitive Load Estimation with Radio Frequency Sensing and Pupillometry in Complex Auditory Environments
[NO] 692/1000 | Shared-Aperture Dual Circularly Polarized Phased Array Antenna with Small Frequency Ratio for Satellite-Assisted IoT Communications
[NO] 693/1000 | FAASTRACKER: Efficient Cross-Layer Provenance Tracking of Serverless Applications with Multi-Source Correlation
[NO] 694/1000 | ICEIOM 2025 Cover Page
[NO] 695/1000 | ASAP-ML: Antibiotic Susceptibility and Antibiogram Prediction with Machine Learning Methods_supp1-3634090.pdf
[NO] 696/1000 | AffectNet+: A Database for Enhancing Facial Expression Recognition With Soft-Labels
[NO] 697/1000 | Low-Latency DFE Error Propagation Correction and Partial-Response Filter-based Threshold Estimation for High-Speed Wireline Receivers
[NO] 698/1000 | Multi-objective optimization of DC microgrids under stability constraints
[NO] 699/1000 | Bayesian Deep Learning for Remaining Useful Life Estimation via Stein Variational Gradient Descent
[NO] 700/1000 | Ultra-Tightly Coupled GNSS/INS/Vision Integrated System for Centimeter-Level Vehicle Positioning in Challenging Environments
[NO] 701/1000 | Adaptive Optimal Prescribed Performance Tracking Solutions for Multiplayer Systems With Error Constraints
[NO] 702/1000 | Direct Routing Solution for Microsoft Teams Calling Service (PoC)
[NO] 703/1000 | A Feature Enhancement Method for Microphone Array Signals Based on Wavelet Domain Polynomial Eigenvalue Decomposition
[NO] 704/1000 | Double-Path Residual Network with Attention Mechanism and Bidirectional Gated Recurrent Unit and its Application in Planetary Gear Fault Classification
[NO] 705/1000 | Imitation Learning-Based Mobile Robot Navigation Using Semantic Segmentation and Depth Estimation
[NO] 706/1000 | Nudge Driven Decision Suite
[NO] 707/1000 | Study on Diabetes Screening Algorithm Based on PKIBlock Multi-Scale Convolution Combined with MobileVIT
[NO] 708/1000 | Low-Light Face Recognition: A Systematic Literature Review
[NO] 709/1000 | Paramtetric Analysis of Ice purity in a freezing based preatement for Reverse Osmosis Desalination
[NO] 710/1000 | Stochastic Portfolio Optimization and Market Behavior: A Comparative Study of Islamic and Developed Equity Indices
[NO] 711/1000 | Architecture, Engineering, and Artificial Intelligence in Agricultural Technology
[NO] 712/1000 | AI as a source of increased danger (risk to loss life)
[NO] 713/1000 | AI Assistants and the Transformation of Scientific Authorship: A Comparative Analysis of Regulatory Approaches
[NO] 714/1000 | Design and Implement of a Network Log Analysis System for Intelligent Operations and Maintenance
[NO] 715/1000 | Research on Transient Stability Critical Clearing Time Assessment and Correction Control Based on Bayesian optimization LightGBM
[NO] 716/1000 | Quantification of Human Postural Positions During Work Based on the Data from the IMU Sensor
[NO] 717/1000 | Proposal of Pulse Wave Extraction Method Based on Pulse Wave Selection Method Using Adaptively Computed Higher-Order Statistics
[NO] 718/1000 | Generating Transmission Line Fault Waveforms Using an Improved Conditional GAN
[NO] 719/1000 | Optimal Design of Hybrid Wind/Fuel Cell Microgrid Using Starfish Optimization Algorithm
[NO] 720/1000 | LEASGgram: An Adaptive Detection Method of Locomotive Bearing Repetitive Transient Impulses with Automatic Frequency Band Segmentation
[NO] 721/1000 | Automated, Interpretable and Efficient ML Models for Real-World Lightpaths’ Quality of Transmission Estimation
[NO] 722/1000 | Collision-free Circular Formation Control for Nonholonomic Vehicles under Obstacle Occlusion with Relative Measurement
[NO] 723/1000 | An RF Energy Harvesting Scheme Based on Phase-Gradient Metasurface and Hybrid Dipole–Dielectric Resonator Antenna
[NO] 724/1000 | Gradient-Based Co-Design of Nonlinear Optimal Regulators With Stability Guarantee
[NO] 725/1000 | Learning to Detect Sleep Micro-Events from Coarse Sleep Stage Annotations
[NO] 726/1000 | CWPS: Efficient Channel-Wise Parameter Sharing for Knowledge Transfer
[NO] 727/1000 | An Adaptive Optimization Regulation Method for Neutron Spectrum Based on Reinforcement Learning
[NO] 728/1000 | OwnershipTracker: a Visual Analytics Approach to Uncovering Historical Book Ownership Patterns
[NO] 729/1000 | Design of Wideband Real-time Decimation Filter for Spectrum Analysis in 20GSPS Mixed Domain Oscilloscope
[NO] 730/1000 | Co-Optimization Technology for Nonlinear Behavior Consistency and Efficiency/Linearity of Power Amplifiers
[NO] 731/1000 | Restoring-free Transposable eDRAM-based Computing-In-Memory System for SNN On-chip Unsupervised STDP Learning
[NO] 732/1000 | ICOA 2025 Cover Page
[NO] 733/1000 | Imitation Learning for Multiobjective Optimization&amp;#x2014;AlphaMOEA_supp1-3630825.pdf
[NO] 734/1000 | Federated Learning-Enabled Digital Twins for Privacy-Preserving Cardiovascular Disease Detection in Consumer Electronics
[NO] 735/1000 | CPERE 2025 Contributor Page
[NO] 736/1000 | Vehicle and Human Classifications Based on FMCW Radar Using Point Cloud Data with a PointCNN Approach
[NO] 737/1000 | Parameter Sensitivity Analysis of Dynamic Response of Vibration Receiving Structure of Encased Differential Planetary Train
[NO] 738/1000 | Disentangled Cycle-Translation Framework for Medical Image Anomaly Detection
[NO] 739/1000 | Extraction of Microvibration Signals from Ultra-High Voltage Transformer Structure Based on Fast Template Matching Technique
[NO] 740/1000 | Modular Multilevel Converter Submodule Protection Scheme Based on Pulse Signal Accumulation Values
[NO] 741/1000 | Machine Learning-Based Classification of SSVEP at 40Hz Induced by Diverse Optical Parameters
[NO] 742/1000 | A Data Segmentation Method for Airborne Bistatic SAR Based on Spatial Variability Analysis
[NO] 743/1000 | From Engineering Electromagnetics to Electromagnetic Engineering
[NO] 744/1000 | Fault Diagnosis Method for Harmonic Reducer Based on Federated Prototype Domain Adaptation
[NO] 745/1000 | An Electromagnetic Induction Sensor with Load-Bearing and Structural Crack Monitoring Capabilities
[NO] 746/1000 | Four Port Converter for Electric Vehicle Charging Stations
[NO] 747/1000 | Analysis of Space Configuration of the Same Orbit on Positioning Performance in Bistatic SAR Satellites
[NO] 748/1000 | Research and Application of Multi-dimensional Data Statistical Analysis Method for Multi-energy Complementary Integrated Dispatching System
[NO] 749/1000 | Innovative design of frequency reconfigurable antenna using metaheuristic algorithms based on neural networks
[NO] 750/1000 | 3D Landmarks and Dynamic Emotions for Classroom Engagement Analysis: A Unified GNN-Transformer Model with FLAME Blendshapes
[NO] 751/1000 | An Analysis of Powertrain Efficiency Using a Two-Level and a Three-Level Inverter
[NO] 752/1000 | Optimizing Inter-Provincial Power Transmission Efficiency Scheduling Strategies under Triple-Market Dynamics: An NSGA-II-Based Model Integrating Electricity, Carbon, and Green Certificate Policies
[NO] 753/1000 | Design and Analysis of Harmonic Tag with RF Energy Harvesting Circuit
[NO] 754/1000 | Research on Sensor Fault Isolation Method for Transmission Systems Based on Convolutional Autoencoder
[NO] 755/1000 | Detection of Auricular Reflex Zones with MultiResUNet-DPDA
[NO] 756/1000 | Physics-Informed Neural Networks for Pharmacodynamic Compartment Models of Animal Cell Culture
[NO] 757/1000 | A Design of Moving Target Imaging Technology for Distributed SAR with Geosynchronous Illuminator
[NO] 758/1000 | Design of a Superconducting Sector Dipole Magnet for the High Rigidity Spectrometer at the Facility for Rare Isotope Beams
[NO] 759/1000 | Solving At-Least Sequence Constraints in Nurse Rostering Problem Using SAT
[NO] 760/1000 | Advanced Multi-Waveform KA-Band Lightweight Multi-Rotor UAV SAR System
[NO] 761/1000 | Research and Development of Power Communication Resource Management System Based on Big Data Mining Technology
[NO] 762/1000 | Causal Inference-Based Fault Diagnosis and Abnormal Degradation Detection for Aero-Engine
[NO] 763/1000 | Bifurcation-Based Phase Control for Constant-Frequency Operation of a Capacitive Wireless Power Transfer System with Two Receivers
[NO] 764/1000 | Mass Imbalance Identification of Wind Turbine Blades Based on Information Fusion of Tower and Main Shaft Vibration Signals
[NO] 765/1000 | Research on Data Mining and Analysis of Hydropower Station Monitoring Based on Intelligent System
[NO] 766/1000 | A Matching Method for Unmanned Aerial Vehicle Images and Spaceborne Images Based on LightGlue
[NO] 767/1000 | MAST: A Multi-Scale Adaptive Swin Transformer for Enhanced Fetal Heart Disease Classification
[NO] 768/1000 | Standardized Virtual Power Plant Dispatch Method for Central Air Conditioning Systems Based on Thermal Modeling
[NO] 769/1000 | A Rolling Bearing Fault Diagnosis Method Based on Multi-scale Feature Extraction and Transfer Learning
[NO] 770/1000 | Transaction Processing in Blockchain Sharding: Current Trends and Future Research Directions
[NO] 771/1000 | A classification framework for concealed weapon detection using sub-terahertz images: LSTM-based optimized deep neural network
[NO] 772/1000 | Data-driven Control Optimization on Frequency Response for Fast and Precise Motion of Flexible Joint Robots
[NO] 773/1000 | TELSIKS 2025 Committees
[YES] 774/1000 | AI with Attentive Intelligence (AI
                    <sup>2</sup>
                    ) – Enabling Physical Monitoring Without Physical Boundaries
[NO] 775/1000 | Post-Quantum Traceable Anonymous Cross-Domain Authentication for Blockchain-based IoT
[NO] 776/1000 | MADDPG-Based Resource Allocation for Integrated Communication, Sensing and Computing in UAV-Assisted IoV Networks
[NO] 777/1000 | Noninvasive Measurement of Radial Artery Pulse Wave and Arterial Stiffness Evaluation Based on Portable Device_supp1-3629871.pdf
[NO] 778/1000 | Thank You for Your Authorship
[NO] 779/1000 | Identify As A Human Does: A Pathfinder of Next-Generation Anti-Cheat Framework for First-Person Shooter Games
[NO] 780/1000 | On-Device Intent Reasoning for Smart Home Agents via Ontology-Augmented sLLMs
[NO] 781/1000 | 2025 International Conference on Equipment Intelligent Operation and Maintenance (ICEIOM)
[NO] 782/1000 | A 3-mm
                    <sup>2</sup>
                    , Multi-Data-Rate, Low-Power IR-UWB Transmitter With On-Chip Antenna for Distributed, Free-Floating Neural Implants
[NO] 783/1000 | Human-in-The-Loop Adaptive Fault-Tolerant Control for Quadrotor UAVs in Distributed Formation With Fast Finite-Time Convergence
[NO] 784/1000 | GDRNet: A deep learning framework for dynamic sliding window determination and improved prediction accuracy in online IIoT systems
[NO] 785/1000 | Testing Methods for Ultra-High Altitude Environmental Adaptability of Power Transmission and Transformation Sensing Terminals
[NO] 786/1000 | Research on RUL Prediction Method of Lithium-ion Battery Based on EIS
[NO] 787/1000 | Combining ARDL and Tree-based Machine Learning Methods to Assess the Impact of Exchange Rate Volatility on Moroccan Foreign Trade
[NO] 788/1000 | Spectral Characterstics of Active Wide-Band Acoustic Emission Signals for Lithium-Ion Battery Monitoring
[NO] 789/1000 | Simulation research on transmission line sag high-precision monitoring system based on millimeter-wave radar
[NO] 790/1000 | Imputing Missing Values Using a Machine Learning Model Approach for Flood Prediction
[NO] 791/1000 | Capacity configuration of zero-carbon hydrogen metallurgy system coupled with underground salt cavern hydrogen storage
[NO] 792/1000 | Comparative Study of Battery Back-up Units (BBUs) Configurations for Data Centers
[NO] 793/1000 | Precoded Stbc With Beamforming for Secure Next-Generation Networks
[NO] 794/1000 | Optimization of FSAE Vehicle Dimensional Parameters Based on Three-Degree-Of-Freedom Double-Track Model and Optimal Control
[NO] 795/1000 | Intrusion Detection for Smart City Security by Boosting Algorithms Optimized by Metaheuristics Algorithm
[NO] 796/1000 | An LLM-Agent and Knowledge Graph–Integrated Framework for Collaborative Optimization of Hydropower Maintenance Resources Scheduling
[NO] 797/1000 | Testing Different Models for Brain Tissue Segmentation on ISBR18 Dataset
[NO] 798/1000 | Advanced Machine Learning for Optical Network Fault Detection: A Comprehensive Benchmarking Review of Performance, Generalizability, Innovation, and Real-World Applicability
[NO] 799/1000 | Research on Global Optimization Scheduling Strategy for Virtual Power Plants Based on Cloud-Edge Collaboration
[NO] 800/1000 | Structural Optimization and Verification of a Permanent Magnet Dynamic Vibration Absorber Based on Gradient Descent Method
[NO] 801/1000 | Experimental Analysis of RV Reducer Angular Contact Ball Bearing Failure Based on Different Preload Conditions
[NO] 802/1000 | Research on the Joint Satellite-Ground Mission Planning Method of D-InSAR Satellite
[NO] 803/1000 | Design of Controllable Ceramic Sealing Ring Structure
[NO] 804/1000 | Research on Thresholds for Power Quality Indicator Early Warning Based on Load Forecasting and Composite Weighting
[NO] 805/1000 | A Single-stage Single-phase Five-level Common Ground Inverter with Boosting Ability and CCM Operation
[NO] 806/1000 | Effect of Titanium Mesh Cranioplasty on Magnetic Field Distribution from Mobile Phone within the User’s Head
[NO] 807/1000 | Lotus: A Hybrid Cross-Chain Framework for Privacy-Preserving Digital Identity
[NO] 808/1000 | A Method for Improving the Short-Circuit Ratio of New Energy Stations Based on Virtual Synchronous Control
[NO] 809/1000 | Domain-Generalized Prognostics of Rotating Machinery via Multi-Task Foundation Model with Sparse Experts
[NO] 810/1000 | Introducing Energy Efficient Routing in UAV-Satellite NTNs for Dynamic 6G Interconnectivity
[NO] 811/1000 | PLEX: Perturbation-free Local Explanations for LLM-Based Text Classification
[NO] 812/1000 | Expressive Keypoints for Skeleton-based Action Recognition via Progressive Skeleton Evolution
[NO] 813/1000 | ICOA 2025 Authors Index
[NO] 814/1000 | 2025 19th International Conference on Complex Medical Engineering (CME)
[NO] 815/1000 | Frequency-Aware B-Line and Pleural Line Analysis in Lung Ultrasound Videos
[NO] 816/1000 | Secure and Privacy-Preserving Multi-Source Optimization for UAV-Assisted Intelligent Transportation Systems
[NO] 817/1000 | Artificial Intelligence Development and Sharing Policy in An Agriculture Platform with Self-Built Farm_supp1-3634269.pdf
[NO] 818/1000 | Noise-Robust Generative Hashing for Cross-Modal Retrieval
