[2025-12-25 09:12:47] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2025-12-24
正在获取论文...
[arXiv] 2025-12-24 | UniPR-3D: Towards Universal Visual Place Recognition with Visual Geometry Grounded Transformer
[NO] 976/1489 | YOLOv8-Based River Pollution Detection Using VTOL Fixed-Wing UAVs: A Real-Time Object Detection Framework
[NO] 977/1489 | A Parallel PPO-Based Federated Transfer Reinforcement Learning Method for Multiple Home Energy Management via Cross-Domain Adaption
[NO] 978/1489 | SDAD: Structured Semantic Disentanglement and Attention Diffusion for Open-Vocabulary Grasping_supp1-3647137.mp4
[NO] 979/1489 | PriDFL: Computation-optimized Secure Aggregation with Byzantine-resilient in Decentralized Federated Learning_supp1-3646726.pdf
[NO] 980/1489 | Selective Mapping-Aided CE-OFDM: A Robust Waveform Against Phase Wrapping for IoT Networks
[NO] 981/1489 | Minimum-Cost Charger Deployment for Long-Running Multitask Applications in Large-Scale Sensor Networks
[NO] 982/1489 | Title Page iii
[NO] 983/1489 | ICMT 2025 Committees
[NO] 984/1489 | AIPIP 2025 TOC
[NO] 985/1489 | Development of a Preclinical PET Scanner With DOI Capabilities Using Semi-Monolithic Detectors
[NO] 986/1489 | Offline Multi-Agent Reinforcement Learning for 6G Communications: Fundamentals, Applications and Future Directions
[NO] 987/1489 | KAFL-HD: Knowledge Alignment in Asynchronous Federated Learning With Heterogeneous Data
[NO] 988/1489 | Wavelength-Tunable Cascade Raman Lasing beyond 2 Microns in a Tellurite Microresonator
[NO] 989/1489 | Seamless Inverter Control for Clean Voltage in Standalone and Clean Current in Grid-Connected
[NO] 990/1489 | Consistent Identification for FIR Systems With Multilevel Quantized Observations Subjected to Data Tampering Attacks: A Joint Estimation Approach
[NO] 991/1489 | Class-Domain Incremental Segmentation for Remote Sensing Images
[NO] 992/1489 | Conan: Secure and Reliable Machine Learning Inference against Malicious Service Providers
[NO] 993/1489 | EMC Personality Profile
[NO] 994/1489 | A Customer-Focused Resilience Enhancement Planning Framework in Distribution Systems Through a Leader-Follower Approach
[NO] 995/1489 | Improving the Accuracy of DC Optimal Power Flow Formulations Via Parameter Optimization
[NO] 996/1489 | Out of Core and Adaptive Image Blending Approach for Large Scale Image Mosaics
[NO] 997/1489 | FPGA-Based Feedback Deadbeat Speed Control for PMSM Drives Considering Mechanical Resonance
[NO] 998/1489 | A Fast-Transient Current-Mode Buck Converter with Transient Assistance Circuit
[NO] 999/1489 | Machine Learning Classification to Detect Bots Using Mouse Movement
[NO] 1000/1489 | Mulit-scale enhancing local and global features for point cloud completion network
[NO] 1001/1489 | Self-Similar Traffic Prediction Algorithm Based on Neural Networks
[NO] 1002/1489 | A Low-Power Consumption Image Classification Model for Abnormal States in Water Supply Stations Based on Progressive Hierarchical Inference
[NO] 1003/1489 | Automation of Selection of Countermeasures to Threats to Information Security of an Information Technology Object
[NO] 1004/1489 | Portable 3D Scanning Technologies for Flight Ground Support: A Literature Review
[NO] 1005/1489 | Review of a Historical Timeline and Evolution of Sustainable Aviation Fuel Development
[NO] 1006/1489 | From Image to Immersion: AI-Assisted Texture Transfer for 3D Environment Creation in the Metaverse
[NO] 1007/1489 | Privacy Attitudes and Data-Sharing Behaviors in AI Interactions: A Correlation and Factor Analysis Approach
[NO] 1008/1489 | Editorial Betting on Dual-Use Technology: How AI and Marketing Rewires Modern Gambling
[NO] 1009/1489 | Development and Validation of the High Accuracy 60 m by 30 m EMC Antenna Calibration Site
[NO] 1010/1489 | A Hierarchical Hard Negative Sampling Strategy for Robust Out-of-Distribution Object Detection
[NO] 1011/1489 | Research on salt deposition degradation of COGAG based on distributed simulation
[NO] 1012/1489 | Zero Trust Architecture for Ransomware Defense in Virtualized Environment
[YES] 1013/1489 | Simplicity by Obfuscation: Evaluating LLM-Driven Code Transformation with Semantic Elasticity
[YES] 1014/1489 | Improved Labeling of Security Defects in Code Review by Active Learning with LLMs
[NO] 1015/1489 | Small Models, Big Tasks: An Exploratory Empirical Study on Small Language Models for Function Calling
[NO] 1016/1489 | Critical Considerations on Effort-aware Software Defect Prediction Metrics
[NO] 1017/1489 | Empirical Fault Patterns for Mutation Testing
[NO] 1018/1489 | Hierarchical deep learning framework for continuous, state-aware visual glitch detection in games
[YES] 1019/1489 | An Anatomy of 488 Faults from Defects4J Based on the Control- and Data-Flow Graph Representations of Programs
[NO] 1020/1489 | A neural network based on convolutional attention filter for small area alignment mark.
[NO] 1021/1489 | Privacy-Preserving Speaker Verification in End-to-End Encrypted Chats: A Feasibility Study
[NO] 1022/1489 | Optimization of Daylighting in Fitness Centers Using Building Enclosures Based on Enhanced Genetic Algorithms
[NO] 1023/1489 | Stress-Minimized Oral Temperature Measurement in Pigs Using Custom-Developed Water-Supply Device
[NO] 1024/1489 | Hierarchical Placement Strategy for Grid-Forming Energy Storage Considering Multi-Timescale Stability Enhancement
[NO] 1025/1489 | Enabling University Mental Health Monitoring Through 6G Edge-Cloud IoT Environmental Perception Frameworks
[NO] 1026/1489 | FRFSL: Feature Reconstruction based Cross-Domain Few-Shot Learning for Coastal Wetland Hyperspectral Image Classification
[NO] 1027/1489 | Table of Contents
[NO] 1028/1489 | L2CU: Learning To Complement Unseen Users
[NO] 1029/1489 | A Novel Framework for Scalable and Low-Complexity Wi-Fi RTT Positioning for IoT Devices
[NO] 1030/1489 | Accelerating Surrogate Modeling for Electromagnetic Device Using Active Learning
[NO] 1031/1489 | AdaLiteNet: A Channel-Adaptive Lightweight Neural Network for Symbol Detection in Dynamic Wireless Channels
[NO] 1032/1489 | CGR-NPU: A Hybrid CGRA and NPU Architecture for Adaptive Neural Computing Workloads
[NO] 1033/1489 | ALKAID: Accelerating Three-Party Boolean Circuits by Mixing Correlations and Redundancy
[NO] 1034/1489 | NTAD 2025 Committees
[NO] 1035/1489 | iMETA 2025 Cover Page
[NO] 1036/1489 | Iterative Differential Entropy Minimization (IDEM) Method for Fine Rigid Pairwise 3D Point Cloud Registration: A Focus on the Metric
[NO] 1037/1489 | Global Assessment of Vegetation Ozone Exposure Using a Remote Sensing-Based Index: A New Potential Reference For Critical Levels and Gross Primary Production Simulations_supp1-3647448.docx
[NO] 1038/1489 | RFI Geolocation for Elevation Multi-Channel SAR System Using Beam Modulation
[NO] 1039/1489 | AUTOMATIC RFI DETECTION, LOCATION, AND CLASSIFICATION SYSTEM IN GNSS BANDS
[NO] 1040/1489 | Visual Recognition-Assisted Precision Landing for UAVs in GPS-Degraded Environments: Approach Guidance, Backup End-Phase Recognition, and Post-Landing Verification
[NO] 1041/1489 | Application of an Enhanced PESQ Algorithm in Real-Time VoIP Speech Quality Assessment
[NO] 1042/1489 | Solar-Powered Smart Agricultural Sensing Node System with Cloud-Based Visualization
[NO] 1043/1489 | A Neural Obstacle Avoidance PD End-effector Controller for Redundant Manipulators under Joint Constraints
[NO] 1044/1489 | Quantum Soft Actor-Critic-Based Energy Management Strategy for Fuel Cell Hybrid Electric Vehicles
[NO] 1045/1489 | Securing the Metaverse and Medical MeTAI: Threat Taxonomy, Adversary Models, Risk Quantification, and a Data-Driven Defense Architecture
[NO] 1046/1489 | A Systematic Methodology for Efficient Airport 5.0 Deployment
[NO] 1047/1489 | Software Solution for Assessing the Level of Practical Knowledge of Air Traffic Controller Students
[NO] 1048/1489 | Scaling Smart: A Rigorous Framework for Selecting Optimal Layer 2 Blockchain Solutions
[NO] 1049/1489 | Routing Cross-Blockchain Communication
[NO] 1050/1489 | Coil Misalignment Analysis and Conversion Efficiency Enhancement for Bidirectional Wireless Power Transfer Systems
[NO] 1051/1489 | Winds Through Time: Interactive Data Visualization and Physicalization for Paleoclimate Communication
[NO] 1052/1489 | A Study on Vehicle Detection and Tracking Method Based on Fusion of YOLOv5s and DeepSORT
[NO] 1053/1489 | ThreMoLIA: Threat Modeling of Large Language Model-Integrated Applications
[NO] 1054/1489 | Targeted Fuzzing for Unsafe Rust Code: Leveraging Selective Instrumentation
[NO] 1055/1489 | Analyzing the Usage of Donation Platforms for PyPI Libraries
[YES] 1056/1489 | The Art of Repair: Optimizing Iterative Program Repair with Instruction-Tuned Models
[NO] 1057/1489 | Dual-Modality UAV Detection and Classification under Low-Visibility: A Synth-Real RGB–IR Dataset and Benchmark for Aerial Surveillance
[NO] 1058/1489 | Towards a Framework for Personal and Domestic Cybersecurity
[NO] 1059/1489 | An Empirical Study on Estimating Energy Consumption From Software Traces
[NO] 1060/1489 | Reflect, Reason, Rephrase (R³-Detox): An In-Context Learning Approach to Text Detoxification
[NO] 1061/1489 | Are We on the Same Page? Examining Developer Perception Alignment in Open Source Code Reviews
[NO] 1062/1489 | Toward Automated Test Generation for Dockerfiles Based on Analysis of Docker Image Layers
[NO] 1063/1489 | Understanding API Usage and Testing: An Empirical Study of C Libraries
[NO] 1064/1489 | Testing Individual Fairness in Graph Neural Networks
[NO] 1065/1489 | LLM-assisted web application functional requirements generation – A case study of four popular LLMs over a Mess Management System
[NO] 1066/1489 | BugsRepo: A Comprehensive Curated Dataset of Bug Reports, Comments and Contributors Information from Bugzilla
[YES] 1067/1489 | Do Prompt Patterns Affect Code Quality? A First Empirical Assessment of ChatGPT-Generated Code
[NO] 1068/1489 | Soft Robotic Bio-Inspired Breast Pump
[NO] 1069/1489 | Optimizing Three-Dimensional Bag Packing
[NO] 1070/1489 | Harnessing Multimodal Unlabeled Data for Enhanced Speech Emotion Recognition
[NO] 1071/1489 | Four-Leg Voltage Source Converter With Independent Phase Control for Ground Fault Compensation
[NO] 1072/1489 | Rapid Generalization of Motion Planning for Robot Manipulator Among Locally Changed Environments
[NO] 1073/1489 | Full Confinement Loss Prediction in a Novel X-Shaped PCF-SPR Cancer Biosensor
[NO] 1074/1489 | Joint Access Point Selection and Beamforming Design for Bistatic Backscatter Communication_supp1-3644332.pdf
[NO] 1075/1489 | Joint Trajectory and Beamforming Design for RIS-UAV-Assisted NOMA-ISAC System
[NO] 1076/1489 | Quantum Secure Joint Pricing Mechanism for Power Data Trading
[NO] 1077/1489 | Edge-Semantic Synergy Network with Edge-Aware Attention for Infrared Small Target Detection
[NO] 1078/1489 | Dual Prompts Aware Cross-modal Semantic Interaction and Fusion Network for Remote Sensing Image Captioning
[NO] 1079/1489 | A Comprehensive Review of Multiband Electromagnetic Metasurface Structures for Absorption and Wave Manipulation Applications
[NO] 1080/1489 | Flexible and Scalable Solutions for Electric Vehicle Routing Problems: A Hybrid Metaheuristic Framework
[NO] 1081/1489 | Incremental Causal Graph Learning for Online Cyberattack Detection in Cyber-Physical Infrastructures
[NO] 1082/1489 | Adaptive-Scale Laser Stripe Centerline Extraction for Turbine Blade Surface Reconstruction
[NO] 1083/1489 | iCAST 2025 Author Index
[NO] 1084/1489 | IFEEC 2025 Committees
[NO] 1085/1489 | Designing Spatial Architectures for Sparse Attention: STAR Accelerator via Cross-Stage Tiling
[NO] 1086/1489 | Proceedings of the 2025 Workshop on Research on Offensive and Defensive Techniques in the Context of Man At The End (MATE) Attacks
[NO] 1087/1489 | Quantum Opacity, Classical Clarity: A Hybrid Approach to Quantum Circuit Obfuscation
[NO] 1088/1489 | Improving Energy Consumption Efficiency of Boom Cylinder System Using Hydraulic Accumulator
[NO] 1089/1489 | A New Novel of Backstepping Observer Model Design and its Application for Controlling of Marine Surface Vessel
[NO] 1090/1489 | You Only Have Seven Seconds: From Intimate Whispers to Shared Worlds in Participatory Data-Driven Cinematic Art
[NO] 1091/1489 | Research on CO
                    <sub>2</sub>
                    Gas Detection Based on Mid-Infrared Light Sources
[NO] 1092/1489 | PCA-Enhanced Weighted KNN for Predicting Patient Discharge Outcomes from Nursing Assessments
[NO] 1093/1489 | Analysis of Grid-connected Dual T-type Five-Level Inverter with Talkative Power Conversions
[NO] 1094/1489 | Optimized Neural Network Model for State Estimation of Lithium-Ion Batteries
[NO] 1095/1489 | A Study on Silicon Carbide (SiC) MOSFET Model Behavior Analysis and Influence of Parasitic Capacitance on Switching Characteristics
[NO] 1096/1489 | Development of a Geometrically Summing Voltage Inverter Circuit for Water Pumps Operating in Photoelectric Systems
[NO] 1097/1489 | zkSABER: Zero-knowledge Succinct Authentication using Biometric Embedding Representation
[NO] 1098/1489 | When Can You Trust Bitcoin? Value-Dependent Block Confirmation to Determine Transaction Finality
[YES] 1099/1489 | Fast Chaincode Prototyping: a productivity IDE Plugin for Chaincode Development in Hyperledger Fabric
[NO] 1100/1489 | Comparative Analysis of Motif-Based Anomaly Detection for Humidity Monitoring in Digital Twin Systems
[NO] 1101/1489 | Co-Change Graph Entropy: A New Process Metric for Defect Prediction
[NO] 1102/1489 | Reliability-based Optimization and Robust Design of Mechanical Structures Using Cornish-Fisher Series Expansion
[NO] 1103/1489 | Development and Validation of a Frequency-based Quality Index for Contactless Respiratory Volume Analysis
[NO] 1104/1489 | Towards Accurate Partial Discharge Measurements under Impulsive Pulse Voltages for Turn-to-Turn Insulation of Inverter-Fed Motors: Time Interval Selection, Frequency Investigation and PD Pattern
[NO] 1105/1489 | Finite-Time Distributed Filtering for Multi-Rate Nonlinear Systems Suffering from Denial-of-Service Attacks: A Binary Encoding Scheme
[NO] 1106/1489 | Orthogonal Linear Array-Based Product Beamforming for Real Time Underwater 3-D Acoustical Imaging
[NO] 1107/1489 | Modeling Adaptive Tracking of Predictable Stimuli in Electric Fish
[NO] 1108/1489 | Development of Layered Origami Smart Cushioning Device with Wireless Self-Inductive Sensors
[NO] 1109/1489 | Privacy-Preserving Federated Learning for the Edge-Intelligent 6G Ecosystem
[NO] 1110/1489 | Contents
[NO] 1111/1489 | EMC Society History
[NO] 1112/1489 | A Novel Evolutionary Bayesian Optimization Algorithm Based on Decomposition for Expensive Constrained Multiobjective Optimization Problems_supp1-3637210.pdf
[NO] 1113/1489 | Concurrent Self-testing and Uncertainty Estimation of Neural Networks Using Uncertainty Fingerprint
[NO] 1114/1489 | Exploring Time Predictability for High-Bandwidth Memory Technology
[NO] 1115/1489 | iCAST 2025 Cover Page
[NO] 1116/1489 | 2025 Resilience Week (RWS)
[NO] 1117/1489 | PDFL:A Privacy-Enhancing and Robust Poisoning Defense Federated Learning Scheme
[NO] 1118/1489 | NTAD 2025 Author Index
[NO] 1119/1489 | BRAINS 2025 Subject Index Page
[NO] 1120/1489 | HSA: An Efficient Sparse CNN Accelerator Based on Kernel-Aware Hybrid Pruning
[NO] 1121/1489 | Region-Aware Cross-Modal Embedding for Fine-Grained Text-To-Video Retrieval
[NO] 1122/1489 | Experimental Validation of Automatic Balancing Control Strategy in AMB System Using a Synchronous Notch Filter in Combination with a PLL-based Speed Estimator
[NO] 1123/1489 | Extracting Complex Topology from Multivariate Functional Approximation: Contours, Jacobi Sets, and Ridge-Valley Graphs
[NO] 1124/1489 | Reinforcement learning-based improvement of a PD-TDE controller for an upper limb rehabilitation robotic system
[NO] 1125/1489 | Mathematical Model for Estimating Water Intake and Energy Consumption of Centrifugal Pumps in Irrigation Systems
[NO] 1126/1489 | Multiview X-ray Systems at Regional Airports: Economic Feasibility
[NO] 1127/1489 | A Graph-Theoretical Analysis of the Lightning Network
[NO] 1128/1489 | Implementation of Bidirectional T-type AC/DC Converter for Electric Vehicle Charging
[NO] 1129/1489 | Current-Sensorless Interleaved Totem-Pole PFC Converter with Coupled Inductor
[NO] 1130/1489 | Variant of the CASCADE Reconciliation Protocol for Non-Uniform Error Distributions in Quantum Channel
[NO] 1131/1489 | A deep learning framework for hyperspectral image classification with mixed frequency-domain – spatial domain feature representation
[NO] 1132/1489 | Optimizing Elevator Energy Efficiency: Fuzzy Logic-Controlled Bidirectional DC-DC Converter with Supercapacitor Energy Storage
[NO] 1133/1489 | Research on Heat Transfer of Rotor Oil Jet Impingement Cooling of Permanent Magnet Synchronous Motor for Electric Vehicles
[NO] 1134/1489 | The Study of Grid-Forming Dispatchable Virtual Oscillator Control in a 50 kW Three-Phase Inverter
[NO] 1135/1489 | Field-Calibrated Aerodynamic and Electromechanical Dynamic Simulation of a Bergey Excel 15 Wind Turbine for Distributed Generation
[NO] 1136/1489 | Generation and Transmission Expansion Planning for Resilience to Compound Hazards
[NO] 1137/1489 | AI-Generated Images for representing Individuals : Navigating the Thin Line Between Care and Bias
[NO] 1138/1489 | Study on damage evolution process and internal physical mechanism of LNA Induced by HPM
[NO] 1139/1489 | A low-complexity task offloading algorithm for 5G base station energy conservation based on multi-agent reinforcement learning
[NO] 1140/1489 | Early detection of backdoor attacks in federated learning via ecosystemic symmetry breaking
[NO] 1141/1489 | Development and Comparative Evaluation of Three Artificial Intelligence Models (NLP, LLM, JEPA) for Predicting Triage in Emergency Departments: A 7-Month Retrospective Proof-of-Concept
[NO] 1142/1489 | Organizing for Product Development: A Framework for Structuring Agile Organizations
[NO] 1143/1489 | Further Evidence on a Controversial Topic about Human-Based Experiments: Professionals vs. Students
[NO] 1144/1489 | Racing Against the Clock: Exploring the Impact of Scheduled Deadlines on Technical Debt
[NO] 1145/1489 | Low-Voltage Tunable-Delay Gate-Boosted Driver Circuit In Large-Scale CMOS Chips
[NO] 1146/1489 | Research on the Application and Key Issues of Intelligent Unmanned Nuclear Emergency Equipment
[NO] 1147/1489 | Construction of the Full-Chain Practical Teaching Curriculum Group Model for Integrated Circuits
[NO] 1148/1489 | PushingBots: Collaborative Pushing Via Neural Accelerated Combinatorial Hybrid Optimization
[NO] 1149/1489 | Spotlight
[NO] 1150/1489 | Adaptive High-Order Fusion Learning for Brain Disorder Detection
[NO] 1151/1489 | Complementary Field Effect Transistor (CFET) for the 2-nm Technology Node: A Review From Device to Circuit Perspectives
[NO] 1152/1489 | FedMeld: A Model-Dispersal Federated Learning Framework for Space-Ground Integrated Networks
[NO] 1153/1489 | MCDI-net: A Deep Learning Model for Pilot Spoofing Detection and Identification in Massive MIMO Networks
[NO] 1154/1489 | IRS-Assisted FSO System for LEO Satellites Constellations
[NO] 1155/1489 | Dual-Band Phase Shifter With Independent Phase Control and Diplexer Functionality for K/Ka-Band LEO Satellite Systems
[NO] 1156/1489 | Higher-Order Meta Distribution Reliability Analysis of Wireless Networks
[NO] 1157/1489 | Enabling Secure Edge Intelligence: TinyML-Based Threat Detection in 5G and Future Networks
[NO] 1158/1489 | Physics-Informed and Data-Driven Machine Learning for Magnetic Hyperthermia of Fe
                    <sub>3</sub>
                    O
                    <sub>4</sub>
                    Nanoparticles
[NO] 1159/1489 | Synthesis Method for Millimeter-Wave High-Selectivity On-Chip Filter in IPD Process Supported by Circuit Transformations
[NO] 1160/1489 | Real-Time Super-Resolution Imaging System Based on Zero-Shot Learning for Infrared Non-Destructive Testing
[NO] 1161/1489 | ICMT 2025 Cover Page
[NO] 1162/1489 | ViT4LPA 2.0: A Smart Meter Pre-trained Vision Transformer for Aggregated-level Load Disaggregation
[NO] 1163/1489 | 2025 13th International Conference on Awareness Science and Technology (iCAST)
[NO] 1164/1489 | iMETA 2025 Preface
[NO] 1165/1489 | Evaluation of Verbal Intelligibility when Using Quadcopters to Organize an Acoustic Information Leakage Channel
[NO] 1166/1489 | AetherLedger: A Novel Hierarchical Layer-2 Blockchain Architecture for Secure Satellite Communications
[NO] 1167/1489 | Kinematic Error Modeling and Calibration for Serial Robots via MDH–POE Hybrid and BCH Expansion
[NO] 1168/1489 | Lightweight Audio-Visual Networks for Real-Time Lip-Sync DeepFake Detection
[NO] 1169/1489 | Real-Time, Energy-Efficient Sobel Edge Detection on FPGA Using Approximate Carry-Lookahead Adders
[NO] 1170/1489 | Extremely Scalable Distributed Computation of Contour Trees via Pre-Simplification
[NO] 1171/1489 | DC-Link Capacitor-Less Inter-Line DC Power Flow Controller Enabled by Current-Source Dual Active Bridge and Novel CLC Resonant Circuit
[NO] 1172/1489 | Design of Subsystems in a Bidirectional Power Conversion Architecture
[NO] 1173/1489 | From Sand to Screen: Virtual Beach Tourism for People with Mobility Impairments
[NO] 1174/1489 | A Novel Hybrid Machine Learning Model for Short-Term Load Forecasting: Optimizing Accuracy and Efficiency for Mechatronic Energy Systems
[NO] 1175/1489 | System Requirements for Decentralised Collaborative Machine Learning in Industry 4.0
[NO] 1176/1489 | Privacy-Preserving Machine Learning for Encrypted Traffic Classification in Secure Cloud Services
[NO] 1177/1489 | Understanding and Influencing End-User Behavior in Software Energy Consumption
[YES] 1178/1489 | Tracking the Moving Target: A Framework for Continuous Evaluation of LLM Test Generation in Industry
[YES] 1179/1489 | LAMeD: LLM-generated Annotations for Memory Leak Detection
[NO] 1180/1489 | Cross-Modal Representation Shift Refinement for Point-supervised Video Moment Retrieval
[NO] 1181/1489 | Multiphysics Simulation and Machine Learning-Based Validation of Thermal-Fluid-Structural Coupling in Scroll Compressors
[NO] 1182/1489 | When Quantum Federated Learning Meets Blockchain in 6G Networks
[NO] 1183/1489 | Privacy-Aware Transaction Fraud Detection With Low Communication Costs Under Joint Federated Learning_supp1-3647476.pdf
[NO] 1184/1489 | Improved Diffusion Recursive Least Squares for Graph Signal Estimation on Distributed Network
[NO] 1185/1489 | Generalized Fast List Decoding of PAC Codes
[NO] 1186/1489 | All-Dielectric Bandpass Filters for IEEE 802.15.3 d Terahertz Communications
[NO] 1187/1489 | Trustworthy open set domain generalization network for unknown fault diagnosis under unseen conditions
[NO] 1188/1489 | DeepStep: A Deep Learning-Based Indoor Person Identification Framework Using Footstep-Induced Structural Vibration Signals_supp1-3643033.pdf
[NO] 1189/1489 | Comparison of Open-Switch Fault-Tolerant Control Strategies for Three-Level NPC Inverters in Five-Phase Induction Motor Drives
[NO] 1190/1489 | On the Impact of Phase Errors in Phase-Dependent Amplitudes of Near-Field RISs
[NO] 1191/1489 | Steering Committee: CBI 2025
[NO] 1192/1489 | Copyright
[NO] 1193/1489 | AIPIP 2025 Cover Page
[NO] 1194/1489 | iMETA 2025 Sponsors
[NO] 1195/1489 | BAPTISM: A Robust Framework for Encrypted Malicious Traffic Identification with Low-quality Training Data
[NO] 1196/1489 | 2025 27th International Conference on Business Informatics: CBI 2025
[NO] 1197/1489 | Label Noise Robust Learning Approach for Non-Intrusive Load Monitoring based on Meta-Learning
[NO] 1198/1489 | Federated Learning-Based Credit Card Fraud Detection: Performance Analysis with Sampling Methods and Deep Learning Algorithms
[NO] 1199/1489 | A Modular Pipeline for Context-Aware AI Assistance in XR Environments
[NO] 1200/1489 | Digital Active Filters for Suppression of Predictable Common Mode EMI of Power Electronic Systems
[NO] 1201/1489 | Single-Loop Model Predictive Speed Regulation for PMSM with Repetitive Disturbances Based on an Iterative Learning Observer
[NO] 1202/1489 | Resilient Aviation Security: A Hybrid Approach Combining Facial and Appearance Recognition
[NO] 1203/1489 | Privacy-Preserving On-chain Permissioning for KYC-Compliant Decentralized Applications
[YES] 1204/1489 | Unlocking On-Chain Intelligence: A Practical Framework for GenAI-Powered Smart Contracts
[NO] 1205/1489 | Demo: MedTech Chain 2.0 Integration of Homomorphic Encryption into a Decentralized Platform for Medical Device Data Research*
[NO] 1206/1489 | Free Lunch in In Situ Visualization: Leveraging Idle CPU Resources to Mitigate GPU Contention
[NO] 1207/1489 | Push-Pull Resonant Converter with Wide ZVS Range
[NO] 1208/1489 | Comparison of Graphs Based on the Formation of Heat Kernel Invariants
[NO] 1209/1489 | A Framework for Dynamic VLAN Management in Legacy Network Infrastructures
[NO] 1210/1489 | Resource-Efficient Nonlinear Model Predictive Control for Quadcopters: A Comparative Study of FMINCON and FORCESPRO
[NO] 1211/1489 | A 3-D Ionospheric Electron Density Reconstruction Method Based on Fusion of Multi-Source Data
[NO] 1212/1489 | Adaptive-Parameter Enhanced VSG Control of MMC for MVDC Collection of Renewable Energy
[NO] 1213/1489 | Control and Experimental Verification of Unidirectional 3-Phase AC/DC Power Converter Using Single-Delta Bridge-Cell Converter
[NO] 1214/1489 | Identifying Critical Dependencies in Large-Scale Continuous Software Engineering
[NO] 1215/1489 | An Empirical Study of Database Security Topics on Technical Social Forums of Software Developers
[NO] 1216/1489 | Testing SSD Firmware with State Data-Aware Fuzzing: Accelerating Coverage in Nondeterministic I/O Environments
[NO] 1217/1489 | A Survey for What Developers Require in AI-powered Tools that Aid in Component Selection in CBSD
[NO] 1218/1489 | Using Eclipse OpenDuT for Distributed Automotive Testing
[NO] 1219/1489 | A genetic algorithm optimized neural network-based non-geometric error model for parallel manipulators
[NO] 1220/1489 | The Remote and large-scale centralized control technology for ironmaking production
[NO] 1221/1489 | Aspects of complexity in automotive software systems and their relation to maintainability effort. A case study
[YES] 1222/1489 | Towards Leveraging Large Language Model Summaries for Topic Modeling in Source Code
[NO] 1223/1489 | Re-evaluation of Logical Specification in Behavioural Verification
[NO] 1224/1489 | U-NIAH: Unified RAG and LLM Evaluation for Long Context Needle-In-A-Haystack
[NO] 1225/1489 | A Flexible and Lightweight Watermarking Framework for Stable Diffusion Models
[NO] 1226/1489 | RyNet: Multi-Level Attention for Rich and Complementary Feature Representation in CNNs
[NO] 1227/1489 | Attentive Bidirectional Long Short-Term Memory Model to Predict the Remaining Useful Life of Aircraft Engines
[NO] 1228/1489 | Mutual Coupling-Enhanced Movable Antenna Arrays: Breaking Minimum-Spacing Constraints
[NO] 1229/1489 | Enhancing Light Utilization Efficiency of Dragon Fruit Canopies Using Bi-Directional Adjustable-Focusing LED Lighting System
[NO] 1230/1489 | Gamma-Ray Induced Displacement Damage in Silicon Microvolumes: Single Defect Generation Rate and Random Telegraph Signal
[NO] 1231/1489 | Cooperative Vehicle Localization in VANETs Subject to Sensing and Transmission Failures
[NO] 1232/1489 | 2025 28th International Conference on Mechatronics Technology (ICMT)
[NO] 1233/1489 | 2025 New Trends in Aviation Development (NTAD)
[NO] 1234/1489 | HySpeFAS: A Hyperspectral Face Anti-spoofing Dataset based on Snapshot Compressive Imaging
[NO] 1235/1489 | Digital Transformation, CEO Career Concerns, and Enterprise Green Mergers and Acquisitions
[NO] 1236/1489 | Tailored to Fit Sepsis Individuals: Medical Knowledge Aware Reinforcement Learning Model Offers Optimized Therapeutic Strategies
[NO] 1237/1489 | On Key Substitution Attacks against Aggregate Signatures and Multi-Signatures
[NO] 1238/1489 | Dynamic Diffusion Graph Convolutional Network with Scene-Guided Gating for Trajectory Prediction in IoT-Based Intelligent Transportation Systems
[NO] 1239/1489 | TERM Model: Tensor Ring Mixture Model for Density Estimation
[NO] 1240/1489 | IFEEC 2025 Progam
[NO] 1241/1489 | iMETA 2025 Commentary
[NO] 1242/1489 | ICMT 2025 Author Index
[NO] 1243/1489 | iCAST 2025 Cover Page
[NO] 1244/1489 | NTAD 2025 TOC
[NO] 1245/1489 | IFEEC 2025 Subject Index Page
[NO] 1246/1489 | A Time-Certified Predictor-Corrector IPM Algorithm for Box-QP
[NO] 1247/1489 | Development of Nano-Particle Induced Room Temperature CH
                    <sub>4</sub>
                    Sensing on SnO
                    <sub>2</sub>
                    Films for Enhanced Sensitivity
[NO] 1248/1489 | ObfusQate: Unveiling the First Quantum Program Obfuscation Framework
[NO] 1249/1489 | Knowledge-Driven Large Language Models for Automating CVSS Score Prediction
[NO] 1250/1489 | Social Commerce Live Streaming and Its Effect on Impulsive Purchasing Behavior: A Study of Indonesian Gen Z
[NO] 1251/1489 | High-Efficiency Constant Power Point Tracking for Photovoltaic Generation Systems
[NO] 1252/1489 | A Three-Port Bidirectional DC/DC Converter with DC-bus/ESS Power Control in DC Microgrids
[NO] 1253/1489 | An Investigation into Load-Pulling Effect of Active EMI Filter on Power-Electronic Converters
[NO] 1254/1489 | LED Lifetime Prediction Under Weather Condition for Enhanced Semiconductor Reliability Using XGBoost Algorithm
[NO] 1255/1489 | Using the Gray Level Co-Occurrence Matrix to Search for Anomalies in Images
[NO] 1256/1489 | Comparison of Fundamental Sources for Creation of Legal Norms for Civil and State Aviation
[NO] 1257/1489 | Radar Human Action Recognition Based on CNN with Swin Transformer Embedded in Attention Enhancement Module
