[2025-12-26 09:12:00] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2025-12-25
正在获取论文...
[IEEE] 2025-12-25 | ITIS 2025 Cover Page
[NO] 581/1000 | Technology-Driven Multidimensional Evaluation of Learning Outcomes in Higher Education: A Systematic Synthesis
[NO] 582/1000 | Developing a Functional Test Stand for Advanced Air Turbine Models
[NO] 583/1000 | A Block-Based Language for CI/CD Authoring
[NO] 584/1000 | Improvement model to reduce defects in airtight buckets: Application of SMED 4.0, TPM and DOE in the plastics sector
[NO] 585/1000 | A High Performance UWB Antenna for Military Communications and Radar Applications
[NO] 586/1000 | Considering Metal Structures when Modeling Electromagnetic Fields of a 25 kV Traction Network
[NO] 587/1000 | Designing Conversational AI to Support Think-Aloud Practice in Technical Interview Preparation for CS Students
[NO] 588/1000 | Designing Human-AI Collaboration to Support Learning in Counterspeech Writing
[NO] 589/1000 | Open Justice and the Challenge of Privacy and Personal Data Protection in Ecuador’s Electronic Case System
[NO] 590/1000 | Implementation of a Virtual Networking Laboratory for Corporate Network Simulation Using GNS3
[NO] 591/1000 | Integrating Machine Learning with Cloud-Native Architecture for AJI Applications: Scalable Attendance and Payroll Solutions
[NO] 592/1000 | A Bibliometric Analysis of Natural Language Processing in the Study of Human Behavior
[NO] 593/1000 | Innovation and resilience in medical imaging servers: an alternative based on Synology DSM and ARPL on commodity hardware
[NO] 594/1000 | Cascade Control with Feedforward Compensation: Evaluation of alternatives
[NO] 595/1000 | Deep Learning and Vision-Based Systems for Crime Detection and Prevention in Urban Surveillance
[NO] 596/1000 | A Six-Pillar Governance Readiness Framework and Tool for ERP Migration Data Quality
[NO] 597/1000 | Optimization of Delivery Robot Area Mapping using Object Color Filter Reading Based on Odometry
[NO] 598/1000 | Deep Stacking Ensemble with Stacked LSTM and SVR for Analysis and Forecasting: A Case Study of Rice Price in East Java
[NO] 599/1000 | SMSHIELD: A Real-Time Smishing Detection in Mobile Messaging Systems using Deep Learning Approach
[NO] 600/1000 | Technological development of automotive MSEs in Peru as a catalyst for the Latin American Manufacturing Hub: A model with Machine Learning and DDMRP
[NO] 601/1000 | Effect of network quality on internet home complaints, queries, and payments
[NO] 602/1000 | Cooperation Without Compromise: Securing UAV Collaboration in the Low-Altitude Economy
[NO] 603/1000 | Dynamic Event-Based Adaptive Optimal Enclosure Control for Spacecraft Formation Against Noncooperative Targets
[NO] 604/1000 | Quantum Power Electronics - The Ultimate Path for Optimal Power Conversion?
[NO] 605/1000 | A Novel Post-Coded Time-Domain Channel Estimation for Chirp-Based Multicarrier Waveforms
[NO] 606/1000 | Perception System Credibility Testing for Automated Vehicles: Bayesian-Based Adaptive Search Method
[NO] 607/1000 | Foreword
[NO] 608/1000 | HHGSynergy: An Adaptive Heterogeneous Hypergraph Representation Learning Method for Anticancer Drug Synergy Prediction
[NO] 609/1000 | 2D Relative DoA Estimation in Cellular Networks Using Radio-Frequency Measurements and Machine Learning
[NO] 610/1000 | Exploring natural antifungals: the hidden power of native or exotic medicinal plants occurring in Imbabura’s local markets, Ecuador
[NO] 611/1000 | Public Procurement System Based on Blockchain and Ecuadorian Regulatory Framework
[NO] 612/1000 | AI in Communication Teaching and Practice: Use, Frequency and Limitations
[NO] 613/1000 | Performance and Analysis of LFU Cache Replacement Algorithm for NDN Using YANFD
[NO] 614/1000 | MLCAE: A Multi-Layered Configuration for Architectural Elements in Large-Scale Software Applications
[NO] 615/1000 | Mesh Network Monitoring Protocols
[NO] 616/1000 | Real-Time Network Infrastructure Monitoring: A Zabbix and Telegram Integration Case Study in the Energy Sector (EMELNORTE S.A.)
[NO] 617/1000 | Use of HT-PEMFC Fuel Cells Powered by Methanol Reformate Gas as a Source of Electricity and Heat in an Integrated off-grid Energy System
[NO] 618/1000 | Deepfake Image Recognition using Unified Hybrid Framework of CNN, Transformer, and Frequency Features
[NO] 619/1000 | Modification of WSM and WPM for Group Decision-Making Considering DMs’ Different Competence Domains
[NO] 620/1000 | Multilevel Image Thresholding of Transmission Line Insulators: Entropy-Based Performance Evaluation of PSO, NRBO, and WO Algorithms
[NO] 621/1000 | The Energy Transition in Japan: Current Situation and Future Prospects
[NO] 622/1000 | Balises for Precise Positioning in Automated Metro Transport
[NO] 623/1000 | Analysis of Airflow in an Inlet Duct with an Acoustic Wave-Dispersing Palisade
[NO] 624/1000 | Creative Education in the Age of AI-Driven Networks: Challenges and Opportunities for Intelligent Learning Systems
[NO] 625/1000 | Comparative Analysis of Refrigeration Systems in Commercial Display Cabinets Using R134a and R290
[YES] 626/1000 | TraceMate: Collaborating with AI in Test-Driven Programming
[NO] 627/1000 | Enhancing Fake News Detection through the Fusion of Classical and Advanced Machine Learning Models
[NO] 628/1000 | <i>DoublyAware:</i>
                    Dual Planning and Policy Awareness for Temporal Difference Learning in Humanoid Locomotion
[YES] 629/1000 | MarkingVLM: Vision-Language Model for Few-Shot IC Marking Detection_supp1-3638609.pdf
[NO] 630/1000 | Adaptive End-to-End Transceiver Design for NextG Pilot-Free and CP-Free Wireless Systems
[NO] 631/1000 | C4D 2025 Cover Page
[NO] 632/1000 | Artificial Intelligence and Consumer Information Search: A Review, Synthesis and Propositions
[NO] 633/1000 | Every Picture Tells a Managerial Story: A Review on Image Analysis Empowering Managerial Decisions
[NO] 634/1000 | Special Issue on AI for 6G O-RAN Intelligent, Cost-Efficient, and Secure Automation [From the Guest Editors]
[NO] 635/1000 | Graphene Based Dual Band MIMO Antenna for THz Applications
[NO] 636/1000 | Assessment of Green Hydrogen Production in a Laboratory Environment Using Surplus Photovoltaic Generation and Its Potential Applications
[NO] 637/1000 | Classification of Evapotranspiration using the Weather Forecasting Model and Self-Organizing Map Learning
[NO] 638/1000 | Extension of the Hill Cipher via Rhotrices and Heart-Oriented Multiplication with MS Excel Implementations for R3 and R5 Cases
[NO] 639/1000 | Design of a Lossy FDNC-Based Chua's Diode Utilizing VDTA for Chaotic Oscillator
[NO] 640/1000 | Information Entropy-Enhanced CNN-LSTM Model for Detecting Electromagnetic Information Leakage
[NO] 641/1000 | Practical Approach for Effective Project Management and Organization in Machine-building and Feeding System Projects
[NO] 642/1000 | Design, Simulation, and Implementation of a Three-Phase Inverter with SPWM Modulation Based on ESP32
[NO] 643/1000 | Hybrid EfficientNetB0 and MobileNetV2 Feature Fusion by KNN Classifier for Maize Disease Classification
[NO] 644/1000 | Techniques of Machine Learning to Eliminate Meteorological Dependencies in Solar Power Forecasting in Ecuador: Systematic Review
[NO] 645/1000 | Artificial Intelligence and Gastronomic Tourism: A New Frontier for Culinary Experiences
[NO] 646/1000 | Enhancing Perceptron Constancy for Real-world Dynamic Hand Gesture Authentication
[NO] 647/1000 | New Standards and Projects From the IEEE Vehicular Technology Society Intelligent Transportation Systems Standards Committee [Standards]
[NO] 648/1000 | Efficient Direct Instantaneous Torque Control Strategy for Switched Reluctance Starter/Generator
[NO] 649/1000 | A Spatio-Spectral-Temporal Progressive Algorithm for Infrared Tiny Target Detection in Cluttered Scenes
[NO] 650/1000 | ICON-SONICS 2025 TOC
[NO] 651/1000 | ITIS 2025 Committees
[NO] 652/1000 | Compact Transient Electromagnetic System for Detecting Non-Ferromagnetic Metal Targets on Underwater Mobile Platforms
[NO] 653/1000 | A Multidisciplinary Approach to the Geometrical Design of Axial Active Magnetic Bearings- Part II: Results and Validation
[NO] 654/1000 | AGAFNet: Adaptive Gated Attention Fusion Network for Accurate Nuclei Segmentation and Classification in Histology Images
[NO] 655/1000 | PushingBots: Collaborative Pushing Via Neural Accelerated Combinatorial Hybrid Optimization_supp1-3647767.mp4
[NO] 656/1000 | Data-Driven Adaptive Control of Distributed PV Clusters in Active Distribution Networks Based on Primal-Dual Transformation
[NO] 657/1000 | Learning From Planned Data to Improve Robotic Pick-and-Place Planning Efficiency
[NO] 658/1000 | Hi-STMNA-GCN: A Hierarchical Spatio-Temporal Multi-Neighbour Graph Network for Robust Alzheimer’s Disease Detection from fMRI Data
[NO] 659/1000 | IoMT Device Security: Systematic Review of Threats, Vulnerabilities, Attacks and Mitigation Strategies
[YES] 660/1000 | Security Assessment of Mobile Banking Apps in West African Economic and Monetary Union
[NO] 661/1000 | Combined approaches for cybersecurity awareness training in South Africa
[NO] 662/1000 | Using Electroencephalographic Data in Intelligent Human-Computer Interaction
[NO] 663/1000 | Exploring the relationship between game-player agency, student agency, engagement, and learning gain across age groups
[NO] 664/1000 | Fine-Tuning Wav2Vec2 for Low-Resource Kichwa Automatic Speech Recognition
[NO] 665/1000 | Multilayer Perceptron for Calculating Quantum Probabilities at the Hilbert Space
[NO] 666/1000 | Increasing OEE in the Flexible Packaging Industry: Integrating Predictive Maintenance, IoT, SMED and Centerline for Smart Manufacturing
[NO] 667/1000 | AI Kiln Solution For Optimized Control How To Reduce Energy Consumption And Emissions In The Clinker Process
[NO] 668/1000 | Review Of Usage / Application Of Clinker Replacement Materials (CRM) – Case Study: Production Of Low-Clinker Cements In Vertical Modular Roller Mills
[NO] 669/1000 | Enhancing Ball and Goal Detection with Image Preprocessing for Omni-Directional Vision
[NO] 670/1000 | The Inverted Grayscale Images for Lightweight CNN Rotten-Fruits Classifications
[NO] 671/1000 | Evaluation of Deep Learning-Based Long ShortTerm Memory Architecture Variants for Solana Cryptocurrency Price Prediction (SOL/USD)
[NO] 672/1000 | Measuring Student Perceptions in the Educational Metaverse using NPS-Based Group Analysis
[NO] 673/1000 | Brain Tumor Detection in Magnetic Resonance Imaging Using Class Balancing Techniques and Pretrained Neural Networks
[NO] 674/1000 | Efficient Algorithms for Active Impulsive Noise Control
[NO] 675/1000 | A Decoupled Biophysically-Inspired Architecture for Speech Enhancement
[NO] 676/1000 | Workshops Committee
[NO] 677/1000 | ITIS 2025 TOC
[NO] 678/1000 | FSEdit: Privacy-Preserving and Security–Enhanced Controllable Editing Framework for Cloud Storage
[NO] 679/1000 | TCS Jumper: A Bio-Inspired Jumping Robot Featuring High Energy Density Via Synergistic Deformation
[NO] 680/1000 | Learning-Based Safety-Aware Task Scheduling for Efficient Human-Robot Collaboration
[NO] 681/1000 | Flexible Piezo-resistive Strain Sensors Using Ternary Conductive Hybrid Nanocomposites Integrated Into Wearable Smart Gloves For Human-Machine Interface_supp1-3645819.mp4
[NO] 682/1000 | Autonomous LLM Agent: A Memory-Augmented, Edge-Optimized SHAP Explanations with Zero-Day Attack Resilience in IoT/Industrial IoT Networks
[NO] 683/1000 | DiFaReli++: Diffusion Face Relighting with Consistent Cast Shadows
[NO] 684/1000 | Twins: Hardware Similarity Evaluation Framework Using Graph Neural Network
[NO] 685/1000 | A Story of Wind Offshore Energy Transition: The Case of Greece and Bulgaria
[YES] 686/1000 | AI-Assisted Coding: Evaluating the Effectiveness of ML Model Development Using ChatGPT
[NO] 687/1000 | Beyond the Code: Teaching SE Collaboration through Reflective and Social Thinking
[NO] 688/1000 | Transfer Learning as an Efficient Strategy for Satellite Image Classification in Resource-Constrained Environments
[NO] 689/1000 | Accessible Digital Content in Academic Literature: A Bibliometric Perspective
[NO] 690/1000 | Comparison of Machine Learning Techniques for the Early Detection of Stress in University Students
[NO] 691/1000 | Assessing User Interface (UI) of interactive educational projects in a service-learning context
[NO] 692/1000 | TreeReader: A Hierarchical Academic Paper Reader Powered by Language Models
[NO] 693/1000 | The emotional cost of service: a comparison between health and education professionals
[NO] 694/1000 | A study of the Shewhart Median Scheme with Estimated Process Parameters based on Expected Median Run Length for Sustainable Manufacturing
[YES] 695/1000 | SciConv: A Conversational Tool for Reproducibility
[NO] 696/1000 | Modeling Customer and Marketing Campaign Interactions through Social Network Analysis
[NO] 697/1000 | A Retrieval-Augmented Generation System for Automated Mind Map Creation and Enhanced Learning in Higher Education
[NO] 698/1000 | Enhancing User-centered Design with Large Language Models
[NO] 699/1000 | ConvoMap: Interactive Visualizations for Exploring Complex Conversations in Multi-Agent Systems
[NO] 700/1000 | Design of an optimal hybrid generation system based on distributed energy for isolated homes
[NO] 701/1000 | A Preliminary User Authorisation Model for Modern Public Cloud Storage Services
[NO] 702/1000 | Keynotes
[NO] 703/1000 | Characterization of Titan’s Northern Polar Terrains from Inversion of Cassini RADAR Data
[NO] 704/1000 | Perceived Intensity of Pneumatic Vibrotactile Stimuli: Effects of Pressure, Frequency, and Stiffness
[NO] 705/1000 | Investigation of the Flattening Effect on Heat Pipe Thermal Conductivity and Motor Performance
[NO] 706/1000 | Passive LC Relay Network-Enabled Battery-free Chipless IoT Smart Clothing for Simultaneous Multi-Site Hemodynamic Monitoring_supp1-3647891.docx
[NO] 707/1000 | ITIS 2025 Cover Page
[NO] 708/1000 | No Further Delay: Making Time an Ally of Edge Computation of AI Workloads
[NO] 709/1000 | Enhancing Spectrum Utilization in Mode S Surveillance Systems via 1090ES ADS-B
[NO] 710/1000 | A Compact Microwave Heating Platform Complemented by Nonlinear Model-Based Closed-Loop Temperature Control_supp1-3640415.docx
[NO] 711/1000 | Optimal Topology Configuration Analysis in Distribution Systems Using Incidence Matrix and Manta Ray Foraging Optimization Algorithm
[NO] 712/1000 | Development of a Log-Periodic Dipole Antenna for Monitoring Electromagnetic Emissions from Unintentional Space Sources
[YES] 713/1000 | Debugging into Existence with Program Synthesis
[NO] 714/1000 | Benchmarking Wav2Vec and Traditional Speech Recognition in Speech Transcription
[NO] 715/1000 | NAO Robot’s Autonomous Reading and Interaction with Printed Texts
[NO] 716/1000 | Autonomous Mobility Hits the Streets [Connected and Automated Vehicles]
[NO] 717/1000 | Hybrid Estimation of Dynamic Behavioral Models Using Differential Evolution and Grey-Box Refinement
[NO] 718/1000 | Implementation of Inverse Kinematics and Trajectory Planning Algorithms on Hexapod Robot
[NO] 719/1000 | Multilingual Audio-Based Depression Detection using Audio Augmentation and Data Efficient Image Transformer
[NO] 720/1000 | Induction Motor Investigation Models in the Matlab/Simulink Environment
[NO] 721/1000 | Chess Algorithm-Based Optimization of Carbon Tax Coefficients for Food Consumption and Carbon Footprint Management
[NO] 722/1000 | Prediction of Absence Epileptic Seizures in Multichannel EEG Signals Using Hybrid Deep Learning Models: State of the Art, Challenges, and Future Perspectives
[NO] 723/1000 | Sentiment Analysis of Carbon Trading in Indonesia: A Machine Learning Approach Using Naïve Bayes
[NO] 724/1000 | Editorial: Message From the Editor-in-Chief
[NO] 725/1000 | CAHN-Net: Content-Adaptive Hierarchical Network for Cross-Modal Remote Sensing Object Detection
[NO] 726/1000 | A Dynamic Unmanned Aerial Vehicle Routing Framework for Urban Traffic Monitoring
[NO] 727/1000 | BEVTrack: Multi-View Multi-Human Registration and Tracking in the Bird's Eye View_supp1-3647707.pdf
[NO] 728/1000 | Orthogonal Linear Array-Based Product Beamforming for Real Time Underwater 3-D Acoustical Imaging_supp1-3633536.mp4
[NO] 729/1000 | 2025 Cybersecurity4D (C4D)
[NO] 730/1000 | Sponsors
[NO] 731/1000 | Synthesis of ZnO Particles via Simple Evaporation and Oxidation
[NO] 732/1000 | Method for Estimating the Uncertainty in Solar PV Rooftop Potential
[NO] 733/1000 | Inside Fairness Tools: What Academic Practitioners Really Experience
[NO] 734/1000 | Performance Comparison of Face Detection Algorithms for Accurate Face Counting
[NO] 735/1000 | The Impact of Stephen Curry’s Three-Point Shooting on NBA Viewership by Data Analytics Approach
[YES] 736/1000 | AI-Guided Exploration of Large-Scale Codebases
[NO] 737/1000 | Explainable AI-based Deep Learning for Brain Tumor MRI Analysis: A Review
[NO] 738/1000 | AI-Based Digitization of Product Inspection Forms with LLMs and Document Intelligence
[NO] 739/1000 | A Data-Driven Analysis of Factors Affecting Consumer Purchase Decisions in E-Commerce Platforms
[NO] 740/1000 | Deep Learning for Ransomware Detection in Encrypted Traffic
[NO] 741/1000 | Full action methodology on integrated results for engineering education
[NO] 742/1000 | Real-Time Ecuadorian Sign Language Recognition: A Vision and Machine Learning Approach for Mobile Devices
[NO] 743/1000 | AI-driven Wireless Positioning: Fundamentals, Standards, State-of-the-art, and Challenges
[NO] 744/1000 | 6G-Oriented LDPC-Coded Faster-Than-Nyquist Signaling: Code Design and Performance Analysis
[NO] 745/1000 | Government Guidance Funds and Total Factor Productivity in Renewable Energy Enterprises: Insights From Financing Capability and Innovation Input Structure_supp1-3647626.docx
[NO] 746/1000 | HoloDreamer: Holistic 3D Panoramic Scene Generation from Text Descriptions
[NO] 747/1000 | Technology Acceptance in University Robot-Supported Quiz-Based Learning: Verbal-Only versus Multimodal Feedback with Sound Input
[NO] 748/1000 | AI-Enabled Vehicular Data Offloading for Sustainable Smart Cities: Taxonomy, KPI Models, and Open Challenges
[NO] 749/1000 | Excitement-Inducing Commentary Text-to-Speech System for Fighting Game Video Scenes
[NO] 750/1000 | A2VISR: An Active and Adaptive Ground–Aerial Localization System Using Visual Inertial and Single-Range Fusion
[NO] 751/1000 | A Solar PV Single-Phase Inverter With Transformerless Five-Level Configuration Connected With Utility Grid
[NO] 752/1000 | DuoPIM: RRAM-DRAM Hybrid PIM Acceleration for Flexible-Batch LLM Decoding
[NO] 753/1000 | Lessons Learned from the euROBIN Manipulation Skill Versatility Challenge at IROS 2024_supp4-3648290.mp4
[NO] 754/1000 | Stress Classification from ECG Signals Using Vision Transformer
[NO] 755/1000 | Semantic-Anchored Cross-Modal Distillation Framework With Foundation Models for SAR Ship Recognition
[NO] 756/1000 | The Impact of Artificial Intelligence on Risk Management and Organizational Communication: A Study of Bulgarian Small and Medium-Sized Enterprises
[NO] 757/1000 | Web Accessibility Evaluation in Ecuadorian Private Banking: An Analysis Based on WCAG 2.1 Using Automated Tools
[NO] 758/1000 | How Omniscient Debuggers Impact Debugging Behavior
[NO] 759/1000 | An Information Foraging Interpretation of Liveness
[NO] 760/1000 | Edible experiments: A review of cooking as lowcost laboratory practice for STEM teaching in Engineering
[NO] 761/1000 | Evaluation of MU-MIMO Coordination in WiFi 6 (802.11AX) Networks under Multi-AP Interference Conditions Using NS-3
[NO] 762/1000 | Impact of Mother Wavelet Selection on ECG Noise Reduction and QRS Feature Preservation
[NO] 763/1000 | Real-Time Comment Sentiment Velocity as Early Sales Predictor: IndoBERT-Based Analysis of Indonesian E-Commerce Marketplace Reviews
[NO] 764/1000 | Binary Subscript Representation and Efficient Pipelined Number Theoretic Transform
[NO] 765/1000 | PWVFnet: A Short-Time Troposphere PWV Forecast Model Combined Empirical Models and Spatiotemporal ConvLSTM Network
[NO] 766/1000 | Why Your Quarry Matters
[NO] 767/1000 | Title Page iii
[NO] 768/1000 | Automated Neural Architecture Design for Industrial Defect Detection
[NO] 769/1000 | Cybersecurity4D Opening Speech
[NO] 770/1000 | ETCM 2025 Technical Program Committee
[NO] 771/1000 | Calling All Students!
[NO] 772/1000 | A Row-Sparse Tensor Decomposition-Based Approach for Fading Channel Prediction
[NO] 773/1000 | Retrospective on the Lax Report: Then and Now
[NO] 774/1000 | Efficient Dual-Type Reference Governor for Model Predictive Control With Vehicle System Applications
[NO] 775/1000 | Semantic-Aware Cooperative Communication and Computation Framework in Vehicular Networks
[NO] 776/1000 | Improved Radial-Based Noise Power Estimation in Dual-Polarization Weather Radars Using Adaptive F-Test Filtering
[NO] 777/1000 | Multiuser Ordered Symbol Switch (MOSS) GRAND Decoding With NOMA: Low-Latency Hardware Design and Implementation
[YES] 778/1000 | Distributed Modularization of Thought: Lets Small Rival Large LMs_supp1-3648050.txt
[NO] 779/1000 | Iterative Learning Adaptive Active Damping Based DC-Link Capacitor Ripple Current Suppression Strategy for PMSM Drives
[NO] 780/1000 | Location Spoofing Attacks and Defense Strategies on Underwater Geo-Opportunistic Routing Networks
[NO] 781/1000 | Study of the Dynamics of Changes in Vegetation Indices of Winter Wheat Varieties
[NO] 782/1000 | Comparative Study of PID Design Techniques for UAV 1-DOF Control via Genetic Algorithms
[NO] 783/1000 | A review on the rehabilitation of central auditory processing disorder using haptic interfaces and virtual environments
[NO] 784/1000 | Machine Learning Approaches for Predicting CO2 Emission Rates from Light Vehicle Engine
[NO] 785/1000 | Role of an Inorganic Buffer Layer for the Performance of a Flexible Perovskite Solar Cell
[NO] 786/1000 | Design and Simulation of a Cascaded Control Strategy for a MISO/TAB DC-DC Converter: Comparative Study of Two Topologies
[NO] 787/1000 | Curompt: A Spatially Situated Interface for Generative AI in 3D Design Software
[NO] 788/1000 | Building a Generalized Framework for Analyzing Public Procurement Data from the Kapak Database
[NO] 789/1000 | A Conceptual Framework for Cyberattack Analysis in Hospital Networks: Integrating Internet of Medical Things and Regulatory Perspective
[NO] 790/1000 | Adaptive Load Shedding for Tambora Sub-System using Particle Swarm Optimization
[NO] 791/1000 | Analysis of the Relationship between the Return on Investment of 12.6 kW Peak Photovoltaic System and the Hourly Changes in the Free-Market Electricity Prices for 2023 and 2024
[NO] 792/1000 | Octagonal Patch Antenna with Modified SRR Width and Ground Slot for Sub-6 GHz Band
[NO] 793/1000 | Deep Learning for Aphids Detection: A Comparative CNNs Study on Lemon Leaves Images
[NO] 794/1000 | Welcome Speech – Cybersecurity4D 2025 Main Conference
[NO] 795/1000 | Table of Contents
[NO] 796/1000 | A Lightweight and Adaptive Authentication Scheme With Enhanced Security for Industrial Internet of Things
[NO] 797/1000 | Resilient Distribution Network Planning Against Dynamic Malicious Power Injection Attacks
[NO] 798/1000 | Securing the Sky: Integrated Satellite-UAV Physical Layer Security for Low-Altitude Wireless Networks
[NO] 799/1000 | Distributed Formation-Containment Control of Quadrotors Based on Differential Flatness
[NO] 800/1000 | Cable Shield Grounding for Transient Overvoltage Testing in Power Generation/Transformer Substations
[NO] 801/1000 | Identification of Unusual Events for Smart City Surveillance – A Federated Approach
[NO] 802/1000 | A Path Towards Bayer Compression for Automotive Applications
[NO] 803/1000 | IPR Registration Support System with OCR and Fuzzy String Matching
[NO] 804/1000 | Sixth-Generation Nonterrestrial Networks: Where Standards and Technology Are Heading [Mobile Radio]
[YES] 805/1000 | AutoPrint: Judging the Effectiveness of An Automatic Print Statement Debugging Tool
[NO] 806/1000 | Continuous Battery Efficiency Estimation Algorithms for Home Energy Management Systems: A Simulation and Laboratory Validation Study
[YES] 807/1000 | PipeBlocks: A Block-based Environment for CI/CD
[YES] 808/1000 | Towards Human-AI Collaboration for Misapplication Detection in Programming Exercises
[NO] 809/1000 | A study on the Use of AI by University Lecturers in Higher Education in Bulgaria
[NO] 810/1000 | Integration of Digital Twin and AI-enabled ERP Systems: A Conceptual Framework for Intelligent Electronics Manufacturing Services
[YES] 811/1000 | Frontend Diffusion: Empowering Self-Representation of Researchers and Designers with Multi-agent System
[NO] 812/1000 | Detection of Cyber Threats over Private and Corporate Clients by Artificial Intelligence
[NO] 813/1000 | Method for Generating a Symmetric Key for Image Encryption Using AES, Camellia and Blowfish
[NO] 814/1000 | Proactive Traffic Steering xApp for Mitigating Radio Link Failures in O-RAN Mobility Scenarios
[NO] 815/1000 | Software Defined Radio Testbed for RF Pattern Analysis
[NO] 816/1000 | A transtibial prosthesis design proposal that incorporates torque and position control techniques
[NO] 817/1000 | Cross-Lingual Probing and Community-Grounded Analysis of Gender Bias in Low-Resource Bengali
[NO] 818/1000 | Approach to Design and Techno-Economic Analysis of the Feasibility for Battery Energy Storage System Based on Real Consumer Data
[NO] 819/1000 | Table of Contents
[NO] 820/1000 | IEEE Open Journal of Vehicular Technology Publication Information
[NO] 821/1000 | Decomposing the Multi-Agent Pathfinding problem for large agents: accelerating solving without compromising solvability
[NO] 822/1000 | C4D 2025 TOC
[NO] 823/1000 | Safe Trajectory Tracking for Heterogeneous Multiunmanned Ground Vehicle Systems via Decentralized CBF-CLF Method_supp1-3639778.mp4
[NO] 824/1000 | ETCM 2025 Organizing Committee
[NO] 825/1000 | Collapsing the Miner’s Dilemma: A Novel Attack Forging Incentive-Compatible Coalitions via Algorithmic Bribery
[NO] 826/1000 | Research on Ultra-Large Sensing Range and High Linearity Cavity Sensing Devices
[NO] 827/1000 | Spatial Flexibility Provision from Geographically Dispersed Data Centers Enabling Coordinated Operation of Multi-local Flexibility Markets
[NO] 828/1000 | Event Camera Meets Mobile Embodied Perception: Abstraction, Algorithm, Acceleration, Application
[NO] 829/1000 | Framework for Cybersecurity Audit in Non-Profit Organizations: A Preliminary Investigation through Intelligent Minimalism
[NO] 830/1000 | Defect Reduction in Textile Manufacturing: A Review
[NO] 831/1000 | From Presence to Profit: Assessing Digital Adoption and Sales Performance in Ecuadorian MSMEs
[NO] 832/1000 | Proactive Cloud Sizing Automation for Platform-as-a-Service using Historical Workload Analysis
[NO] 833/1000 | Improvement of Direct-Sequence Spread Spectrum for LPWAN Satellite Communication
[YES] 834/1000 | AgentPbD: Interactive Agentic Workflow Generation from User Demonstration on Web Browsers
[NO] 835/1000 | Hazel Deriver: A Live Editor for Constructing Rule-Based Derivations
[NO] 836/1000 | Chaos-Driven Encryption: A Lorenz and ElGamal Hybrid Model for Secure Communication
[NO] 837/1000 | Methodology for the Distribution of Control Logic among Multiple Controllers
[NO] 838/1000 | Study of WDM channel allocation on C and L bands in high-bitrate demand scenarios
[NO] 839/1000 | A Novel Cross-Layer Resilient Control Approach of Data-Based Switched Systems With Time Delay Induced by DoS Attacks
[NO] 840/1000 | Paired Channel Enhanced Sign-Aware Graph Recommendation
[NO] 841/1000 | Operating-Mode-Oriented Vibration Collaborative Suppression for a Permanent Magnet Brushless Motor from Perspectives of Different Vibration Sources
[NO] 842/1000 | IEEE Control Systems Society Information
[NO] 843/1000 | IEEE Transactions on Dielectrics and Electrical Insulation Publication Information
[NO] 844/1000 | Explainability in Software Architectural Decisions: The ADR-E Framework and Empirical Evaluation
[NO] 845/1000 | Optimizing CNN-Based Video Summarization With Digital Twin Framework for Adaptive Probability Thresholding
[NO] 846/1000 | Potential Role of Deep Learning in Operational Radar Rainfall Mapping: Rationale and Demonstration Studies
[NO] 847/1000 | SMAUG: Semantic-Enhanced Mobile App Usage Data Generation With LLM
[NO] 848/1000 | IEEE Access
[NO] 849/1000 | IEEE VTS Awards and Recognition
[NO] 850/1000 | Highlights in 2025 [President’s Message]
[NO] 851/1000 | Robust and Fair Federated Learning Based on Model-Agnostic Shapley Value_supp1-3630314.pdf
[NO] 852/1000 | VTS Bylaws Changes [Society News]
[NO] 853/1000 | Lessons Learned from the euROBIN Manipulation Skill Versatility Challenge at IROS 2024_supp3-3648290.mp4
[NO] 854/1000 | Polarization-Multiplexed Metasurface for Dynamic Reconfiguration Between Orbital Angular Momentum and Focusing Beams
[NO] 855/1000 | A Learning-Enhanced Robust Adaptive Fading Extended/Error-State Kalman Filter for Integrated IMU-UWB Indoor Localization Under NLOS Reception
[NO] 856/1000 | A High-Order Coupling HTS Dual-Band Bandpass Filter Based on CQ Units Designed by Employing Direct Synthesis and Optimization Technique
[NO] 857/1000 | Latency-aware DNN Inference Acceleration with Dynamic Model Partitioning in Vehicular Edge Computing
[NO] 858/1000 | Implicit Aspect Extraction: A Systematic Review
[NO] 859/1000 | A Survey on Methods to Detect Pilot Contamination Attack against Physical Layer Authentication
[NO] 860/1000 | Circularly Polarized Slotted Ring Antenna for Modern Wireless Communications
[YES] 861/1000 | From Tool to Partner: Exploring the Roles of Embodiment on AI Agent in Pair Programming
[NO] 862/1000 | Wearable Pressure Sensor System for Measuring Kick Reaction Time and Impact Force in Taekwondo
[NO] 863/1000 | Development of On-Board Navigation Software with an Interactive Interface for High-Precision Flight Trajectory Control
[NO] 864/1000 | Recognition Methods for Complex Characters in Images from Manuscripts of the 17th-18th Centuries
[NO] 865/1000 | Hardware Unit for Monitoring the Behaviour of a Bee Colony
[NO] 866/1000 | Analysis of the Environmental Impact of the Use of Electric Generators in the 2024 Energy Crisis in the Canton of Cuenca
[NO] 867/1000 | Deep Learning-Based Classification of Madura Batik Motifs Using Transfer Learning Approach
[YES] 868/1000 | Bridging Natural Language and SQL with an LLM-Powered Visual Interface
[NO] 869/1000 | The Use of Precedence Networks for Cement Plant Outages
