[2025-12-24 09:14:32] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2025-12-23
正在获取论文...
[arXiv] 2025-12-23 | Avoiding the Price of Adaptivity: Inference in Linear Contextual Bandits via Stability
[NO] 1192/1682 | Secure Transmission Technology for Aviation Broadband Communication System
[NO] 1193/1682 | Bridging AI and Wireless Networks: A Data-Centric Functional Perspective
[NO] 1194/1682 | WESH: Web-based Exploration of Stars and their History
[NO] 1195/1682 | LEO Constellation Design for Designated Interval Continuous Coverage over Targeted Regions
[NO] 1196/1682 | Exploring the Potential of Large Language Models in Grid-Scale High-Voltage Transformer-Less Battery Energy Storage Systems
[NO] 1197/1682 | High-precision Magnetic Field Measurement using a Hall Sensor
[NO] 1198/1682 | Adaptive Learning Rate-Enhanced XGBoost for Smart Home Energy Forecasting with Solar Energy System Integration
[NO] 1199/1682 | Attention-Enhanced Multi-Agent Safe Reinforcement Learning for Distributed Volt-VAR Control
[NO] 1200/1682 | Reducing the Noise Impact in Field Measurements of Soil Electrical Properties
[NO] 1201/1682 | Making Data Harder to Read: Visualizations that Intentionally Increase Time and Effort
[NO] 1202/1682 | Distributed Event-Triggered Control for Isolated AC-DC Hybrid Microgrids
[NO] 1203/1682 | Visual Tracking Control Method for Quadrotors with Delayed Output and Disturbance Based on Alternating Predictive Observer
[NO] 1204/1682 | Evaluating the Impact of a Yoga-Based Intervention on Software Engineers' Well-Being
[NO] 1205/1682 | Context-Aware Sensor Fusion and Mode-Switching Control for an Autonomous Underwater Vehicle
[NO] 1206/1682 | Lightweight Frequency-Aware Super-Resolution for Real-Time Satellite Image Enhancement
[NO] 1207/1682 | Remote Sensing Case Studies: Data Driven Approach to Alternative Asset Management and Smarter Learning Operations
[NO] 1208/1682 | Super-Resolution Enhancement of Low-Light Photography Using Generative Adversarial Networks
[NO] 1209/1682 | Investigation into the Control Approach for the Auxiliary Motor during Intelligent Vehicle Steering System's Emergency Steering
[NO] 1210/1682 | City-Agnostic Demand Prediction: A Graph Attention Approach for Urban Transfer Learning
[NO] 1211/1682 | Voice Cloning and Singing Style Transfer Using Generative Adversarial Networks in Music Production
[NO] 1212/1682 | Charging Load Forecasting for Electric Vehicles Based on User Satisfaction and Road Traffic Models
[NO] 1213/1682 | 3-D Optical Interconnection of Bent Waveguides and Micro-Mirror by Planar Semiconductor Process
[NO] 1214/1682 | Cruise Trajectory Planning for Variable Configuration Unmanned Aerial Vehicle
[NO] 1215/1682 | Detecting Phishing Emails with Artificial Intelligence: A Hybrid Machine Learning Approach
[NO] 1216/1682 | Modelling and Simulation of Two-Stage Claus Converter of SRU for Hydrogen Production: Comparison with SULSIM Model
[NO] 1217/1682 | Tracking Reference Signal Periodicity and Energy Consumption: Trade-offs in 5G Networks
[NO] 1218/1682 | Visual Risk-Aware Decision-Making Method for Autonomous Driving
[NO] 1219/1682 | On the Use of Gumbel-Softmax for Differentiable Qam in Semantic Communication
[NO] 1220/1682 | Enhancing Vessel Trajectory Prediction: A Comparative Study of BiGRU and Fusion-Based Clustering BiGRU Models
[NO] 1221/1682 | Photoplethysmography Based Anxiety Management System Using Physiological and Demographic Parameters
[NO] 1222/1682 | Move with Me: Designing Wearable Technology to Encourage Physical Activity in Rural South African Children
[NO] 1223/1682 | ISRYOLO: Improving Small Object Detection in Aerial Imagery via Super-Resolution and Attention Fusion
[NO] 1224/1682 | Cmos Voltage-Averaging Feedback Relaxation Oscillator
[NO] 1225/1682 | Corn Seed Quality Classification Using Deep Learning with RGB Baselines
[NO] 1226/1682 | Optimization of charging current constraint control strategy for heated tobacco product sets based on barrier function
[NO] 1227/1682 | Lightning Protection for Spaceports and Launch Complexes - Part II: Standards, Risk Assessment, and Regulatory Gaps
[NO] 1228/1682 | Music Ocean Odyssey: Visualizing Influence and Development in Musical Networks through Artist Trajectories and Genre Evolution
[NO] 1229/1682 | Dynamic Loss Analysis and Radiator Parameter Optimization of Transformerless High-Voltage Power Conversion System for Battery Energy Storage System
[NO] 1230/1682 | Shield Sequential Quadratic Programming Model Predictive Control with Application to Safety-Critical Control of Mobile Robot
[NO] 1231/1682 | Statistical Evaluation of Machine Learning Classifiers Using Monte Carlo Cross-Validation for Breast Cancer Diagnosis
[NO] 1232/1682 | Experimental study of the joint operation of multiple nonlinear electrical loads on the quality of electrical energy in a school building
[NO] 1233/1682 | A Local Explanation Method for Deep Learning Networks based on Causal Intervention with Cross-Instance Knowledge Sharing
[NO] 1234/1682 | Interpreting Urban Regional Traffic Congestion Events via Textual Descriptions
[NO] 1235/1682 | Generation of Space Charge in Different Geometries Exposed to Electric Fields Produced by Lightning
[NO] 1236/1682 | Smart App-Assisted Cover Tracking: Protecting Children and Young Women from Human Trafficking
[NO] 1237/1682 | Sales Forecasting with Hourly Transaction Data: Comparing SARIMAX and LSTM Models
[NO] 1238/1682 | Causal Learning-Based Object Detection for Autonomous Driving
[NO] 1239/1682 | A Single-End Protection Principle for Flexible DC Collection System Based on Energy Polarity
[NO] 1240/1682 | Defect Detection Method of Basin Insulator Based on Pulse Ultra-Wideband MIMO Radar Array
[NO] 1241/1682 | Enhanced High Voltage Cable Current Carrying Capacity by Externally Wrapped Phase Change Materials
[NO] 1242/1682 | Integrated Iot Monitoring and Decision Support System for Smart Agriculture Applications
[NO] 1243/1682 | Lightning Damage Detection for Wind Turbine Blade Based on SCADA Data Analysis Using Autoencoder
[NO] 1244/1682 | Power and Electricity Balance Assessment for Renewable Power Systems via Time-Series Production Simulation with Source-Load Uncertainty
[NO] 1245/1682 | Multi-UAVs Cooperative Localization with Deep Reinforcement Learning in GPS-Denied Environment
[NO] 1246/1682 | OPTeSIM: Optimal Cellular Prepaid Plans for a Customer Base with eSIM-Capable Phones
[NO] 1247/1682 | UPS Batteries With Empty Chamber In The Box - Innovation Or Bad Practice
[NO] 1248/1682 | Performance Analysis of Uniform Fiber Bragg Grating for Enhanced Reflectivity and Reduced Sidelobes in Medical Sensing
[NO] 1249/1682 | Comparative Analysis of Proximity-Based Tracing and Close Contact Tracing Strategies: Efficacy, Efficiency, and Ethical Considerations
[NO] 1250/1682 | Mirror of Reflections: Creating Relatable AI-Generated Motivational Stories from San Youth Experiences and San Elders' Wisdom
[NO] 1251/1682 | Admittance Passivation Design for LC-Type Grid-Tied Inverters Based on State Feedback Control
[NO] 1252/1682 | Buck Converter MIL-HDBK-217F Reliability's Calculation Revision Using ANSI-VITA 51.1
[NO] 1253/1682 | Quantum Dot Doped Polymer Optical Waveguide Amplifier
[NO] 1254/1682 | Deep Learning-Driven Stock Market Forecasting Using Cloud-Based Financial Time Series Analytics
[NO] 1255/1682 | Team Spirit [President’s Message]
[NO] 1256/1682 | Song Genre Classification from Audio Data Using ML
[NO] 1257/1682 | Identifying Framing Practices in Visualization Design Through Practitioner Reflections
[NO] 1258/1682 | Simulation and Analysis of a Stacked Intelligent Metasurface (SIM) Architecture in a Real-World Scenario for 2D DFT Implementation
[NO] 1259/1682 | BullyHCL: Unsupervised Heterogeneous Graph Contrastive Learning Framework for Session-based Cyberbullying Detection
[NO] 1260/1682 | Back from the Dead: Self-recovery Strategy for Modular Planetary Exploration Robots_supp4-3644668.mp4
[NO] 1261/1682 | Front Cover
[NO] 1262/1682 | Learning Latent Multimodal Dynamics for Optimized Resource Planning
[NO] 1263/1682 | To Optimize Edge-Intelligent Cooperative Perception in Heterogeneous Vehicular Networks
[NO] 1264/1682 | DOA Estimation of Non-Circular Signals with Nested Arrays: a Block Tensor Sparse Representation
[NO] 1265/1682 | Privacy-Preserving Deep Learning for Disease Diagnosis in Medical Imaging: A Systematic Review
[NO] 1266/1682 | Dynamic Optimization of Underground Metal Mine Blending Based on the U-FDT-C-TAEA Algorithm
[NO] 1267/1682 | BulEF 2025 Title Page
[NO] 1268/1682 | Symposium Schedule
[NO] 1269/1682 | Title Page iii
[NO] 1270/1682 | Official Reviewers
[NO] 1271/1682 | ITNAC 2025 Sponsors
[NO] 1272/1682 | ITNAC 2025 Index Page
[NO] 1273/1682 | Fed-WGCA:A Federated Learning Framework With Coordinate Attention and WGAN for Enhanced Performance
[NO] 1274/1682 | Identifying Influential Nodes in Complex Networks: A Neighborhood Potential-Edge-Weight Gravity Centrality
[NO] 1275/1682 | Dynamic Coordination-Decoupling Control Strategy for Torsional Vibration Suppression and Power Stability in Electro-mechanical Transmission Systems under Asymmetric Load Conditions
[NO] 1276/1682 | Moiré-Effect-Inspired Reconfigurable Electromagnetic Wavefront Modulation Based on Cascaded Metasurfaces
[NO] 1277/1682 | Low Earth Orbit Satellite (LEOS)-Assisted Integrated Access and Backhauling in xG Wireless Communication: A Generalizable RL Framework
[NO] 1278/1682 | Sensing as a Service: Can In-Band Distributed Fiber Optic Sensing Coexist With Coherent Metro DWDM Communication Network?
[NO] 1279/1682 | Adversarial Attack Priors-Based Non-Divergence Diffusion Equation Model for SAR Speckle Removal
[NO] 1280/1682 | Session Summary Podcast: Session 1: Late-Breaking Results
[NO] 1281/1682 | Session Summary Podcast: Session 3: Workshop Session # 4 Papers
[NO] 1282/1682 | OmpSs@FPGA: An Open Source Framework for Programming FPGA Clusters
[NO] 1283/1682 | Product Guardian Role and Socio-Technical Debt Management in Large-Scale Agile
[NO] 1284/1682 | Proceedings of the IEEE/ACM 12th International Conference on Big Data Computing, Applications and Technologies
[NO] 1285/1682 | Evaluating the Influence of Interest Rates on Rooftop Solar Power Investments in Indonesia: A Techno-Economic Perspective
[NO] 1286/1682 | Power Flow Control in Hybrid Microgrids Using Unified Interphase Power Controller
[NO] 1287/1682 | True Random Number Generation with Pdl and Bias Reduction: a Nist Sp 800-22 Conforming Design
[NO] 1288/1682 | Modeling of Pseudo-Measurement Physical Quantities Based on Differentiated Distributed Photovoltaic Grid-Connection Control Modes and Distribution Network State Estimation
[NO] 1289/1682 | Regulating Electronic Structure of Sub-2 nm IrO
                    <sub>2</sub>
                    Nanocrystals with N Atoms for Enhanced Acidic Oxygen Evolution Performance
[NO] 1290/1682 | Comparative Analysis of Unsupervised Approaches for Land Cover Identification in a Localized Region Using Sentinel-2 Spectral Data
[NO] 1291/1682 | A Software-Based Approach to Optimize LoRa Antenna Positioning
[NO] 1292/1682 | LSTM-CNN for Real-Time Financial Forecasting on Cloud Infrastructure
[NO] 1293/1682 | Power Quality Characteristics of Electric Vehicle Charging Facilities
[NO] 1294/1682 | Coordinated Optimization Strategy for EV Reserve Potential Assessment and Real-Time Scheduling Considering User Willingness
[NO] 1295/1682 | Voltage Variation Estimation in Wind Farms Using Mlp Neural Networks
[NO] 1296/1682 | Enhancement of Sensitivity and Dynamic Range of 550-850 MHz Upgraded GMRT Receiver System
[NO] 1297/1682 | Optimal Strategy for Smart Pole-Based Multi-Energy System Considering Sleep Mechanism of 5G Base Station
[NO] 1298/1682 | Lunar Satellite Position Estimation Based on Monocular Vision Localization
[NO] 1299/1682 | Disaster Prediction in Data-Scarce Regions: A Comparative Study of Random Forest and XGBoost for Flood Severity Classification
[NO] 1300/1682 | Reconnecting Artifacts and Place: A Review of Situated Visualization in Cultural Heritage
[NO] 1301/1682 | Wave Inversion Technology via System Identification and Adaptive Optimization
[NO] 1302/1682 | Optimal Control and Real-Time Simulation Validation of Large-Scale Electric Vehiecles Paticipating in Frequency Regulation
[NO] 1303/1682 | Modeling Methodology for Cascade Utilization of Waste Heat in Integrated Cooling, Heating, and Power Systems for HVDC Converter Stations
[NO] 1304/1682 | A Prototype IoT-Based Modular Electronic System for Home Automation
[YES] 1305/1682 | A Comparative Analysis of Generative AI and Student Solutions in Java Programming Assignments
[NO] 1306/1682 | Vision-Based Real-Time Drowsiness Monitoring System Using OpenCV
[NO] 1307/1682 | Cellular-to-Aerial Downlink Coverage under Inter-Cell Interference
[NO] 1308/1682 | Implementation of Energy Communities: How to Overcome Barriers with Best Practices?
[NO] 1309/1682 | Improved PMBM Filtering in Multi-Target Tracking with Node-Induced Clutter
[NO] 1310/1682 | Logic-Probabilistic Approach in the Failures and Reliability Analysis of a Fire Detection System
[NO] 1311/1682 | An Emerging FET Compact Modeling Framework for Artificial Neural Networks Based on Physics
[NO] 1312/1682 | Comparative Analysis of Vector-Current Control and Power-Synchronization Control in an MMC-HVDC Connected to a Weak Grid
[NO] 1313/1682 | Infrared Thermography for Beamforming Antenna Measurement
[NO] 1314/1682 | Towards Robust and Generalizable Air-to-Air Object Detection and Tracking for Non-Cooperative Aerial Vehicles
[NO] 1315/1682 | ParallAdapt: A Holistic Adaptive Framework for Parallel Task Scheduling and Caching
[NO] 1316/1682 | Flexible Industrial demand control in response to variable energy resources
[YES] 1317/1682 | 8-Bit Pipelined Accuracy-Configurable Radix-4 Adder with Dynamic Output Adjustment
[NO] 1318/1682 | Dual-Channel Adaptive NMPC for Quadrotor under Instantaneous Impact and Payload Disturbances
[NO] 1319/1682 | GSOD-KD: Knowledge Distillation for Lightweight and Accurate Object Detection in Space Situational Awareness
[YES] 1320/1682 | Leveraging LLMs for Automated Translation of Legacy Code: A Case Study on PL/SQL to Java Transformation
[YES] 1321/1682 | A Study on Mixup-Inspired Augmentation Methods for Software Vulnerability Detection
[NO] 1322/1682 | Building Urban Resilience Through Circular Smart City: Insights from Valencia Flood
[NO] 1323/1682 | Minutiae Extraction Optimization for ARM and RISC-V
[NO] 1324/1682 | Coordination of surge protection and operation of thermal protection at metal oxide varistor (MOV)
[NO] 1325/1682 | Gyrotrons: Same principles. Same mission. New models
[NO] 1326/1682 | Performance Evaluation of Feature-Selected Vanilla LSTM for Water Level Forecasting in Lower Mekong River Basin
[NO] 1327/1682 | Research on Design Methods of Large-Capacity Grid Simulators
[NO] 1328/1682 | AI-Driven Script-to-Scene Translation for Automated Cinematic Pre-Visualization
[NO] 1329/1682 | Detecting Implicit Aspects and Sentiment in Hotel Reviews via Hybrid Embedding Methods
[NO] 1330/1682 | Digital Twins for Climate-Positive Cities: Integrating Local Climate Zones with Solar Energy Technologies and Nature-Based Solutions
[NO] 1331/1682 | Inception of lightning discharge from water drops inside thundercloud
[NO] 1332/1682 | Harmonic Source Identification Under Location Uncertainty: A Behavioral Analysis of the Grey Wolf Optimization Algorithm
[NO] 1333/1682 | Research on Polarization Current Line Protection for Characteristic Identification of Weak Faults in New Type Power Systems
[NO] 1334/1682 | Remote Laboratory Setup Using Raspberry Pi for a Digital Signal Processors Course
[NO] 1335/1682 | Electric Vehicles as Grid-Flexible Resources: Coordinated Charging and V2G Strategies Toward 2050
[NO] 1336/1682 | A Single-End Protection Principle for Flexible DC Collection System based on Energy Polarity
[NO] 1337/1682 | Advance Data Ingestion Framework - Integration, Processing, Transformation, and Loading
[NO] 1338/1682 | Distributed Control of Multi-agent Systems via Robust Graph Neural Networks
[NO] 1339/1682 | Online Assessment of Dynamic Reactive Power Reserve in Power Systems Based on Graph Convolutional Networks
[NO] 1340/1682 | Analog Audio Signal Equalizer Circuit for Hearing Aids
[NO] 1341/1682 | A Design of a Histopathology Image Augmentation Pipeline for Colon Cancer Image Processing
[NO] 1342/1682 | External Quantum Efficiency Evolution of Light-Emitting Diodes under γ-rays, Electrons, Neutrons and Protons
[NO] 1343/1682 | Prediction of Operational Risk in Rural Credit Banks Based on CNN and LSTM Methods
[NO] 1344/1682 | An Integration of Fine-Tuned RoBERTa, Support Vector Machine, and Differential Evolution in Enhancing Multi-Label Text Classification for Academic Publications
[NO] 1345/1682 | Ai Virtual Inspection and Environmental Monitoring Platform
[NO] 1346/1682 | Online Platform for Readers: Virtual Library Management
[NO] 1347/1682 | Single Mode Multifiber Expanded Beam Connector for Immersion Cooling System Using GRIN Lens
[NO] 1348/1682 | Multi-Objective Optimal Control of CHB-Based Energy Storage Converters Under Unbalanced Grid Voltage Conditions
[NO] 1349/1682 | Electricity and Carbon Trading Considering Carbon Emission Environmental Pollution of Industrial Customers
[NO] 1350/1682 | 4D Millimeter-Wave Radar Point Cloud Processing via Global Optimization and Dynamic Enhancement
[NO] 1351/1682 | ThreatsMaps: Automatic adjustment of CTI with the Running System
[NO] 1352/1682 | Smart EV Charging via Federated Meta-Dueling Double Deep Q-Network with Prioritized Experience Replay
[NO] 1353/1682 | Optimal Battery Life Cycle Management in PV/Wind/Diesel/Fuel Cell Based DC Microgrids using Secretary Bird Optimization
[NO] 1354/1682 | GTA: A Graph-Transformer Architecture for Micro-Expression Recognition
[NO] 1355/1682 | Rethinking ISAC Limits over Doubly-Dispersive Channels: A CRLB Analysis Exploiting ISI and ICI
[NO] 1356/1682 | API&amp;APDR Control Applied to LLC Resonant Converters with Output Current Control
[NO] 1357/1682 | Beyond the Black Box: A Framework for Explainable and Attack-Resilient Federated Anomaly Detection in IIoT
[NO] 1358/1682 | Study on the Computational Model for the Growth Rate of Wire Icing Due to Rime
[NO] 1359/1682 | IEEE Internet of Things Journal Information for Authors
[NO] 1360/1682 | Grateful for the Journey [Editor’s Comments]
[NO] 1361/1682 | JCSSE 2025 List Reviewer Page
[NO] 1362/1682 | Technical Program Committee
[NO] 1363/1682 | RADIO 2025 Special Events
[NO] 1364/1682 | 2025 International Conference on Power, Instrumentation, Control, and Computing (PICC)
[NO] 1365/1682 | JCSSE 2025 Cover Page
[NO] 1366/1682 | Table of Contents
[NO] 1367/1682 | Author Index
[NO] 1368/1682 | 2025 IEEE International Conference on Unmanned Systems (ICUS)
[NO] 1369/1682 | On Resolving Non-Preemptivity in Multitask Scheduling: An Optimal Algorithm in Deterministic and Stochastic Worlds
[NO] 1370/1682 | Design Approach of Broadband Phase-Dispersive Metasurface for EM Illusion Using Deep Learning-Based Method
[NO] 1371/1682 | Neural Machine Unranking
[NO] 1372/1682 | A 24.5–45.2-GHz Low-Jitter Compact Differentially Injection-Locked Clock Multiplier With Folded-Inductor-Based Magnetic-Flux Cancellation
[NO] 1373/1682 | Bridging the Modality Gap: Enhancing Channel Prediction with Semantically Aligned LLMs and Knowledge Distillation
[NO] 1374/1682 | Recursive Gaussian Process Based Safety Assurance Exploration Control in Unknown Environments
[NO] 1375/1682 | Cargo UAVs Pick-up Systems for Low-Altitude Economy With Communication Quality, Battery Energy, and Time Window Constraints
[NO] 1376/1682 | A Weakly Supervised Machine Learning Procedure for Acoustic Emission Quench Diagnostics
[NO] 1377/1682 | Design and Performance Analysis of Mobile Robots Climbing along Vertical Tracks
[NO] 1378/1682 | Intelligent recognition and handling of carton packing straps using 3D laser vision and deep learning
[NO] 1379/1682 | Transmission Capacity Analysis of Low-Frequency AC Transmission Overhead Line Under New Energy Delivery Scenario
[NO] 1380/1682 | Intellectus: An AI Model to Enhance Student Cognitive Performance, Increase Knowledge Acquisition, Boost Academic Integrity and Mitigate AI Over-Reliance in Education
[NO] 1381/1682 | Research on the Efficiency of Different Classes of Electric Cars
[NO] 1382/1682 | Smart Building-Robot Cooperation via Delegated Control: Enabling Lightweight Elevator Integration
[NO] 1383/1682 | A Survey on Generative AI Applications for Geo-Economic Pattern Modeling and Predictive Mapping
[NO] 1384/1682 | Research on Line Loss Prediction Method for Low Voltage Distribution Stations Based on GWO-SVMD and LSTNet
[NO] 1385/1682 | SPEP: Adaptive Resource Orchestration in Quantum Networks through Strategic Entanglement Pre-Positioning
[NO] 1386/1682 | Kolmogorov–Arnold Networks for Marine Aquaculture Site Suitability: A Case Study in the Southeastern Sea of Tamil Nadu
[NO] 1387/1682 | Deep Learning-Driven Sustainable Data Architecture for Financial Forecasting and Decision Support in Financial Institutions
[NO] 1388/1682 | Single-Phase Grounding Protection Method for AC Microgrids Based on Single-Ended Ranging
[NO] 1389/1682 | Fabrication of Flexible Electrochemical Sensor for Interstitial Fluid Biomarker Monitoring Using Pattern Transfer Method
[NO] 1390/1682 | Non-Intrusive Load Disaggregation Based on TimesNet and Transfer Learning
[NO] 1391/1682 | Evaluating Building Damage Classification Accuracy: A Benchmarking Study of UNet
[NO] 1392/1682 | Analyzing the Reactive Power Compensation Influence on Small Oscillation in Distribution Network Operations
[NO] 1393/1682 | A Multidimensional Framework for Evaluating Socio-Technical Innovation Readiness in Urban Living Labs: Methodology and Application
[NO] 1394/1682 | Pid Controlled Hybrid Renewable Energy System with Load Sharing Topology
[NO] 1395/1682 | Distributed Cooperative Target Search Method for Multiple UAVs Under Communication Range Constraints
[NO] 1396/1682 | Experimental Evaluation of the Influence of Current Measurement Point on DC Arc Fault Detection in Photovoltaic Inverters
[NO] 1397/1682 | Equivalent Circuit Modelling in Pumped-Hydro Energy Storage Systems
[NO] 1398/1682 | Study of Small Target Defect Detection on Packaging Surface Based on Improved YOLOv5n
[NO] 1399/1682 | Implementation of a Battery Energy Storage System (BESS) at an existing hydroelectric power plant
[NO] 1400/1682 | Research on Real-Time Electromagnetic Transient Simulation Modeling of High Proportion New Energy Power System with Multiple DC Feed-in
[NO] 1401/1682 | Coordinated Beamforming for Interference Management in a CoMP-Based Integrated Terrestrial and Non-Terrestrial Network
[NO] 1402/1682 | A Multi-Object Tracking Method Based on Multi-Drone Collaborative Perspectives
[NO] 1403/1682 | Robust Sleep Bruxism Detection Using Multimodal Physiological Signal Classification and Crossdataset Machine Learning
[NO] 1404/1682 | Sensorless Speed Control of Induction Motor Using SMO
[NO] 1405/1682 | Carbon-Aware Scheduling of Software Updates in Personal Computers
[NO] 1406/1682 | In-Situ Error Detection Flip Flops for SEU and SET in 180 nm Bulk CMOS
[NO] 1407/1682 | Investigation of the Mechanical Properties of Electrical-Grade Aluminum (Al 99.9%) Modified with Carbon Nanomaterials
[NO] 1408/1682 | OpenAtlas Discovery: A Cross-Domain Visualization Platform for the Digital Humanities
[NO] 1409/1682 | Analysis of failures in the medium voltage power distribution network
[NO] 1410/1682 | Improving Wind Speed Forecasting using a Novel hybrid model of Convolutional Neural Network and Transformer with Multi-head Attention Mechanism
[NO] 1411/1682 | Absorptive and Highly Selective Band-Pass Polarization-Selective Surface
[NO] 1412/1682 | A Linear Transformation-based Temporal-Continuous Approach of Aggregating GDERs
[NO] 1413/1682 | Pseudo-Relevance Feedback with Deep Learning for Automated ICD-10 Coding
[NO] 1414/1682 | Real-Time Radiation Dosimeter Using SRAM Power-Up State
[NO] 1415/1682 | Exploring the Adoption and Loyalty Factors in Wondr by BNI Using an Extended UTAUT2 Model
[NO] 1416/1682 | Fault-Tolerant Control Strategy for High-Voltage Fault-Tolerant Permanent Magnet Synchronous Generators under Open-Circuit Faults
[NO] 1417/1682 | Design of Virtual Trainer (VITRI) Based on Virtual Reality Using Immersive Methods to Enhance Hard Skills and Soft Skills of Vocational High School Students in LKS Competitions
[NO] 1418/1682 | Goal-conditioned Trajectory Generation for Planning with Flow Matching in Offline RL
[NO] 1419/1682 | Electronic Component Waste Identification and Classification System Based on Deep Learning
[NO] 1420/1682 | Synthetic Climate Data Generation Using Generative Adversarial Networks for Drought Modelling in Southern Africa
[NO] 1421/1682 | Development of an AI-Based Speech Recognition System for Chinese Dialects: A Case Study
[NO] 1422/1682 | Multimodal Intelligent Dynamic Network Slicing for V2X: A Review
[NO] 1423/1682 | Research on Error Characteristics of Low-Frequency Electromagnetic Voltage Transformers
[NO] 1424/1682 | Channel Estimation for Triple-IRS Aided Communication Systems
[NO] 1425/1682 | Multi-Objective Sizing of Bess for Frequency Regulation
[NO] 1426/1682 | Non-Destructive Diagnosis of Cracks in SMD Capacitors Using Deep Learning on Impedance Spectra
[NO] 1427/1682 | Towards Requirements Engineering for RAG Systems
[NO] 1428/1682 | Seamless Data Migration between Database Schemas with DAMI-Framework: An Empirical Study on Developer Experience
[NO] 1429/1682 | Agent-Based Approaches Towards Smart Higher Education: A Preliminary Review
[NO] 1430/1682 | From Blind Exploration to Structured Search: A LLM-Enhanced MARL Framework via Subgoal Planning Forest
[NO] 1431/1682 | Research Progress on Rogowski Coil Errors in the Context of New-Type Power Systems
[NO] 1432/1682 | Research on the Transmission Capacity of the Renewable Power Sources VSC-HVDC Islanded Delivery System under Steady-State Voltage Constraints
[NO] 1433/1682 | Optimal Transmission Model Development for Japanese Electricity System under Carbon Neutrality Scenario
[NO] 1434/1682 | Effect of Impulse Corona on Lightning Withstand Level and Overvoltage Under Multiple Lightning Strikes
[NO] 1435/1682 | Distributed Game-Based Control for Open Multi-USV Systems under Directed Networks
[NO] 1436/1682 | AI-Powered Environmental Monitoring for Urban Industrial Disaster Prevention: Transferring Deep Learning Contamination Detection to Urban Resilience Frameworks
[NO] 1437/1682 | Passive Hybrid Common-Mode Emi Filter for Dcac Converters with Reduced Common-Mode Inductance
[NO] 1438/1682 | Band Selection for Hyperspectral Image Classification using DBSCAN-Informed Spectral Attention Network
[NO] 1439/1682 | Utilizing Data Science to Address Gender Disparities in Health in Africa: A Review
[NO] 1440/1682 | Use of Single-phase Transformers in Distribution Power lines in Bulgaria: Economic and Reliability Analyses.
[NO] 1441/1682 | Data-Driven Health Management Model Construction: A Review of Methods for Small-Sample and Imbalanced Scenarios
[NO] 1442/1682 | Innovative Applications Based on Supercapacitor Products in Construction Site
[NO] 1443/1682 | Design of Quick-Open/Quick-Close Arc Extinguishing Switches Common to 10kV and 35kV Cable Line Power Supply Operation
[NO] 1444/1682 | Integrated Design of a Wall-Climbing Hexapod with Negative-Pressure Adsorption and Cable-Driven Manipulator for Power Equipment Maintenance
[NO] 1445/1682 | Integration of a Sink Node and Django Platform for Solar-Powered Battery-Free Wsns: Enabling Ip Connectivity and Cloud Data Management
[NO] 1446/1682 | An Energy Management Strategy for Islanded DC Microgrids: A Case Study on Efficient Energy Exchange Among Residential Houses
[NO] 1447/1682 | Load Dispatch Applying Koopman MPC for Non-Convex Optimization in Interconnected Power Systems
[NO] 1448/1682 | Face Anti-Spoofing Through Perspective Distortion of Facial Landmarks
[NO] 1449/1682 | Stealthy False Data Injection Attacks in Smart Grids with Different Anomaly Detectors
[NO] 1450/1682 | Investigating the Fine-Tuning of Large Language Models for Indonesian Sentiment Analysis
[NO] 1451/1682 | Voltage Control Strategy to Improve the Power Transmission Capacity of Wind Storage Power Station in Weak Grid
[NO] 1452/1682 | Rate-Distortion Driven Overfitting of Quality Enhancement Neural Networks for Video Coding
[NO] 1453/1682 | Impact of EV Charging on Voltage Margin in High PV Penetration Tourist Regions
[NO] 1454/1682 | Energy-Aware Resource Allocation for Multi-Operator Cell-Free Massive MIMO in V-CRAN Architectures
[NO] 1455/1682 | Deep Learning for Pulsed Electric Field Treatments in Cardiology and Oncology
[NO] 1456/1682 | Infrared Analysis of Sulfur Hexafluoride Gamma Irradiation Degradation Products
[NO] 1457/1682 | A Multi-Criteria Optimization for Parallel System Restoration Planning in Power Grids with PV-BESS
[NO] 1458/1682 | Distribution Losses Projection based on Asset and Target Sales Energy
[NO] 1459/1682 | Performance Variations of Transistor Amplifier Circuits Due to Lightning Transient
[NO] 1460/1682 | ThaiScamBench: Toward a Benchmark Dataset for Scam and Phishing Detection in the Thai Language
[NO] 1461/1682 | Research on the Design and Control Method of Controllable Demagnetization Module of Magnet Power Supply Based on Synchronous Rectification
[NO] 1462/1682 | Embedded ECG Analytics for Remote Health Monitoring
[NO] 1463/1682 | Unsupervised Learning Methods Applied to Honeypot Data for Detecting Cyberattacks
[NO] 1464/1682 | Emotional Strain and Frustration in LLM Interactions in Software Engineering
[NO] 1465/1682 | The Impact of Environment Configurations on the Stability of AI-Enabled Systems
[YES] 1466/1682 | Towards Automated Detection of Inline Code Comment Smells
[NO] 1467/1682 | Study of Lightning Response Characteristics of Lightning Arrester Based on Equivalent Circuit Model
[NO] 1468/1682 | ISCT 2025 Author Index
[NO] 1469/1682 | Optimization-Driven Design and Research of Piezoelectric Vibration Energy Harvesters Based on Shape Geometry
[NO] 1470/1682 | Copyright Page
[NO] 1471/1682 | RSRefSeg 2: Decoupling Referring Remote Sensing Image Segmentation with Foundation Models
[NO] 1472/1682 | TinyForestCD: A lightweight approach for enhanced detection of forest changes in Sentinel-2 imagery
