[2026-01-03 09:09:53] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-01-02
正在获取论文...
[IEEE] 2026-1-2 | Author Papers Index ENC 2025
[NO] 551/999 | Machine Learning Model for Cyber Security Attack Detection in Smart Grid Network
[NO] 552/999 | Embedded Fuzzy Logic Controller for a Pneumatic Levitation System
[YES] 553/999 | TinyML Unleashed: Accelerating TensorFlow Lite Micro Kernels with RISC-V Vector Extension
[NO] 554/999 | Design and Simulation of Grid-Connected Vertical Axis Wind Turbines for Roadside Energy Harvesting from Vehicle-Induced Airflow
[NO] 555/999 | Robust $\mathrm{L}_{1}$ Control of Uncertain IBRs in Dynamic Virtual Power Plants
[NO] 556/999 | A Study on a Deep Learning-Based Long-Term Bad Driving Behavior Recognition
[NO] 557/999 | A Polar Feature Based Convolutional Random Forest Classifier for Modulation Classification in Resource Constrained Application
[NO] 558/999 | Development of a Digital Twin Platform for Green Infrastructure Evaluation
[NO] 559/999 | A Predictive Approach for Transport Protocol Multi-Connectivity Scheduling
[NO] 560/999 | Leveraging Minimal Path Sets for Reliability Block Diagram Evaluation
[NO] 561/999 | Analitiဍki simulator CT skenera sa lepezastim snopom za analizu odnosa apsorbovane doze i kvaliteta rekonstruisane slike
[NO] 562/999 | Transhumeral Prostheses and Compliant Mechanisms: A Pathway for Rehabilitation
[NO] 563/999 | ICIIBMS 2025 Blank Page
[NO] 564/999 | IEEE ENC 2025 Committee
[NO] 565/999 | ICIIBMS 2025 Blank Page
[NO] 566/999 | 2025 IEEE PES Conference on Innovative Smart Grid Technologies - Middle East (ISGT Middle East)
[NO] 567/999 | Multi-Layer Device-Level Electro-Thermal Real-Time Simulation and Multi-Purpose HIL Testing of Power Electronics Converters
[NO] 568/999 | A Pairwise Comparison Relation-Assisted Multiobjective Evolutionary Neural Architecture Search Method With Multipopulation Mechanism_supp1-3647894.pdf
[NO] 569/999 | Seasonal Variability of Sea Ice Bulk Density During the MOSAiC Expedition: Results from Synergistic In-Situ, Airborne, and Satellite Observations
[NO] 570/999 | Multi-Tree Genetic Programming With Deep Contextual Bandits for Learning-Assisted Scheduling of Cluster Tools Integrating Stockers
[NO] 571/999 | Toward State Estimation Algorithms in Cooperative Positioning: A Comprehensive Framework Design and Its Realization_supp9-3645051.mp4
[NO] 572/999 | Study on income increase effect of agricultural production structure adjustment
[NO] 573/999 | Endogenous Formation of Collective Behavioral Patterns of Human-Autonomous Mobility Interactions in Mixed-Use Traffic Environments
[NO] 574/999 | Cautious Optimism: Parents’ Views of a Robotic Music Tutor
[NO] 575/999 | Integrating Generative AI with Human-Centered Pedagogy: An Innovative Path for Vocational Education
[NO] 576/999 | Can LLMs be Surprised? Evaluation and Analysis of Surprise Expression of LLMs
[NO] 577/999 | HelpAgent: Explainable Agent-based Helpdesk System
[NO] 578/999 | Personality-Aware Multiagent Large Language Models for Strategic Interactions in Polymatrix Games
[NO] 579/999 | Session Summary Podcast: Session 10: Paper Session J - Cybersecurity/Security Education
[NO] 580/999 | Review for "Fusing Hyperspectral Proximal Sensing to Enhance Chlorophyll-a Estimation from Sentinel-2"
[NO] 581/999 | Author response for "Fusing Hyperspectral Proximal Sensing to Enhance Chlorophyll-a Estimation from Sentinel-2"
[NO] 582/999 | Integration of MLOps into the Software Development Lifecycle: A Systematic Review
[NO] 583/999 | Evaluating Readout Strategies in Liquid State Machines: Coding Schemes, Classifiers, and Separability Metrics
[NO] 584/999 | Towards 6G: A 5G system Latency Analysis
[NO] 585/999 | Perception Offloading for Autonomous Mobility in a Beyond-5G Edge-enabled Environment
[NO] 586/999 | Liver Tumor Segmentation: A Comparative Study of Optimized CNN Models and a Dual-Model Approach
[NO] 587/999 | Hardware Efficient CRC Algorithm for 5G-NR
[NO] 588/999 | Implementation of a Large Language Model (LLM) for Spanish-Nahuatl Translation
[NO] 589/999 | Integration of Classification, Survival, and Explainability Models for Breast Cancer Recurrence Prediction Using Clinical and Molecular Data
[NO] 590/999 | Assessing the Impact of Network Regularizers on the Performance of Convolutional Neural Network Architectures Evolved by DeepGA
[NO] 591/999 | RIS Selection in 6G Networks
[NO] 592/999 | A Machine Learning Framework with Enhanced Generalizability for Lithium-Ion Batteries SOC Estimation
[NO] 593/999 | Agentic BDD Testing of Dialog Systems: Stabilizing the Dialog Manager via Failure-Driven Evolution
[NO] 594/999 | Circular Analysis of Long-Term GNSS Horizontal Positioning Error Time Series Observed in the Sub-Equatorial Region
[NO] 595/999 | How Helpful is AI, Really? Quantifying the Impact of Various Platforms on Student Exam Outcomes
[NO] 596/999 | Linking Body, Behavior, and Perception: A Multi-Domain Clustering Approach to Elderly Health Profiling
[YES] 597/999 | A Large Language Model-Driven Multi-Agent Human-Machine Interaction Framework
[NO] 598/999 | Resource Monitoring in an Open Virtualized RAN
[NO] 599/999 | Towards Human Engagement with Realistic AI Combat Pilots
[NO] 600/999 | Session Summary Podcast: Session 19: Lightning Talks
[NO] 601/999 | Session Summary Podcast: Session 30: Applications: Large-Scale Scientific Simulation
[NO] 602/999 | Session Summary Podcast: Session 6: Performance: Analysis Tools
[NO] 603/999 | Author Index
[NO] 604/999 | Real-time Elimination of Harmonic Drift for Hemispherical Resonator Gyro Based on FRP Control Scheme
[NO] 605/999 | FNWF 2025 Paper List
[NO] 606/999 | FNWF 2025 Cover Page
[NO] 607/999 | Toward State Estimation Algorithms in Cooperative Positioning: A Comprehensive Framework Design and Its Realization_supp2-3645051.mp4
[NO] 608/999 | Extending Merge Resolution to a Family of QBF-Proof Systems
[NO] 609/999 | An Integrated Approach to Multi-agent Scheduling with Bounded Objectives in an Urban Setting
[NO] 610/999 | Author response for "Seasonal Variability of Sea Ice Bulk Density During the MOSAiC Expedition: Results from Synergistic In-Situ, Airborne, and Satellite Observations"
[NO] 611/999 | Genetic Algorithm with Initial Driven Solutions Applied in the Automatic Design of Passive Analog Low-Pass and High-Pass Filters
[NO] 612/999 | Powering Data Centers: Business Case Insights into DC-Coupled Vs AC-Coupled PV with Bess
[NO] 613/999 | An Alternative Architectural Language
[NO] 614/999 | Design and Analysis of an Aerator to Reduce Biofouling on Ships
[NO] 615/999 | Synthetic Aperture Radar Position Estimation Using Stereo Cameras
[NO] 616/999 | Hybrid Permission–API GNNS with Temporal Descriptors and Adaptive Ensembles for Android Malware Detection
[NO] 617/999 | Load Forecasting and Optimization of EV Charging for Grid Stability in Campus Microgrids
[NO] 618/999 | Non-Contact Heart Rate Monitoring with Millimeter-Wave Radar: Wavelet-AMP and Spectral Analysis Design
[NO] 619/999 | Data Integration Applications of Palmprint and Palm Vein Fusion Recognition in AIoT Systems
[NO] 620/999 | Industrial Open RAN Deployment: A Comparative Performance Evaluation of Open and Commercial gNBs
[NO] 621/999 | ML based Anomaly Detection for Enhanced 5G mmWave Beam Tracking in Transitory Environment
[NO] 622/999 | Impact of ADAS and V2X Penetration Rates on Cooperative Active Safety
[NO] 623/999 | Mobility-Aware Resource Allocation in 5G O-RAN using ns-3
[NO] 624/999 | Fusion Edge Selection Method Using a Slime Mold Model
[NO] 625/999 | Research on the development of the modern industrial system empowered by artificial intelligence technology
[NO] 626/999 | Crack-YOLO: A Instance Segmentation Algorithm for Pavement Crack Based on YOLOv8
[YES] 627/999 | A Field Study of Prompt Programming with LLM
[NO] 628/999 | Kubernetes based Microservice Placement with Dynamic Resource Allocation
[NO] 629/999 | Relationship between Posture of Avatar and Perceived Trust
[NO] 630/999 | AI-Enhanced Interactive Storytelling: Supporting Executive Functions and Cultural Learning Through Participatory Design
[NO] 631/999 | "Why Always Me?" Rumination and Self-Blame Are Stronger After Human Than Algorithmic Rejection in Job Applications
[NO] 632/999 | Parameter-Free Dual-Granularity Weighted Multi-View Fuzzy $c$-Means Clustering
[NO] 633/999 | Toward State Estimation Algorithms in Cooperative Positioning: A Comprehensive Framework Design and Its Realization_supp6-3645051.mp4
[NO] 634/999 | Fundamental Limits of Coded Caching with Fixed Subpacketization
[NO] 635/999 | 2025 33rd Telecommunications Forum (TELFOR)
[NO] 636/999 | 2025 10th International Conference on Intelligent Informatics and Biomedical Sciences (ICIIBMS)
[NO] 637/999 | Session Summary Podcast: Session 11: Precision and Real Number Representations
[NO] 638/999 | Session Summary Podcast: Session 5: Language and Communication
[NO] 639/999 | Review for "Fusing Hyperspectral Proximal Sensing to Enhance Chlorophyll-a Estimation from Sentinel-2"
[NO] 640/999 | Design and Functional Simulation of a Specialized EEPROM for Reliable Storage of Physiological Data in FPGA Environments Using Xilinx ISE
[NO] 641/999 | Multi-Authority Attribute-Based Encryption With Attribute Verification Using Zero Knowledge Proofs
[NO] 642/999 | Prediction Air Temperature in Geothermal Heat Exchangers Using Pseudorandom Numbers: The New DARL Model
[NO] 643/999 | Optimization of Cnn Architectures for Training on Resource-Constrained Edge Devices Using Pso
[NO] 644/999 | Evolving Protection Frameworks for Smaller Microgrids
[NO] 645/999 | Optimal Energy Scheduling for Enhanced Resilience in Clustered Microgrids Integrating Hydrogen Storage and Demand Response
[NO] 646/999 | Web Application for Predicting Image Memorability Using a Machine Learning Model
[NO] 647/999 | Analysing and Improving National Renewable Energy Forecasts: A Case Study in Belgium
[NO] 648/999 | Assessment of Carbon Intensity and Carbon Payback Period for Domestic Photovoltaic Systems
[NO] 649/999 | Circuit Breaker Surface Icon Recognition Based on an Improved YOLOv8 Approach
[NO] 650/999 | Integrating Retrieval-Augmented Generation and Large Language Models for Financial Question Answering
[NO] 651/999 | Intelligent Surfaces for Intelligent Sensing: A 5G NR-Based CommSense Approach using RIS
[NO] 652/999 | Point cloud matching-based AR navigation for robot-assisted laparoscopic partial nephrectomy
[NO] 653/999 | Optimization of Kinematic Control Laws in Differential Robots Using the White Shark Optimizer
[NO] 654/999 | Spatial Patterns of Access to Water and Housing in Municipalities of the Mexican Republic: Structural Challenges for Sustainable Development and Smart Cities
[NO] 655/999 | Optimized SCADA Alarm Management Strategies for Power Distribution Network
[NO] 656/999 | GraphNNK - Graph Classification and Interpretability
[NO] 657/999 | Improved SLAM Accuracy for Agricultural Robots via Depth Image Reconstruction
[NO] 658/999 | Artificial Intelligence Noise Estimation for Adaptive Energy Detection in Dynamic Radio Environments
[NO] 659/999 | Session Summary Podcast: Session 4: Paper Session D - Cybersecurity/Security Education
[NO] 660/999 | Session Summary Podcast: Session 7: Paper Session G - Cybersecurity/Security Education
[NO] 661/999 | HVTC-GAN: A High-level Vision Task Cooperative GAN for SAR-to-Optical translation via Semantic Segmentation
[NO] 662/999 | Design and Control of an Electrolytic Capacitorless Three-Phase On-Board Charger Based on Active Third-Harmonic Current Injection
[NO] 663/999 | Joint Design of Optical Phased Array Beamforming and OFDM Waveform in Optical Wireless Integrated Sensing and Communication
[NO] 664/999 | Session Summary Podcast: Session 2: Benchmarking
[NO] 665/999 | Session Summary Podcast: Session 1: Higher-Level Languages
[NO] 666/999 | Enhancing Observational Learning of Full-Body Movements in Sports via Synchronized Visuo-Motor and Visuo-Tactile Stimuli
[NO] 667/999 | HART-Pruner: A Human-Aligned Token Reduction Method for Interpretable and Efficient Vision-Language Inference
[NO] 668/999 | The Architecture of Trust: A Three-Layered Mathematical Model for Human-Robot Collaboration
[NO] 669/999 | Real-Time Adaptive Visual Backgrounds for Supporting Dialogue
[NO] 670/999 | Designing Migrating Agents: Key Factors for Preserving Identity Perception
[NO] 671/999 | Predicting Cooperative Overlap Timing to Enhance Human-likeness in Spoken Dialogue
[NO] 672/999 | Session Summary Podcast: Session 18: Anomaly Detection, Failure Management, and Resilience 2
[NO] 673/999 | Session Summary Podcast: Session 22: Machine Learning: Training at Scale 2
[NO] 674/999 | Session Summary Podcast: Session 8: System Software and Cloud Computing: Resource Utilization
[NO] 675/999 | A Novel Adaptive Transform for Fetal Heart Rate Estimation
[NO] 676/999 | Multi-Task Learning Framework for Spanish Speech Emotion Recognition
[NO] 677/999 | Expert-V: a Modular Virtual Laboratory System With Advanced Virtual Reality Simulation for Engineering Education
[NO] 678/999 | Adaptive Cybersecurity for Industrial Environments Using Evolutionary Algorithms: A Methodological Proposal
[NO] 679/999 | Experimental Evaluation of a Fuzzy Logic-Based Controller for a Two-Wheeled Balancing Robot
[NO] 680/999 | Power Electronics and Control for an off-Grid Agrivoltaic Irrigation System
[NO] 681/999 | Overview of the RENEW Platform, an AI and DT-driven Solution Aimed at Optimizing Care for Hypertensive Patients
[NO] 682/999 | Ultra-Wideband Multi-Purpose MIMO Antenna Design for Communication Applications
[NO] 683/999 | Assessing Vehicle-to-Grid as A Flexible Energy Storage Solution for Buildings: Case Studies and Policy Outlook in Romania
[NO] 684/999 | Formal Verification of a Generic Algorithm for TDM Communication Over Inter Satellite Links
[NO] 685/999 | Lcoe Reduction in African Off-Grid Rural Microgrids: a Systematic Approach Using Dsm and Innovative Bchp Integration
[NO] 686/999 | Electromagnetic Interference from Constant-Current SMPS in Amateur Radio Bands up to 150 MHz
[NO] 687/999 | Integrating V2X-Based Maneuver Coordination System with Autonomous Cooperative Driving
[NO] 688/999 | RIS-Assisted Full Duplex MAC Protocol for NR-V2X with ML-Driven QoS Prediction
[NO] 689/999 | An AI-Driven Framework for Real-Time Fault Detection and Demand Prediction in 5G Networks
[NO] 690/999 | QURE:Quantum-Resistant Encryption Strategies For Confidential Computing
[NO] 691/999 | User-Centric Comparison of 5G NTN and DVB-S2/RCS2 Using OpenAirInterface and OpenSAND
[NO] 692/999 | MQTT Messaging-Based Monitoring of Multi-Storied Residential Buildings in Smart Cities
[NO] 693/999 | Towards Cloud-Native RAN for 6G NTN-Based Connectivity in Aviation
[NO] 694/999 | Hybrid Autoencoder-Based Framework for Early Fault Detection in Wind Turbines
[NO] 695/999 | Enhancement of Routing Protocols for VANETs and FANETs Using Machine Learning
[NO] 696/999 | Neural Network-Based Estimation of PV Power Reserve for Optimal Power Sharing in Grid-Forming Inverter Systems
[NO] 697/999 | The Role of a Critical Tongue Dialogue Strategy in Stimulating Emotion Regulation: An Interaction Model and Video-Based Study
[NO] 698/999 | Exploring the Relationship Between Ostracism and Communication Apprehension in Human-Robot Interaction
[NO] 699/999 | Explainable Social Agent Behavior: A Three-Value Model in Simple Rummy Game
[NO] 700/999 | Increasing Rapport by Making Conversational Agents (Sound) More Understanding: Outline of the Training Dataset and Experimental Validation Studies
[NO] 701/999 | The Role of Machine Learning in Reducing Healthcare Costs: The Impact of Medication Adherence and Preventive Care on Hospitalization Expenses
[NO] 702/999 | Digital Economy, Rural Industry Revitalisation and Rural Consumption-An Empirical Study
[NO] 703/999 | Research on AI-enabled UGC Content Innovation in Mobile Social E-commerce
[NO] 704/999 | A Systematic Review on Gait Analytics in Disorders with Motor Phenotypes Utilizing Inertial Measurement Units and Plantar Pressure Sensors
[NO] 705/999 | LoRaWAN System for Tracking Number of People in a Room
[NO] 706/999 | Subjective Perception of the Quality of Data Services for Smartphone Applications
[NO] 707/999 | Relay-Enabled Dual-Hop Network in 6G Bands
[NO] 708/999 | Design and Performance Investigation of Noncoupled High-Gain DC-DC Boost Converter With Reduced Stress and Ripple for Renewable Energy Systems
[NO] 709/999 | Hybrid Deep Learning and Wavelet Scattering for Non-Intrusive Load Monitoring in Smart Farming Energy Systems
[NO] 710/999 | Distance Metric Robustness in RSSI Fingerprinting Under Sparse Access Point Conditions
[NO] 711/999 | MAB-Based Dynamic Task Offloading in Heterogeneous Edge Networks
[NO] 712/999 | Utensil Classification using Computer Vision: A Feasibility Study on Preventing Kitchen Accidents for Diverse Users
[NO] 713/999 | Disposable Inkjet-Printed Flexible Strain Sensors for Respiratory Rate Monitoring
[NO] 714/999 | Research on Intelligent Control Methods for Wireless Charging Systems of Electric Vehicles
[NO] 715/999 | Bayesian Optimization for Tuning Random Forest in SMOTE-Based Cross-Project Software Defect Prediction paper
[NO] 716/999 | An Improved YOLOv11-Based Intelligent Detection Method for On-Site Operation Safety Protection in Power Construction Environment
[NO] 717/999 | Transfer Learning for Brain Tumor MRI Image Classification: A Comparative Study of Custom Deep Learning Models with K-Fold Cross Validation and Ensemble
[NO] 718/999 | Micro-Mechanical Antennas: Modelling, Estimation, and Performance Evaluation
[NO] 719/999 | Convergence of 6G and ATSC3 Networks via Broadcast to Everything (B2X): Use cases, Solutions and Collaborations
[NO] 720/999 | Constant-Impedance T and $\Pi$ Phase Shifters
[NO] 721/999 | Validation and Analysis of Grid-Following Control for Connecting Renewable Energy Sources to the Grid in Hardware-in-the-Loop with Comparison to Simulation
[NO] 722/999 | Kernel-Level DDoS Protection Using eBPF in Iot Networks
[NO] 723/999 | Early Attestation of the Confidential Virtual Machine with Full Disk Encryption Support
[NO] 724/999 | A 200 GHz Bow-Tie Antenna Employing Frequency Selective Surface Integration for On-Chip Systems
[NO] 725/999 | Secure Quantum Federated Learning Framework for URLLC in 6G Smart Healthcare Systems
[NO] 726/999 | Blockchain-Enabled Federated Learning for Proactive Cyber-Physical Threat Mitigation in AI-Driven Renewable Smart Grids
[NO] 727/999 | The Impact of Health Literacy in a Virtual Agent Intervention Addressing Barriers to Cancer Clinical Trial Participation
[NO] 728/999 | The Impact of green finance on ESG performance in Chinese listed companies: a moderating effect of fin-tech
[NO] 729/999 | AI in Education: Review and Prospect
[NO] 730/999 | From Goal Inference to Animacy: A Bayesian Perspective on How We Perceive Agents in Motion
[NO] 731/999 | Cover Page
[NO] 732/999 | Pavement Crack Detection on the Basis of a Maximum Eight-Direction Filter and Image Features
[NO] 733/999 | A High Accuracy Modified FDTD(2,4) Scheme with More Relaxed Stability Condition
[NO] 734/999 | Editors
[NO] 735/999 | AI-Driven Optimization of THz Vehicular Communication
[NO] 736/999 | Simple Linear Dc Link Voltage Controller to Improve Transient Response of Pfc Rectifiers Under Stability and Current Quality Constraints
[NO] 737/999 | A Proposed Architecture for C-V2X-Based Mesh Networking in Infrastructure-Less Environments
[NO] 738/999 | FL-MultiDDoSNet: A Visual Federated Fusion for Securing Future Networks Against DDoS Attacks
[NO] 739/999 | DQN-Based Joint Scheduling of eMBB and Massive URLLC in 5G Networks
[NO] 740/999 | Low Latency in Containerized Environments: A Performance Analysis with DPDK and Kubernetes
[NO] 741/999 | Development of an Aerial-Ground Cooperative Robot System for Coastal Litter Collection
[NO] 742/999 | Application of the SAO-Optimized CNN-BiLSTM-AM Hybrid Model in Green Financial Product Price Prediction : A Case Study of the CSI Environmental Protection Industry Index
[NO] 743/999 | Deep Learning based QoT Estimation in Elastic Optical Networks
[NO] 744/999 | Benchmarking Super-Resolution Models with Tensorflow and JAX on the DermaMNIST Dataset
[NO] 745/999 | Camouflaged target detection based on improved deep gradient network model
[NO] 746/999 | Review for "Seasonal Variability of Sea Ice Bulk Density During the MOSAiC Expedition: Results from Synergistic In-Situ, Airborne, and Satellite Observations"
[NO] 747/999 | Multimodal Classification of Co-speech Gesture Pragmatic Function in Storytelling
[NO] 748/999 | The impact and effect evaluation of digital transformation on cost control from the perspective of value chain
[NO] 749/999 | Session Summary Podcast: Proceedings of the 2025 Quantum Security and Privacy Workshop
[NO] 750/999 | Session Summary Podcast: Session 24: Graph Processing and Pattern Matching
[NO] 751/999 | Session Summary Podcast: Session 1: ACM Gordon Bell Finalist
[NO] 752/999 | Review for "Fusing Hyperspectral Proximal Sensing to Enhance Chlorophyll-a Estimation from Sentinel-2"
[NO] 753/999 | Review for "Seasonal Variability of Sea Ice Bulk Density During the MOSAiC Expedition: Results from Synergistic In-Situ, Airborne, and Satellite Observations"
[NO] 754/999 | Session Summary Podcast: Session 12: Paper Session L - General Computing Education &amp; Pedagogy
[NO] 755/999 | Copyright Page
[NO] 756/999 | Copyright Page
[NO] 757/999 | Prior-Guided Selective Parameter Fine-Tuning for Source-Free Domain Adaptive Medical Image Segmentation
[NO] 758/999 | A Graph Convolution Network Model for Multi Area Distribution System Fast State Estimation
[NO] 759/999 | System for Analytical Processing with an Integrated Data Warehouse for Presenting Tourism Trends: (Case study: Sarajevo)
[NO] 760/999 | Hybrid System for Macedonian Sign Language Translation and Recognition Using NLP, Computer Vision and 3D Animation
[NO] 761/999 | A Rician-Based Physically Motivated Wavelet for Fading Channel Signal Classification
[NO] 762/999 | Guidelines for Selecting Communication Technologies Between Power Electronic Converters and Their Digital Twins in Smart Grid Systems
[NO] 763/999 | Smart Power Transaction of Quaid-e-Azam Solar Park for Grid-Enabled Micro Grid Using PVsyst Software
[NO] 764/999 | Adaptive Physical Layer Authentication for Underwater Acoustic Sensor Networks with Self-Calibrating Parameters
[NO] 765/999 | Lean Transformation in Power Transmission Maintenance
[NO] 766/999 | A Framework for Teaching 5G/6G Security with Explainable AI
[NO] 767/999 | Binary/Ternary Neural Networks for Gesture and Human Activity Recognition in Ultra Resource-Constrained Sensor Systems
[NO] 768/999 | Optimization of Handover through Knowledge Graph Enabled Coordination between LLM and O-RAN
[NO] 769/999 | AI-driven Programmable Protocols for 6G and Beyond
[NO] 770/999 | A Computationally Efficient &amp; Byzantine-Robust Federated Learning Algorithm for IoT Networks
[NO] 771/999 | Leakage Rate Analysis for Untrusted RIS Under Non-Orthogonal CCI in 6G Bands
[NO] 772/999 | Genome-Wide Association Studies (GWAS) of LeftHandedness Across Global Populations
[NO] 773/999 | Evaluating the Performance of Large Language Models on the MCAT
[NO] 774/999 | Case Report of Neurofeedback for a Patient with Post-Traumatic Stress Disorder (PTSD)
[NO] 775/999 | EEG-based Negative Emotions Detection in a Risk Simulated Autonomous Driving Environments
[NO] 776/999 | Enhancing Quantum Key Distribution with Quantum Projective Simulation
[NO] 777/999 | Characterizing 5G Core Stability under Dynamic UE Conditions via Outlier Density Analysis
[NO] 778/999 | TailCue: Exploring Animal-inspired Robotic Tail for Automated Vehicles Interaction
[NO] 779/999 | The Effect of an Avatar on Gaze Guidance: An Eye-Tracking Study of Historical Photograph Appreciation
[NO] 780/999 | Exploring Persuasive Interactions with Generative Social Robots - An Experimental Framework
[NO] 781/999 | Effective Engagement by Agents for Sense of Ownership and Self-Determination
[NO] 782/999 | Research on the Impact of China's Low Carbon City Pilot on High-Quality Economic Development Based on the Difference-in-Differences Model
[NO] 783/999 | Disappearing to Facilitate: Designing a Temporarily Absent Agent in Group Discussion
[NO] 784/999 | Concept Acceptance and Attitude Change of Fluffy Robot for Elderly Individuals
[NO] 785/999 | A Comprehensive Framework for Palm Vein Anti-Spoofing with Preprocessing Pipeline, Dataset and Benchmark
[NO] 786/999 | Design of Wideband Co-Linearly-Polarized Magnetoelectric Dipole Antenna With Stable Gain for Vehicular Sensing and Communications
[NO] 787/999 | A Broadband Low-Profile Electronic Beam-Scanning Transmitarray Antenna with Dual Polarization Independent Control Capability
[NO] 788/999 | Review for "Fusing Hyperspectral Proximal Sensing to Enhance Chlorophyll-a Estimation from Sentinel-2"
[NO] 789/999 | Session Summary Podcast: Session 17: Anomaly Detection, Failure Management, and Resilience 1
[NO] 790/999 | Market-Driven Optimization of Energy Storage Technologies: A Comparative Study of MISO and NYISO
[NO] 791/999 | GIS-Based Assessment of Adaptive System Restoration for Enhancing Electricity Grid Resilience
[NO] 792/999 | A Wavelet Ensemble Approach for Denoising Partial Discharge Signals in Smart Grids
[NO] 793/999 | Energy Disaggregation &amp; Appliance Identification in a Smart Home: Transfer Learning Enables Edge Computing
[NO] 794/999 | Edge-Deployable Multi-Modal CNN for Intelligent Fault Diagnosis in Solar Photovoltaic Arrays
[NO] 795/999 | Quantum-Resistant Authentication Based on Digital Signatures: An Analysis and Study Case Under a Transition Scenario
[NO] 796/999 | Design of Survivable Fronthaul Networks with Power-over-Fiber
[NO] 797/999 | Uncertainty-Aware MPC Routing for UAV-Assisted VANETs using RNN-GANs
[NO] 798/999 | Q-CryptChain: Next-Generation Quantum Cryptography Blockchain Security Framework for the Metaverse
[NO] 799/999 | Securing O-RAN: A Modular xApp-Based Defense Framework in the Near-RT RIC
[NO] 800/999 | Dependency-Aware Microservice Placement in Dynamic Vehicular Edge Computing
[NO] 801/999 | Advance Scheduling Algorithm in 5G for Healthcare Robotics
[NO] 802/999 | Enhancing Algebra Learning and Technology Acceptance Through a Gamified Mobile App
[NO] 803/999 | Evaluating the Inherent Cyber Resilience of Inverter-Based Microgrids Against PLL Attacks Under Fault Conditions
[NO] 804/999 | An Encoder-Decoder Retnet Model for Fmcw Radar Interference Mitigation
[NO] 805/999 | Federated Execution of Scientific Workflows
[NO] 806/999 | Advancing Renewable Microgrid Systems in Mosul: Integration Strategies and Management Solutions
[NO] 807/999 | Bi-Directional GNN-Based Localization of PD Sources in Distributed Windings of HV Rotating Machines
[NO] 808/999 | Strategic PMU Deployment for Grid Observability and Stability: First Deployment in Rwanda
[NO] 809/999 | A Hermite Transform-Based Watermarking Approach for Robust and Imperceptible Image Protection
[NO] 810/999 | The Wisdom of the Crowd: High-Fidelity Classification of Cyber-Attacks and Faults in Power Systems Using Ensemble and Machine Learning
[NO] 811/999 | Relative Freshness Stochastic Hybrid Systems Markov Chain (RF-SHS-MC) model for the study of Age of Information
[NO] 812/999 | DDPTA: Zero-Shot Learning for Skeleton-Based Action Recognition
[NO] 813/999 | FedPML: Federated Prototype Meta-Learning for Adaptation and Generalization in Distributed Environments
[NO] 814/999 | An Online Error Estimation Method Based on Two Rotational Inertial Navigation Systems
[NO] 815/999 | GrowSP++: Growing Superpoints and Primitives for Unsupervised 3D Semantic Segmentation
[NO] 816/999 | FNWF 2025 Reviewers
[NO] 817/999 | MorphoCopter: Design, Modeling, and Control of a New Transformable Quad–Bi Copter_supp1-3643609.mp4
[NO] 818/999 | Session Summary Podcast: Session 6: Paper Session F - General Computing Education &amp; Pedagogy
[NO] 819/999 | Driving with Voices: How Virtual Agent Affects Driver Stress and Performance
[NO] 820/999 | Research on Artificial Intelligence Technology Trust of University Teachers
[NO] 821/999 | Session Summary Podcast: Session 9: Containerization and Software Deployment
[NO] 822/999 | Comparison of Clustering Algorithms on Facial Image Embeddings: K-Means vs. Fuzzy C-Means
[YES] 823/999 | Educational Integration of ESP32 Project-Based Learning with Generative AI: Design, Implementation, and Evaluation in Two Engineering Cohorts
[NO] 824/999 | Large-Scale Validation and Analysis of the Rejection Capacity in Entropic Associative Memory
[NO] 825/999 | An Analysis of Indexes to Forecast the Achievement of the Sustainable Development Goals of the United Nations: A Case Study Mexico
[NO] 826/999 | An ML-Enabled Low-Latency Transmission Scheme for Next-Generation Wireless Systems
[NO] 827/999 | Live Football Statistics Aggregator
[NO] 828/999 | Transformation of Petrol Stations into Battery Stations and Application of Electronic and Information Technologies as a Way for Electric Vehicles Energy Supply
[NO] 829/999 | SurgAR: A Prototype of the Augmented Reality-Enhanced Endoscopic Surgery Assistant System
[NO] 830/999 | A Low-Cost Non-Mydriatic Fundus Imaging System with a Three Stage Deep Learning Pipeline for Automatic Diagnosis of Diabetic Retinopathy
[NO] 831/999 | Car Body Defect Detection Algorithm Based on Improved YOLOv11s
[NO] 832/999 | Pilot-Assisted Receiver Design for Non-Coherent Distributed Transmission in 5G-NR
[NO] 833/999 | Novel Method for Transmission Line Fault Detection Using Adaptive Boosting
[NO] 834/999 | Lean-Agile Transformation for HV Cable Projects
[NO] 835/999 | Learning Binary Autoencoder-Based Codes with Progressive Training
[NO] 836/999 | Optimal Sizing and Economic Analysis of Solar Home Systems: A Swarm Electrification Approach
[NO] 837/999 | A Novel Hybrid Hyperbolic Tangent Function-Based Supertwisting and Integral Backstepping Control for HESS in DC Microgrid
[NO] 838/999 | Applied Granger Causality in Electricity Market Analysis: A Case Study on Data Transformations and Structural Insights
[NO] 839/999 | Optimal Placement of dSTATCOM and Energy Storage to Regulate Voltage for Supporting High PV Penetration
[NO] 840/999 | Forecast-Based Maximum Energy Utilization in a Decentralized Solar-Powered Microgrid
[NO] 841/999 | Using Deep Learning Approach to Detect Mixed-Rate Data Spoofing in PMUs
[NO] 842/999 | Toffoli Requires Six Quantum Neighbor Gates
